# Y X var std 2std a0 a1
1.764705882352941124e+00 2.941176470588235392e-01 8.212605955494911569e-01 9.062342939601718550e-01 1.812468587920343710e+00 3.796270255092183410e-01 4.814295611279114651e-01
1.911764705882353033e+00 2.941176470588235392e-01 8.245363053667956743e-01 9.080398148576942496e-01 1.816079629715388499e+00 3.887576551524068447e-01 4.804328181220010596e-01
2.058823529411764941e+00 2.941176470588235392e-01 8.282515140151591737e-01 9.100832456512750746e-01 1.820166491302550149e+00 3.972206730874679459e-01 4.775146904940809622e-01
2.205882352941176627e+00 2.941176470588235392e-01 8.318798044337725184e-01 9.120744511462716142e-01 1.824148902292543228e+00 4.054283129357383886e-01 4.725214865574369205e-01
2.352941176470588314e+00 2.941176470588235392e-01 8.343612750485666085e-01 9.134337825198751704e-01 1.826867565039750341e+00 4.136572002645088064e-01 4.657980798599582473e-01
2.500000000000000000e+00 2.941176470588235392e-01 8.361249605976879273e-01 9.143986879899205222e-01 1.828797375979841044e+00 4.222858196376512163e-01 4.566699007901046103e-01
2.647058823529411686e+00 2.941176470588235392e-01 8.361069575077321181e-01 9.143888437135112568e-01 1.828777687427022514e+00 4.312891443242397593e-01 4.453300829633911051e-01
2.794117647058823817e+00 2.941176470588235392e-01 8.343717913834924893e-01 9.134395389862935977e-01 1.826879077972587195e+00 4.412294317491709528e-01 4.311968435533977684e-01
2.941176470588235503e+00 2.941176470588235392e-01 8.307442019458637361e-01 9.114517002814047641e-01 1.822903400562809528e+00 4.515483868134848033e-01 4.145540732510205606e-01
3.088235294117647189e+00 2.941176470588235392e-01 8.251990040288212924e-01 9.084046477362505145e-01 1.816809295472501029e+00 4.629514765017383460e-01 3.950221019157885149e-01
3.235294117647058876e+00 2.941176470588235392e-01 8.176235537798800523e-01 9.042253888162398168e-01 1.808450777632479634e+00 4.746274927118069864e-01 3.728750084359722661e-01
3.382352941176470562e+00 2.941176470588235392e-01 8.076498034508969859e-01 8.986933867848906354e-01 1.797386773569781271e+00 4.868356580322684701e-01 3.480762195928844838e-01
3.529411764705882248e+00 2.941176470588235392e-01 7.964484040424640865e-01 8.924395800514811627e-01 1.784879160102962325e+00 4.989187864582266263e-01 3.212063750088273162e-01
3.676470588235294379e+00 2.941176470588235392e-01 7.834502501803946029e-01 8.851272508404622874e-01 1.770254501680924575e+00 5.106427859240600942e-01 2.924168393543898903e-01
3.823529411764706065e+00 2.941176470588235392e-01 7.690636274577141718e-01 8.769627286593850712e-01 1.753925457318770142e+00 5.211417822810802125e-01 2.626784513051823033e-01
3.970588235294117752e+00 2.941176470588235392e-01 7.539346974764097320e-01 8.682941307393535757e-01 1.736588261478707151e+00 5.304628558262735050e-01 2.323433895024062390e-01
4.117647058823529882e+00 2.941176470588235392e-01 7.382560303562752946e-01 8.592182670056982552e-01 1.718436534011396510e+00 5.375129107831836395e-01 2.026040646664256928e-01
4.264705882352941124e+00 2.941176470588235392e-01 7.226260260717692896e-01 8.500741297509113448e-01 1.700148259501822690e+00 5.423378539984488045e-01 1.741403626709332741e-01
4.411764705882353255e+00 2.941176470588235392e-01 7.072154866863431533e-01 8.409610494466097652e-01 1.681922098893219530e+00 5.447923172175693773e-01 1.475082691552693781e-01
4.558823529411764497e+00 2.941176470588235392e-01 6.925661985231744699e-01 8.322056227418644925e-01 1.664411245483728985e+00 5.448370748931780083e-01 1.232767132022852541e-01
4.705882352941176627e+00 2.941176470588235392e-01 6.791196211678840466e-01 8.240871441588468738e-01 1.648174288317693748e+00 5.426474035085931957e-01 1.018356602671586092e-01
4.852941176470588758e+00 2.941176470588235392e-01 6.676910672880386199e-01 8.171236548332441174e-01 1.634247309666488235e+00 5.387725031957402155e-01 8.331912327830559573e-02
5.000000000000000000e+00 2.941176470588235392e-01 6.578765433939075535e-01 8.110958903815920218e-01 1.622191780763184044e+00 5.335302441447996591e-01 6.761295120210138176e-02
0.000000000000000000e+00 4.411764705882352811e-01 9.891073474731445492e-01 9.945387611718029541e-01 1.989077522343605908e+00 1.436721284495492967e-01 2.766416653681723070e-01
1.470588235294117696e-01 4.411764705882352811e-01 9.485360641039315421e-01 9.739281616751471748e-01 1.947856323350294350e+00 1.740721925703446193e-01 3.194084295544110663e-01
2.941176470588235392e-01 4.411764705882352811e-01 9.146398585340190790e-01 9.563680559983269713e-01 1.912736111996653943e+00 2.047776035694416352e-01 3.588724507971597921e-01
4.411764705882352811e-01 4.411764705882352811e-01 8.864610480777267432e-01 9.415206041705761475e-01 1.883041208341152295e+00 2.342649132467496675e-01 3.927332109218887313e-01
5.882352941176470784e-01 4.411764705882352811e-01 8.644784960975662180e-01 9.297733573820913255e-01 1.859546714764182651e+00 2.615661495579802431e-01 4.203090608496119485e-01
7.352941176470588758e-01 4.411764705882352811e-01 8.469624963882446123e-01 9.203056537847872365e-01 1.840611307569574473e+00 2.859946894624446623e-01 4.417489964678536496e-01
8.823529411764705621e-01 4.411764705882352811e-01 8.337494862882045554e-01 9.130988370862185288e-01 1.826197674172437058e+00 3.073721946934752092e-01 4.575635090184365095e-01
1.029411764705882470e+00 4.411764705882352811e-01 8.244570643121221787e-01 9.079961807805813079e-01 1.815992361561162616e+00 3.255727665913922819e-01 4.691660863617446720e-01
1.176470588235294157e+00 4.411764705882352811e-01 8.182939469216514716e-01 9.045960131028941698e-01 1.809192026205788340e+00 3.414428503118671077e-01 4.772707711980256340e-01
1.323529411764705843e+00 4.411764705882352811e-01 8.146816872985160884e-01 9.025971899460556447e-01 1.805194379892111289e+00 3.550841833635597355e-01 4.823015821727257846e-01
1.470588235294117752e+00 4.411764705882352811e-01 8.133633341718995435e-01 9.018665833547108157e-01 1.803733166709421631e+00 3.667177077218621850e-01 4.853063569140054212e-01
1.617647058823529438e+00 4.411764705882352811e-01 8.132821579437180537e-01 9.018215776658473626e-01 1.803643155331694725e+00 3.769398610485848455e-01 4.862963763162940212e-01
1.764705882352941124e+00 4.411764705882352811e-01 8.143949585913055067e-01 9.024383406035592081e-01 1.804876681207118416e+00 3.860306738807007809e-01 4.856303669238581366e-01
1.911764705882353033e+00 4.411764705882352811e-01 8.160659885461527541e-01 9.033637077867101572e-01 1.806727415573420314e+00 3.942750271058559353e-01 4.833733440830959016e-01
2.058823529411764941e+00 4.411764705882352811e-01 8.177414802426647977e-01 9.042905950205745169e-01 1.808581190041149034e+00 4.020358833056987269e-01 4.795174488821206116e-01
2.205882352941176627e+00 4.411764705882352811e-01 8.191681598029085798e-01 9.050790903578032065e-01 1.810158180715606413e+00 4.097035107660493836e-01 4.737318326631387300e-01
2.352941176470588314e+00 4.411764705882352811e-01 8.189834744801034461e-01 9.049770574330067152e-01 1.809954114866013430e+00 4.176902355403948608e-01 4.659089368128662145e-01
2.500000000000000000e+00 4.411764705882352811e-01 8.183912417139994622e-01 9.046497895395761990e-01 1.809299579079152398e+00 4.257701964383941995e-01 4.561831875572845418e-01
2.647058823529411686e+00 4.411764705882352811e-01 8.157721547890051106e-01 9.032010600021487257e-01 1.806402120004297451e+00 4.343947548811891157e-01 4.441319826050663666e-01
2.794117647058823817e+00 4.411764705882352811e-01 8.114408410288347362e-01 9.008001115834937123e-01 1.801600223166987425e+00 4.439075946559396524e-01 4.293603211961158350e-01
2.941176470588235503e+00 4.411764705882352811e-01 8.055129502674768238e-01 8.975037327317790803e-01 1.795007465463558161e+00 4.540727782577207439e-01 4.120803912390826884e-01
3.088235294117647189e+00 4.411764705882352811e-01 7.976575511400402219e-01 8.931167623217247664e-01 1.786233524643449533e+00 4.650460922551685194e-01 3.917532506822334892e-01
3.235294117647058876e+00 4.411764705882352811e-01 7.873934021839984476e-01 8.873519043671447282e-01 1.774703808734289456e+00 4.765672423087707332e-01 3.690716590993404767e-01
3.382352941176470562e+00 4.411764705882352811e-01 7.754753181144190544e-01 8.806107642508232969e-01 1.761221528501646594e+00 4.880073639389295170e-01 3.441655102973741887e-01
3.529411764705882248e+00 4.411764705882352811e-01 7.623477384506541776e-01 8.731252707662596757e-01 1.746250541532519351e+00 4.993386183952820967e-01 3.169912644892031728e-01
3.676470588235294379e+00 4.411764705882352811e-01 7.473120573951147483e-01 8.644721264419776841e-01 1.728944252883955368e+00 5.103431870082242305e-01 2.881293155258515815e-01
3.823529411764706065e+00 4.411764705882352811e-01 7.312677410642040021e-01 8.551419420565242735e-01 1.710283884113048547e+00 5.200384536123150436e-01 2.584366207051931319e-01
3.970588235294117752e+00 4.411764705882352811e-01 7.151046696509968381e-01 8.456386164615454781e-01 1.691277232923090956e+00 5.282121917316454640e-01 2.283955161408550150e-01
4.117647058823529882e+00 4.411764705882352811e-01 6.982934689240530846e-01 8.356395568210334135e-01 1.671279113642066827e+00 5.343726756066395911e-01 1.990393104402664870e-01
4.264705882352941124e+00 4.411764705882352811e-01 6.819376868793597390e-01 8.257951845823271464e-01 1.651590369164654293e+00 5.383118581477177589e-01 1.708545836785534122e-01
4.411764705882353255e+00 4.411764705882352811e-01 6.662441959522372725e-01 8.162378305078963336e-01 1.632475661015792667e+00 5.400768605572383585e-01 1.446192872632912629e-01
4.558823529411764497e+00 4.411764705882352811e-01 6.518839911739526816e-01 8.073933311428530546e-01 1.614786662285706109e+00 5.392378555829966391e-01 1.210375524623726190e-01
4.705882352941176627e+00 4.411764705882352811e-01 6.385728077267947000e-01 7.991075069893879279e-01 1.598215013978775856e+00 5.364845750532207802e-01 1.000278686049569932e-01
4.852941176470588758e+00 4.411764705882352811e-01 6.273171648557316349e-01 7.920335629603909577e-01 1.584067125920781915e+00 5.319880100457697880e-01 8.192398361107727789e-02
5.000000000000000000e+00 4.411764705882352811e-01 6.180891884710267847e-01 7.861864845385138079e-01 1.572372969077027616e+00 5.266809089435979807e-01 6.657023529198009826e-02
0.000000000000000000e+00 5.882352941176470784e-01 9.916364778298336624e-01 9.958094585962887768e-01 1.991618917192577554e+00 1.619267789119222534e-01 3.014682464869977707e-01
1.470588235294117696e-01 5.882352941176470784e-01 9.521490067153076664e-01 9.757812289213744217e-01 1.951562457842748843e+00 1.921917280274721418e-01 3.440670389145116248e-01
2.941176470588235392e-01 5.882352941176470784e-01 9.192765033766375771e-01 9.587890817988269365e-01 1.917578163597653873e+00 2.219599164288323379e-01 3.818682524697066816e-01
4.411764705882352811e-01 5.882352941176470784e-01 8.919647822586256325e-01 9.444388716368178338e-01 1.888877743273635668e+00 2.499008801755099041e-01 4.137184617333886094e-01
5.882352941176470784e-01 5.882352941176470784e-01 8.701094150839920882e-01 9.327965561064170963e-01 1.865593112212834193e+00 2.749682441530760801e-01 4.389486306081595846e-01
7.352941176470588758e-01 5.882352941176470784e-01 8.527997222213793416e-01 9.234715600501075539e-01 1.846943120100215108e+00 2.969077138708741126e-01 4.582680525394645099e-01
8.823529411764705621e-01 5.882352941176470784e-01 8.392426685073901549e-01 9.161018876235275110e-01 1.832203775247055022e+00 3.160379467074295734e-01 4.719917697227556941e-01
1.029411764705882470e+00 5.882352941176470784e-01 8.293985680829061291e-01 9.107132194510553225e-01 1.821426438902110645e+00 3.321645588641937707e-01 4.817650481887570946e-01
1.176470588235294157e+00 5.882352941176470784e-01 8.221901991547676536e-01 9.067470425398517220e-01 1.813494085079703444e+00 3.460467373388318446e-01 4.880275988204743065e-01
1.323529411764705843e+00 5.882352941176470784e-01 8.175657068822484996e-01 9.041934012600669757e-01 1.808386802520133951e+00 3.576931490810326686e-01 4.920260092565967303e-01
1.470588235294117752e+00 5.882352941176470784e-01 8.146813296357969802e-01 9.025969918162795036e-01 1.805193983632559007e+00 3.677905178533746322e-01 4.938277799706572990e-01
1.617647058823529438e+00 5.882352941176470784e-01 8.133333460149004823e-01 9.018499575954419534e-01 1.803699915190883907e+00 3.765436979576886056e-01 4.940454681614167565e-01
1.764705882352941124e+00 5.882352941176470784e-01 8.126437261724619443e-01 9.014675402766657575e-01 1.802935080553331515e+00 3.847747789796825413e-01 4.921013442976479579e-01
1.911764705882353033e+00 5.882352941176470784e-01 8.121970013006784006e-01 9.012197297555565312e-01 1.802439459511113062e+00 3.920151729566986876e-01 4.890540348798484982e-01
2.058823529411764941e+00 5.882352941176470784e-01 8.114822419580147717e-01 9.008230913769998960e-01 1.801646182753999792e+00 3.992879969544254060e-01 4.839976854351148994e-01
2.205882352941176627e+00 5.882352941176470784e-01 8.106045169280404750e-01 9.003357800998694760e-01 1.800671560199738952e+00 4.063336362227369380e-01 4.774228848081534249e-01
2.352941176470588314e+00 5.882352941176470784e-01 8.088138766957040371e-01 8.993408011959115322e-01 1.798681602391823064e+00 4.138573024944557921e-01 4.685954708098914456e-01
2.500000000000000000e+00 5.882352941176470784e-01 8.055629308810861033e-01 8.975315765370520671e-01 1.795063153074104134e+00 4.215493941059447192e-01 4.578161864124983826e-01
2.647058823529411686e+00 5.882352941176470784e-01 8.009146504359829777e-01 8.949383500755697662e-01 1.789876700151139532e+00 4.299300967117682948e-01 4.445767908548305947e-01
2.794117647058823817e+00 5.882352941176470784e-01 7.943833990940910583e-01 8.912818853169243161e-01 1.782563770633848632e+00 4.389750207888297728e-01 4.290158930696232331e-01
2.941176470588235503e+00 5.882352941176470784e-01 7.863471234951371347e-01 8.867621572299627664e-01 1.773524314459925533e+00 4.486294402190103003e-01 4.106932667258663128e-01
3.088235294117647189e+00 5.882352941176470784e-01 7.761204424006215019e-01 8.809769817654837798e-01 1.761953963530967560e+00 4.590182536367802268e-01 3.898154267323860611e-01
3.235294117647058876e+00 5.882352941176470784e-01 7.640430616899985816e-01 8.740955678242503524e-01 1.748191135648500705e+00 4.696889330034693666e-01 3.664893250895360222e-01
3.382352941176470562e+00 5.882352941176470784e-01 7.509174501514468414e-01 8.665549319872611900e-01 1.733109863974522380e+00 4.803062859351219793e-01 3.405359995450423782e-01
3.529411764705882248e+00 5.882352941176470784e-01 7.357394090128540620e-01 8.577525336674057810e-01 1.715505067334811562e+00 4.908508400295029106e-01 3.128292644569133363e-01
3.676470588235294379e+00 5.882352941176470784e-01 7.195772108597541239e-01 8.482789699501892544e-01 1.696557939900378509e+00 5.005616775790657780e-01 2.835490476311652852e-01
