# Y X speed speed_diff a0 a1
3.529411764705882248e+00 0.000000000000000000e+00 2.755254768352727979e+00 2.755254768352727979e+00 4.736651708192592403e-01 3.288419705439639684e-01
3.676470588235294379e+00 0.000000000000000000e+00 2.767667274611390837e+00 2.767667274611390837e+00 4.857552451560869233e-01 2.995789805332135236e-01
3.823529411764706065e+00 0.000000000000000000e+00 2.783046056770722032e+00 2.783046056770722032e+00 4.969419328637048605e-01 2.689795506561428184e-01
3.970588235294117752e+00 0.000000000000000000e+00 2.798925182970268821e+00 2.798925182970268821e+00 5.066010832957571486e-01 2.379142689864418569e-01
4.117647058823529882e+00 0.000000000000000000e+00 2.813722476122683780e+00 2.813722476122683780e+00 5.146736858099374423e-01 2.070127181007240524e-01
4.264705882352941124e+00 0.000000000000000000e+00 2.831667956483121973e+00 2.831667956483121973e+00 5.201191469851691451e-01 1.775308457594594602e-01
4.411764705882353255e+00 0.000000000000000000e+00 2.849100759553234496e+00 2.849100759553234496e+00 5.230930109644189585e-01 1.499087772934467599e-01
4.558823529411764497e+00 0.000000000000000000e+00 2.870401022922644874e+00 2.870401022922644874e+00 5.235091588044885613e-01 1.249423671104631095e-01
4.705882352941176627e+00 0.000000000000000000e+00 2.888496565222836043e+00 2.888496565222836043e+00 5.216537424018071745e-01 1.027329470749461238e-01
4.852941176470588758e+00 0.000000000000000000e+00 2.908328595087827040e+00 2.908328595087827040e+00 5.182968428433889496e-01 8.366394372309554628e-02
5.000000000000000000e+00 0.000000000000000000e+00 2.928622058506031856e+00 2.928622058506031856e+00 5.132413177334914645e-01 6.751430501280603069e-02
0.000000000000000000e+00 1.470588235294117696e-01 2.949997399855234903e+00 2.802938576325823217e+00 1.061799443641765761e-01 2.254164682501933192e-01
1.470588235294117696e-01 1.470588235294117696e-01 2.942724529136547140e+00 2.795665705607135454e+00 1.329878770647417163e-01 2.666459500008934169e-01
2.941176470588235392e-01 1.470588235294117696e-01 2.933995408069564714e+00 2.786936584540153028e+00 1.619448889149822657e-01 3.068326922714892380e-01
4.411764705882352811e-01 1.470588235294117696e-01 2.925251874126634455e+00 2.778193050597222769e+00 1.912553912352697449e-01 3.440221267740500855e-01
5.882352941176470784e-01 1.470588235294117696e-01 2.915688526895793498e+00 2.768629703366381811e+00 2.199684518683047707e-01 3.762283641146371149e-01
7.352941176470588758e-01 1.470588235294117696e-01 2.907094084318229577e+00 2.760035260788817890e+00 2.468700161031310014e-01 4.031487829572506509e-01
8.823529411764705621e-01 1.470588235294117696e-01 2.899029277150204642e+00 2.751970453620792956e+00 2.714421845624536700e-01 4.245767913106878733e-01
1.029411764705882470e+00 1.470588235294117696e-01 2.890583047194427380e+00 2.743524223665015693e+00 2.930349016051174149e-01 4.418623634552151236e-01
1.176470588235294157e+00 1.470588235294117696e-01 2.883644265713991572e+00 2.736585442184579886e+00 3.123558191979238785e-01 4.545652670765495396e-01
1.323529411764705843e+00 1.470588235294117696e-01 2.876906872377501756e+00 2.729848048848090070e+00 3.289650056150144608e-01 4.641803333290276390e-01
1.470588235294117752e+00 1.470588235294117696e-01 2.870631501813641240e+00 2.723572678284229553e+00 3.430449077372866862e-01 4.713357200719684448e-01
1.617647058823529438e+00 1.470588235294117696e-01 2.866156230936158344e+00 2.719097407406746658e+00 3.556491003638012072e-01 4.758023948578780082e-01
1.764705882352941124e+00 1.470588235294117696e-01 2.862049557374496622e+00 2.714990733845084936e+00 3.665785243453785203e-01 4.781570289080980252e-01
1.911764705882353033e+00 1.470588235294117696e-01 2.859926008499114047e+00 2.712867184969702361e+00 3.764190227739764860e-01 4.783880306045342201e-01
2.058823529411764941e+00 1.470588235294117696e-01 2.858215619081207137e+00 2.711156795551795451e+00 3.855262596951684606e-01 4.766692918505111010e-01
2.205882352941176627e+00 1.470588235294117696e-01 2.857675814566310368e+00 2.710616991036898682e+00 3.941595852342100748e-01 4.729748321340265238e-01
2.352941176470588314e+00 1.470588235294117696e-01 2.859680176245524397e+00 2.712621352716112710e+00 4.026445359582446759e-01 4.672425785168969337e-01
2.500000000000000000e+00 1.470588235294117696e-01 2.862843646686329180e+00 2.715784823156917493e+00 4.114515228200749664e-01 4.590329982244004126e-01
2.647058823529411686e+00 1.470588235294117696e-01 2.868021458774544286e+00 2.720962635245132599e+00 4.209550336301625673e-01 4.480482654646719687e-01
2.794117647058823817e+00 1.470588235294117696e-01 2.873211626466409818e+00 2.726152802936998132e+00 4.307953600457491428e-01 4.347677458467105738e-01
2.941176470588235503e+00 1.470588235294117696e-01 2.880563896391856282e+00 2.733505072862444596e+00 4.417379785471455822e-01 4.182218635058876366e-01
3.088235294117647189e+00 1.470588235294117696e-01 2.889571669915965479e+00 2.742512846386553793e+00 4.531246909014093327e-01 3.989665191533373623e-01
3.235294117647058876e+00 1.470588235294117696e-01 2.901174725371290286e+00 2.754115901841878600e+00 4.651048039173114601e-01 3.770332693077078634e-01
3.382352941176470562e+00 1.470588235294117696e-01 2.913350934052822083e+00 2.766292110523410397e+00 4.774948755200630335e-01 3.524876167810548910e-01
3.529411764705882248e+00 1.470588235294117696e-01 2.925462935136248888e+00 2.778404111606837201e+00 4.901128901946640859e-01 3.254441503769703314e-01
3.676470588235294379e+00 1.470588235294117696e-01 2.940933129526247747e+00 2.793874305996836060e+00 5.021574179188902365e-01 2.964062178988164376e-01
3.823529411764706065e+00 1.470588235294117696e-01 2.956269512352512674e+00 2.809210688823100988e+00 5.131493285359831624e-01 2.664536716705158126e-01
3.970588235294117752e+00 1.470588235294117696e-01 2.973620195849449921e+00 2.826561372320038235e+00 5.226983837983176784e-01 2.357821505543649110e-01
4.117647058823529882e+00 1.470588235294117696e-01 2.990737959499412568e+00 2.843679135970000882e+00 5.304885031385586647e-01 2.055427894035435354e-01
4.264705882352941124e+00 1.470588235294117696e-01 3.009186559914661885e+00 2.862127736385250198e+00 5.358499734647615975e-01 1.764937166699355187e-01
4.411764705882353255e+00 1.470588235294117696e-01 3.029684602884694655e+00 2.882625779355282969e+00 5.390125422722710224e-01 1.492940837653904396e-01
4.558823529411764497e+00 1.470588235294117696e-01 3.049012477992121717e+00 2.901953654462710031e+00 5.393528920933825521e-01 1.246683787348856209e-01
4.705882352941176627e+00 1.470588235294117696e-01 3.069628785830181172e+00 2.922569962300769486e+00 5.377792858014689426e-01 1.027250121831932289e-01
4.852941176470588758e+00 1.470588235294117696e-01 3.089653306450466985e+00 2.942594482921055299e+00 5.337675949537750153e-01 8.395265308958660411e-02
5.000000000000000000e+00 1.470588235294117696e-01 3.109674189105246178e+00 2.962615365575834492e+00 5.289480545268409051e-01 6.796772735062932280e-02
0.000000000000000000e+00 2.941176470588235392e-01 3.042406695889168233e+00 2.748289048830344861e+00 1.247817383684933779e-01 2.509118219846277476e-01
1.470588235294117696e-01 2.941176470588235392e-01 3.036507689234227314e+00 2.742390042175403941e+00 1.539651421453130942e-01 2.934754507905090737e-01
2.941176470588235392e-01 2.941176470588235392e-01 3.032928100499914237e+00 2.738810453441090864e+00 1.843156802188334331e-01 3.338557464873823655e-01
4.411764705882352811e-01 2.941176470588235392e-01 3.027863583462205188e+00 2.733745936403381815e+00 2.144921944843595774e-01 3.695846167691286821e-01
5.882352941176470784e-01 2.941176470588235392e-01 3.022690886927838161e+00 2.728573239869014788e+00 2.429231495404882979e-01 3.997093531780065434e-01
7.352941176470588758e-01 2.941176470588235392e-01 3.016693264262805485e+00 2.722575617203982112e+00 2.689184776057875759e-01 4.237153326029141631e-01
8.823529411764705621e-01 2.941176470588235392e-01 3.012809274127045800e+00 2.718691627068222427e+00 2.923323080404788277e-01 4.421792849971789563e-01
1.029411764705882470e+00 2.941176470588235392e-01 3.009857190450270004e+00 2.715739543391446631e+00 3.124370257477785962e-01 4.562545494314307892e-01
1.176470588235294157e+00 2.941176470588235392e-01 3.004657547735144263e+00 2.710539900676320890e+00 3.301533313019234250e-01 4.663943611514295151e-01
1.323529411764705843e+00 2.941176470588235392e-01 3.002905186447365260e+00 2.708787539388541887e+00 3.453859969485415515e-01 4.734741404047950741e-01
1.470588235294117752e+00 2.941176470588235392e-01 2.999406575325224811e+00 2.705288928266401438e+00 3.583121068686945798e-01 4.782293035336970255e-01
1.617647058823529438e+00 2.941176470588235392e-01 2.997718323175615929e+00 2.703600676116792556e+00 3.697990655139726246e-01 4.806100966173773581e-01
1.764705882352941124e+00 2.941176470588235392e-01 2.998073439185728883e+00 2.703955792126905511e+00 3.796270255092183410e-01 4.814295611279114651e-01
1.911764705882353033e+00 2.941176470588235392e-01 3.000164419925503978e+00 2.706046772866680605e+00 3.887576551524068447e-01 4.804328181220010596e-01
2.058823529411764941e+00 2.941176470588235392e-01 3.001554330710183738e+00 2.707436683651360365e+00 3.972206730874679459e-01 4.775146904940809622e-01
2.205882352941176627e+00 2.941176470588235392e-01 3.004197457514093728e+00 2.710079810455270355e+00 4.054283129357383886e-01 4.725214865574369205e-01
2.352941176470588314e+00 2.941176470588235392e-01 3.009851723475328811e+00 2.715734076416505438e+00 4.136572002645088064e-01 4.657980798599582473e-01
2.500000000000000000e+00 2.941176470588235392e-01 3.015810525660162611e+00 2.721692878601339238e+00 4.222858196376512163e-01 4.566699007901046103e-01
2.647058823529411686e+00 2.941176470588235392e-01 3.022581487742943107e+00 2.728463840684119734e+00 4.312891443242397593e-01 4.453300829633911051e-01
2.794117647058823817e+00 2.941176470588235392e-01 3.031085306381573030e+00 2.736967659322749657e+00 4.412294317491709528e-01 4.311968435533977684e-01
2.941176470588235503e+00 2.941176470588235392e-01 3.042291942809255190e+00 2.748174295750431817e+00 4.515483868134848033e-01 4.145540732510205606e-01
3.088235294117647189e+00 2.941176470588235392e-01 3.053457147597709920e+00 2.759339500538886547e+00 4.629514765017383460e-01 3.950221019157885149e-01
3.235294117647058876e+00 2.941176470588235392e-01 3.066996920821379646e+00 2.772879273762556274e+00 4.746274927118069864e-01 3.728750084359722661e-01
3.382352941176470562e+00 2.941176470588235392e-01 3.081685536473041331e+00 2.787567889414217959e+00 4.868356580322684701e-01 3.480762195928844838e-01
3.529411764705882248e+00 2.941176470588235392e-01 3.096577763575403708e+00 2.802460116516580335e+00 4.989187864582266263e-01 3.212063750088273162e-01
3.676470588235294379e+00 2.941176470588235392e-01 3.113168075887776443e+00 2.819050428828953070e+00 5.106427859240600942e-01 2.924168393543898903e-01
3.823529411764706065e+00 2.941176470588235392e-01 3.130982682313121046e+00 2.836865035254297673e+00 5.211417822810802125e-01 2.626784513051823033e-01
3.970588235294117752e+00 2.941176470588235392e-01 3.148900459638114491e+00 2.854782812579291118e+00 5.304628558262735050e-01 2.323433895024062390e-01
4.117647058823529882e+00 2.941176470588235392e-01 3.169144546283454211e+00 2.875026899224630839e+00 5.375129107831836395e-01 2.026040646664256928e-01
4.264705882352941124e+00 2.941176470588235392e-01 3.189101059775368174e+00 2.894983412716544802e+00 5.423378539984488045e-01 1.741403626709332741e-01
4.411764705882353255e+00 2.941176470588235392e-01 3.208718683065792554e+00 2.914601036006969181e+00 5.447923172175693773e-01 1.475082691552693781e-01
4.558823529411764497e+00 2.941176470588235392e-01 3.231170661874042338e+00 2.937053014815218965e+00 5.448370748931780083e-01 1.232767132022852541e-01
4.705882352941176627e+00 2.941176470588235392e-01 3.250528254443029397e+00 2.956410607384206024e+00 5.426474035085931957e-01 1.018356602671586092e-01
4.852941176470588758e+00 2.941176470588235392e-01 3.271720296976151410e+00 2.977602649917328037e+00 5.387725031957402155e-01 8.331912327830559573e-02
5.000000000000000000e+00 2.941176470588235392e-01 3.291612279594689383e+00 2.997494632535866010e+00 5.335302441447996591e-01 6.761295120210138176e-02
0.000000000000000000e+00 4.411764705882352811e-01 3.129871061479578387e+00 2.688694590891342884e+00 1.436721284495492967e-01 2.766416653681723070e-01
1.470588235294117696e-01 4.411764705882352811e-01 3.129657830742789137e+00 2.688481360154553634e+00 1.740721925703446193e-01 3.194084295544110663e-01
2.941176470588235392e-01 4.411764705882352811e-01 3.127657707180790503e+00 2.686481236592555000e+00 2.047776035694416352e-01 3.588724507971597921e-01
4.411764705882352811e-01 4.411764705882352811e-01 3.127694165734340892e+00 2.686517695146105389e+00 2.342649132467496675e-01 3.927332109218887313e-01
5.882352941176470784e-01 4.411764705882352811e-01 3.126067244435769332e+00 2.684890773847533829e+00 2.615661495579802431e-01 4.203090608496119485e-01
7.352941176470588758e-01 4.411764705882352811e-01 3.124489932481535170e+00 2.683313461893299667e+00 2.859946894624446623e-01 4.417489964678536496e-01
8.823529411764705621e-01 4.411764705882352811e-01 3.123956091839615645e+00 2.682779621251380142e+00 3.073721946934752092e-01 4.575635090184365095e-01
1.029411764705882470e+00 4.411764705882352811e-01 3.125125329139630814e+00 2.683948858551395311e+00 3.255727665913922819e-01 4.691660863617446720e-01
1.176470588235294157e+00 4.411764705882352811e-01 3.124057594871186616e+00 2.682881124282951113e+00 3.414428503118671077e-01 4.772707711980256340e-01
1.323529411764705843e+00 4.411764705882352811e-01 3.125113646710001802e+00 2.683937176121766299e+00 3.550841833635597355e-01 4.823015821727257846e-01
1.470588235294117752e+00 4.411764705882352811e-01 3.127146107423587118e+00 2.685969636835351615e+00 3.667177077218621850e-01 4.853063569140054212e-01
1.617647058823529438e+00 4.411764705882352811e-01 3.129662509864282960e+00 2.688486039276047457e+00 3.769398610485848455e-01 4.862963763162940212e-01
1.764705882352941124e+00 4.411764705882352811e-01 3.132683894838683702e+00 2.691507424250448643e+00 3.860306738807007809e-01 4.856303669238581366e-01
1.911764705882353033e+00 4.411764705882352811e-01 3.137024316726197082e+00 2.695847846137962023e+00 3.942750271058559353e-01 4.833733440830959016e-01
2.058823529411764941e+00 4.411764705882352811e-01 3.142976746282442946e+00 2.701800275694207443e+00 4.020358833056987269e-01 4.795174488821206116e-01
2.205882352941176627e+00 4.411764705882352811e-01 3.149497903148548161e+00 2.708321432560312658e+00 4.097035107660493836e-01 4.737318326631387300e-01
2.352941176470588314e+00 4.411764705882352811e-01 3.158390436463878181e+00 2.717213965875642678e+00 4.176902355403948608e-01 4.659089368128662145e-01
2.500000000000000000e+00 4.411764705882352811e-01 3.167437835656288669e+00 2.726261365068053166e+00 4.257701964383941995e-01 4.561831875572845418e-01
2.647058823529411686e+00 4.411764705882352811e-01 3.177198586750711318e+00 2.736022116162476259e+00 4.343947548811891157e-01 4.441319826050663666e-01
2.794117647058823817e+00 4.411764705882352811e-01 3.188693401226131208e+00 2.747516930637895705e+00 4.439075946559396524e-01 4.293603211961158350e-01
2.941176470588235503e+00 4.411764705882352811e-01 3.201170640293594438e+00 2.759994169705358935e+00 4.540727782577207439e-01 4.120803912390826884e-01
3.088235294117647189e+00 4.411764705882352811e-01 3.215953767351809489e+00 2.774777296763573986e+00 4.650460922551685194e-01 3.917532506822334892e-01
3.235294117647058876e+00 4.411764705882352811e-01 3.232373458123782850e+00 2.791196987535547791e+00 4.765672423087707332e-01 3.690716590993404767e-01
3.382352941176470562e+00 4.411764705882352811e-01 3.247900411945323640e+00 2.806723941357088137e+00 4.880073639389295170e-01 3.441655102973741887e-01
3.529411764705882248e+00 4.411764705882352811e-01 3.267072457647570261e+00 2.825895987059334757e+00 4.993386183952820967e-01 3.169912644892031728e-01
3.676470588235294379e+00 4.411764705882352811e-01 3.285015120341100214e+00 2.843838649752864711e+00 5.103431870082242305e-01 2.881293155258515815e-01
3.823529411764706065e+00 4.411764705882352811e-01 3.303832090597679461e+00 2.862655620009443957e+00 5.200384536123150436e-01 2.584366207051931319e-01
3.970588235294117752e+00 4.411764705882352811e-01 3.325572582347811945e+00 2.884396111759576442e+00 5.282121917316454640e-01 2.283955161408550150e-01
4.117647058823529882e+00 4.411764705882352811e-01 3.344917118689305191e+00 2.903740648101069688e+00 5.343726756066395911e-01 1.990393104402664870e-01
4.264705882352941124e+00 4.411764705882352811e-01 3.366532635256866524e+00 2.925356164668631465e+00 5.383118581477177589e-01 1.708545836785534122e-01
4.411764705882353255e+00 4.411764705882352811e-01 3.387926400658518133e+00 2.946749930070282630e+00 5.400768605572383585e-01 1.446192872632912629e-01
4.558823529411764497e+00 4.411764705882352811e-01 3.409014172181971336e+00 2.967837701593736277e+00 5.392378555829966391e-01 1.210375524623726190e-01
4.705882352941176627e+00 4.411764705882352811e-01 3.431250493369159660e+00 2.990074022780924601e+00 5.364845750532207802e-01 1.000278686049569932e-01
4.852941176470588758e+00 4.411764705882352811e-01 3.452890696224802713e+00 3.011714225636567654e+00 5.319880100457697880e-01 8.192398361107727789e-02
5.000000000000000000e+00 4.411764705882352811e-01 3.474029534680374454e+00 3.032853064092138951e+00 5.266809089435979807e-01 6.657023529198009826e-02
0.000000000000000000e+00 5.882352941176470784e-01 3.214852867251008384e+00 2.626617573133361194e+00 1.619267789119222534e-01 3.014682464869977707e-01
1.470588235294117696e-01 5.882352941176470784e-01 3.218323372941044980e+00 2.630088078823397790e+00 1.921917280274721418e-01 3.440670389145116248e-01
2.941176470588235392e-01 5.882352941176470784e-01 3.220505048981182838e+00 2.632269754863535649e+00 2.219599164288323379e-01 3.818682524697066816e-01
4.411764705882352811e-01 5.882352941176470784e-01 3.224668626291209428e+00 2.636433332173562238e+00 2.499008801755099041e-01 4.137184617333886094e-01
5.882352941176470784e-01 5.882352941176470784e-01 3.227053137597977184e+00 2.638817843480329994e+00 2.749682441530760801e-01 4.389486306081595846e-01
7.352941176470588758e-01 5.882352941176470784e-01 3.230253475447811162e+00 2.642018181330163973e+00 2.969077138708741126e-01 4.582680525394645099e-01
8.823529411764705621e-01 5.882352941176470784e-01 3.233551262148275818e+00 2.645315968030628628e+00 3.160379467074295734e-01 4.719917697227556941e-01
1.029411764705882470e+00 5.882352941176470784e-01 3.236704851909419034e+00 2.648469557791771845e+00 3.321645588641937707e-01 4.817650481887570946e-01
1.176470588235294157e+00 5.882352941176470784e-01 3.241697196032038875e+00 2.653461901914391685e+00 3.460467373388318446e-01 4.880275988204743065e-01
1.323529411764705843e+00 5.882352941176470784e-01 3.246390327761000449e+00 2.658155033643353260e+00 3.576931490810326686e-01 4.920260092565967303e-01
1.470588235294117752e+00 5.882352941176470784e-01 3.251262878064319128e+00 2.663027583946671939e+00 3.677905178533746322e-01 4.938277799706572990e-01
1.617647058823529438e+00 5.882352941176470784e-01 3.257038227220333759e+00 2.668802933102686570e+00 3.765436979576886056e-01 4.940454681614167565e-01
1.764705882352941124e+00 5.882352941176470784e-01 3.263817094492280191e+00 2.675581800374633001e+00 3.847747789796825413e-01 4.921013442976479579e-01
1.911764705882353033e+00 5.882352941176470784e-01 3.272889088534356894e+00 2.684653794416709705e+00 3.920151729566986876e-01 4.890540348798484982e-01
2.058823529411764941e+00 5.882352941176470784e-01 3.281145788455981815e+00 2.692910494338334626e+00 3.992879969544254060e-01 4.839976854351148994e-01
2.205882352941176627e+00 5.882352941176470784e-01 3.291437248565723728e+00 2.703201954448076538e+00 4.063336362227369380e-01 4.774228848081534249e-01
2.352941176470588314e+00 5.882352941176470784e-01 3.303616141796713812e+00 2.715380847679066623e+00 4.138573024944557921e-01 4.685954708098914456e-01
2.500000000000000000e+00 5.882352941176470784e-01 3.316596805258974268e+00 2.728361511141327078e+00 4.215493941059447192e-01 4.578161864124983826e-01
2.647058823529411686e+00 5.882352941176470784e-01 3.329612686766176388e+00 2.741377392648529199e+00 4.299300967117682948e-01 4.445767908548305947e-01
2.794117647058823817e+00 5.882352941176470784e-01 3.344702408711950792e+00 2.756467114594303602e+00 4.389750207888297728e-01 4.290158930696232331e-01
2.941176470588235503e+00 5.882352941176470784e-01 3.360559250840290169e+00 2.772323956722642979e+00 4.486294402190103003e-01 4.106932667258663128e-01
3.088235294117647189e+00 5.882352941176470784e-01 3.376991515553367407e+00 2.788756221435720217e+00 4.590182536367802268e-01 3.898154267323860611e-01
3.235294117647058876e+00 5.882352941176470784e-01 3.394327869117032215e+00 2.806092574999385025e+00 4.696889330034693666e-01 3.664893250895360222e-01
3.382352941176470562e+00 5.882352941176470784e-01 3.414497513262780615e+00 2.826262219145133425e+00 4.803062859351219793e-01 3.405359995450423782e-01
3.529411764705882248e+00 5.882352941176470784e-01 3.433917074282275550e+00 2.845681780164628361e+00 4.908508400295029106e-01 3.128292644569133363e-01
3.676470588235294379e+00 5.882352941176470784e-01 3.456163600815082670e+00 2.867928306697435481e+00 5.005616775790657780e-01 2.835490476311652852e-01
3.823529411764706065e+00 5.882352941176470784e-01 3.476978248523601600e+00 2.888742954405954411e+00 5.090655527066313413e-01 2.536094150412534498e-01
3.970588235294117752e+00 5.882352941176470784e-01 3.497593664863892116e+00 2.909358370746244926e+00 5.158849360757502556e-01 2.235975091092436418e-01
4.117647058823529882e+00 5.882352941176470784e-01 3.519793947105426035e+00 2.931558652987778846e+00 5.207100161741916589e-01 1.942910583258551926e-01
4.264705882352941124e+00 5.882352941176470784e-01 3.542423402232175889e+00 2.954188108114528699e+00 5.232811651356292781e-01 1.665642079168095646e-01
4.411764705882353255e+00 5.882352941176470784e-01 3.564710405060621312e+00 2.976475110942974123e+00 5.235912149160159013e-01 1.409145862279194972e-01
4.558823529411764497e+00 5.882352941176470784e-01 3.587233064233172897e+00 2.998997770115525707e+00 5.218258256463023104e-01 1.177650963299813613e-01
4.705882352941176627e+00 5.882352941176470784e-01 3.608317402267718688e+00 3.020082108150071498e+00 5.183113482002144057e-01 9.720591906366171653e-02
4.852941176470588758e+00 5.882352941176470784e-01 3.632581241027375007e+00 3.044345946909727818e+00 5.135266365089942164e-01 7.972741188697246573e-02
5.000000000000000000e+00 5.882352941176470784e-01 3.653547561179786740e+00 3.065312267062139551e+00 5.076352126225631700e-01 6.494836883319714260e-02
0.000000000000000000e+00 7.352941176470588758e-01 3.295895399854547936e+00 2.560601282207489060e+00 1.785388029335798765e-01 3.258916415542363332e-01
1.470588235294117696e-01 7.352941176470588758e-01 3.302908364146769138e+00 2.567614246499710262e+00 2.075814930776612721e-01 3.671547909880680804e-01
2.941176470588235392e-01 7.352941176470588758e-01 3.310683655793525304e+00 2.575389538146466428e+00 2.350801748675970249e-01 4.034686382857223808e-01
4.411764705882352811e-01 7.352941176470588758e-01 3.316268023826395073e+00 2.580973906179336197e+00 2.603629482545608553e-01 4.332701350608690327e-01
5.882352941176470784e-01 7.352941176470588758e-01 3.323783365000951839e+00 2.588489247353892964e+00 2.826235451896653150e-01 4.566472215096057385e-01
7.352941176470588758e-01 7.352941176470588758e-01 3.330199806344615432e+00 2.594905688697556556e+00 3.017568263878983026e-01 4.740885796590381118e-01
8.823529411764705621e-01 7.352941176470588758e-01 3.337342443325888919e+00 2.602048325678830043e+00 3.179758311993249320e-01 4.866474670515001377e-01
1.029411764705882470e+00 7.352941176470588758e-01 3.346869648797025754e+00 2.611575531149966878e+00 3.316318779913324244e-01 4.952490247836818793e-01
1.176470588235294157e+00 7.352941176470588758e-01 3.353024467874233139e+00 2.617730350227174263e+00 3.432998719964582834e-01 5.005245982346466782e-01
1.323529411764705843e+00 7.352941176470588758e-01 3.363007799148782340e+00 2.627713681501723464e+00 3.528998371596395178e-01 5.037315807881185270e-01
1.470588235294117752e+00 7.352941176470588758e-01 3.370687822370909359e+00 2.635393704723850483e+00 3.614080128959217819e-01 5.046247393103487910e-01
1.617647058823529438e+00 7.352941176470588758e-01 3.381603385368186387e+00 2.646309267721127512e+00 3.688634345280760729e-01 5.038280795635649012e-01
1.764705882352941124e+00 7.352941176470588758e-01 3.391720858230439894e+00 2.656426740583381019e+00 3.758923373166008775e-01 5.011658672784421453e-01
1.911764705882353033e+00 7.352941176470588758e-01 3.404427401242918094e+00 2.669133283595859218e+00 3.821794302254705178e-01 4.973407166695391068e-01
2.058823529411764941e+00 7.352941176470588758e-01 3.416344397091894081e+00 2.681050279444835205e+00 3.884788027257176646e-01 4.914380607324345118e-01
2.205882352941176627e+00 7.352941176470588758e-01 3.430318881489382576e+00 2.695024763842323701e+00 3.948615326168377071e-01 4.837279211839486948e-01
2.352941176470588314e+00 7.352941176470588758e-01 3.445228164062529075e+00 2.709934046415470199e+00 4.017280887483203888e-01 4.737711579651333604e-01
2.500000000000000000e+00 7.352941176470588758e-01 3.460674695269123191e+00 2.725380577622064315e+00 4.091141675712108294e-01 4.616942091190772701e-01
