# Y X a0 a1
5.000000000000000000e+00 2.941176470588235392e-01 1.310340118490583017e-01 6.307566807198491388e-01
0.000000000000000000e+00 4.411764705882352811e-01 2.070267347394435242e-01 4.071995729316792989e-01
1.470588235294117696e-01 4.411764705882352811e-01 2.335469062447099176e-01 4.639447896599386278e-01
2.941176470588235392e-01 4.411764705882352811e-01 2.575497692002936545e-01 5.110171069784873454e-01
4.411764705882352811e-01 4.411764705882352811e-01 2.788620009392753785e-01 5.466899755965464180e-01
5.882352941176470784e-01 4.411764705882352811e-01 2.979613371749283424e-01 5.712270673215313899e-01
7.352941176470588758e-01 4.411764705882352811e-01 3.159844915813893595e-01 5.855355968858818594e-01
8.823529411764705621e-01 4.411764705882352811e-01 3.334789346809604038e-01 5.912785047632226343e-01
1.029411764705882470e+00 4.411764705882352811e-01 3.510542317683685298e-01 5.903275112056181051e-01
1.176470588235294157e+00 4.411764705882352811e-01 3.692797644484089870e-01 5.837141756821458971e-01
1.323529411764705843e+00 4.411764705882352811e-01 3.880061171830313516e-01 5.730580933463071958e-01
1.470588235294117752e+00 4.411764705882352811e-01 4.071678608805950339e-01 5.594080273759589605e-01
1.617647058823529438e+00 4.411764705882352811e-01 4.268225736224613431e-01 5.433900581837568522e-01
1.764705882352941124e+00 4.411764705882352811e-01 4.462119497366708876e-01 5.261754441497924484e-01
1.911764705882353033e+00 4.411764705882352811e-01 4.653900499333601948e-01 5.080826879925829376e-01
2.058823529411764941e+00 4.411764705882352811e-01 4.829731053176903877e-01 4.905786629273385935e-01
2.205882352941176627e+00 4.411764705882352811e-01 4.988313281414164524e-01 4.739604970354318603e-01
2.352941176470588314e+00 4.411764705882352811e-01 5.120465134305937083e-01 4.591107152927035862e-01
2.500000000000000000e+00 4.411764705882352811e-01 5.221041631720098053e-01 4.464807658837268156e-01
2.647058823529411686e+00 4.411764705882352811e-01 5.286849346287421092e-01 4.363206825447107917e-01
2.794117647058823817e+00 4.411764705882352811e-01 5.308424343954347702e-01 4.294400607911529888e-01
2.941176470588235503e+00 4.411764705882352811e-01 5.283425677252483466e-01 4.258242737666791400e-01
3.088235294117647189e+00 4.411764705882352811e-01 5.203843372285911206e-01 4.261027271530978267e-01
3.235294117647058876e+00 4.411764705882352811e-01 5.072124988403853285e-01 4.298877828091020592e-01
3.382352941176470562e+00 4.411764705882352811e-01 4.878881180560626918e-01 4.378631387934804331e-01
3.529411764705882248e+00 4.411764705882352811e-01 4.636347665250329930e-01 4.487266536642396386e-01
3.676470588235294379e+00 4.411764705882352811e-01 4.335312523191405809e-01 4.636211302378576704e-01
3.823529411764706065e+00 4.411764705882352811e-01 3.994605864945440787e-01 4.806668209683233606e-01
3.970588235294117752e+00 4.411764705882352811e-01 3.616232911277190709e-01 5.007280123118934556e-01
4.117647058823529882e+00 4.411764705882352811e-01 3.217972410654857951e-01 5.223374233331090633e-01
4.264705882352941124e+00 4.411764705882352811e-01 2.815840346236213598e-01 5.450054324547289886e-01
4.411764705882353255e+00 4.411764705882352811e-01 2.424495718137166245e-01 5.684575737975114951e-01
4.558823529411764497e+00 4.411764705882352811e-01 2.059005700178184739e-01 5.918006489785332391e-01
4.705882352941176627e+00 4.411764705882352811e-01 1.725520358288859246e-01 6.153177213494834819e-01
4.852941176470588758e+00 4.411764705882352811e-01 1.433861572314563404e-01 6.383346406899366166e-01
5.000000000000000000e+00 4.411764705882352811e-01 1.184048846093242041e-01 6.605276296303337347e-01
0.000000000000000000e+00 5.882352941176470784e-01 2.155585790736453400e-01 4.022718068578730044e-01
1.470588235294117696e-01 5.882352941176470784e-01 2.434561631821319239e-01 4.551203949608537691e-01
2.941176470588235392e-01 5.882352941176470784e-01 2.689468070927709120e-01 4.988687418791546979e-01
4.411764705882352811e-01 5.882352941176470784e-01 2.918223139513759778e-01 5.318965118832508221e-01
5.882352941176470784e-01 5.882352941176470784e-01 3.126749630109085798e-01 5.540984160776614154e-01
7.352941176470588758e-01 5.882352941176470784e-01 3.321815896336784979e-01 5.668032365682693641e-01
8.823529411764705621e-01 5.882352941176470784e-01 3.508287231903958192e-01 5.716229312656522232e-01
1.029411764705882470e+00 5.882352941176470784e-01 3.691930840575828321e-01 5.701182245468771059e-01
1.176470588235294157e+00 5.882352941176470784e-01 3.878233855184655687e-01 5.634467226586531430e-01
1.323529411764705843e+00 5.882352941176470784e-01 4.063193871942962776e-01 5.533065341912145607e-01
1.470588235294117752e+00 5.882352941176470784e-01 4.253130044215115979e-01 5.400667925305736583e-01
1.617647058823529438e+00 5.882352941176470784e-01 4.438575505583568503e-01 5.253257089016382109e-01
1.764705882352941124e+00 5.882352941176470784e-01 4.619850494035762645e-01 5.095439313986573904e-01
1.911764705882353033e+00 5.882352941176470784e-01 4.790678663839028073e-01 4.935880552502118213e-01
2.058823529411764941e+00 5.882352941176470784e-01 4.944988810976017612e-01 4.783224523335915523e-01
2.205882352941176627e+00 5.882352941176470784e-01 5.076940984624169761e-01 4.643565599736086402e-01
2.352941176470588314e+00 5.882352941176470784e-01 5.179714592056167133e-01 4.524009920008565944e-01
2.500000000000000000e+00 5.882352941176470784e-01 5.251039193164493968e-01 4.426482867395258869e-01
2.647058823529411686e+00 5.882352941176470784e-01 5.284693535025131172e-01 4.356430732371213699e-01
2.794117647058823817e+00 5.882352941176470784e-01 5.272535492395156176e-01 4.319629101122657300e-01
2.941176470588235503e+00 5.882352941176470784e-01 5.210512886288831691e-01 4.319880927023007633e-01
3.088235294117647189e+00 5.882352941176470784e-01 5.097987743445814290e-01 4.354655917504496321e-01
3.235294117647058876e+00 5.882352941176470784e-01 4.927693601247030153e-01 4.430905628917788386e-01
3.382352941176470562e+00 5.882352941176470784e-01 4.707472227583995861e-01 4.538265687612190180e-01
3.529411764705882248e+00 5.882352941176470784e-01 4.430736206076176242e-01 4.684650027977292353e-01
3.676470588235294379e+00 5.882352941176470784e-01 4.108420035382155389e-01 4.860925522306374646e-01
3.823529411764706065e+00 5.882352941176470784e-01 3.747312935221723817e-01 5.064113728497767752e-01
3.970588235294117752e+00 5.882352941176470784e-01 3.358925095596006494e-01 5.288090416863785448e-01
4.117647058823529882e+00 5.882352941176470784e-01 2.959877005639705572e-01 5.526282356108853655e-01
4.264705882352941124e+00 5.882352941176470784e-01 2.564530648119036083e-01 5.771031635002601412e-01
4.411764705882353255e+00 5.882352941176470784e-01 2.187564805680373425e-01 6.019552773205214535e-01
4.558823529411764497e+00 5.882352941176470784e-01 1.839294831020551746e-01 6.266957494022225017e-01
4.705882352941176627e+00 5.882352941176470784e-01 1.529820407915699343e-01 6.506298570835922224e-01
4.852941176470588758e+00 5.882352941176470784e-01 1.262528750542495082e-01 6.738252475846611134e-01
5.000000000000000000e+00 5.882352941176470784e-01 1.036028886539638316e-01 6.962839772683920847e-01
0.000000000000000000e+00 7.352941176470588758e-01 2.203366352392871486e-01 3.995932859914815283e-01
1.470588235294117696e-01 7.352941176470588758e-01 2.487966172317928326e-01 4.494622080970559486e-01
2.941176470588235392e-01 7.352941176470588758e-01 2.750902922904495118e-01 4.903232335644304163e-01
4.411764705882352811e-01 7.352941176470588758e-01 2.989028735642955126e-01 5.211644974876201708e-01
5.882352941176470784e-01 7.352941176470588758e-01 3.206038639210866403e-01 5.421291748737372407e-01
7.352941176470588758e-01 7.352941176470588758e-01 3.406444357132942247e-01 5.542769124468421849e-01
8.823529411764705621e-01 7.352941176470588758e-01 3.598503436009194423e-01 5.588015990597725580e-01
1.029411764705882470e+00 7.352941176470588758e-01 3.784542855502062708e-01 5.575381162845821637e-01
1.176470588235294157e+00 7.352941176470588758e-01 3.966388503734514792e-01 5.517442196053352621e-01
1.323529411764705843e+00 7.352941176470588758e-01 4.144210265997195775e-01 5.427629200823320677e-01
1.470588235294117752e+00 7.352941176470588758e-01 4.322301834515236973e-01 5.310396931524197228e-01
1.617647058823529438e+00 7.352941176470588758e-01 4.491574499487746563e-01 5.181829334621363969e-01
1.764705882352941124e+00 7.352941176470588758e-01 4.652072712211248740e-01 5.046937779612757913e-01
1.911764705882353033e+00 7.352941176470588758e-01 4.797789561903294531e-01 4.913905253225907543e-01
2.058823529411764941e+00 7.352941176470588758e-01 4.925855512293909610e-01 4.788160052586352688e-01
2.205882352941176627e+00 7.352941176470588758e-01 5.027912164065388989e-01 4.678832530303619341e-01
2.352941176470588314e+00 7.352941176470588758e-01 5.100141884336645282e-01 4.589945571613586184e-01
2.500000000000000000e+00 7.352941176470588758e-01 5.138617914031577971e-01 4.524677362906713851e-01
2.647058823529411686e+00 7.352941176470588758e-01 5.134703878209507799e-01 4.491358929517295095e-01
2.794117647058823817e+00 7.352941176470588758e-01 5.087533008874701723e-01 4.489061416111681524e-01
2.941176470588235503e+00 7.352941176470588758e-01 4.991990052748812579e-01 4.522175608511314615e-01
3.088235294117647189e+00 7.352941176470588758e-01 4.843445735025574961e-01 4.593057796952962901e-01
3.235294117647058876e+00 7.352941176470588758e-01 4.644039147393133615e-01 4.699575364317128412e-01
3.382352941176470562e+00 7.352941176470588758e-01 4.394193208817852581e-01 4.840061864058946006e-01
3.529411764705882248e+00 7.352941176470588758e-01 4.096624517624094519e-01 5.014278398403592130e-01
3.676470588235294379e+00 7.352941176470588758e-01 3.755124355927226820e-01 5.219930668883818736e-01
3.823529411764706065e+00 7.352941176470588758e-01 3.387180069409183036e-01 5.445256079293941953e-01
3.970588235294117752e+00 7.352941176470588758e-01 3.002333187496525335e-01 5.685726829848984920e-01
4.117647058823529882e+00 7.352941176470588758e-01 2.616190321556823850e-01 5.936794694101987790e-01
4.264705882352941124e+00 7.352941176470588758e-01 2.243613525251201279e-01 6.189901457733758550e-01
4.411764705882353255e+00 7.352941176470588758e-01 1.894476457365980027e-01 6.441211927442210827e-01
4.558823529411764497e+00 7.352941176470588758e-01 1.579188419760177431e-01 6.687084605475427379e-01
4.705882352941176627e+00 7.352941176470588758e-01 1.303976625481495233e-01 6.920906983927859191e-01
4.852941176470588758e+00 7.352941176470588758e-01 1.069221133339519070e-01 7.143890292247709883e-01
5.000000000000000000e+00 7.352941176470588758e-01 8.739466188914994660e-02 7.353893951079283342e-01
0.000000000000000000e+00 8.823529411764705621e-01 2.208510585404674931e-01 3.998895750174109587e-01
1.470588235294117696e-01 8.823529411764705621e-01 2.490207089347812042e-01 4.471822642049946839e-01
2.941176470588235392e-01 8.823529411764705621e-01 2.752648098381428876e-01 4.861619715992971380e-01
4.411764705882352811e-01 8.823529411764705621e-01 2.991413707276119882e-01 5.156082919904593220e-01
5.882352941176470784e-01 8.823529411764705621e-01 3.207325924242306892e-01 5.361737550044037848e-01
7.352941176470588758e-01 8.823529411764705621e-01 3.409070549995331656e-01 5.482700575697923018e-01
8.823529411764705621e-01 8.823529411764705621e-01 3.592587425698628989e-01 5.540653192438508290e-01
1.029411764705882470e+00 8.823529411764705621e-01 3.772350225164610715e-01 5.539440110768789616e-01
1.176470588235294157e+00 8.823529411764705621e-01 3.945326596927768437e-01 5.495937449172094702e-01
1.323529411764705843e+00 8.823529411764705621e-01 4.112372867600131987e-01 5.421647470421667725e-01
1.470588235294117752e+00 8.823529411764705621e-01 4.266973811837710961e-01 5.332667492262311848e-01
1.617647058823529438e+00 8.823529411764705621e-01 4.416788702291904456e-01 5.227517835085871978e-01
1.764705882352941124e+00 8.823529411764705621e-01 4.551700244707244658e-01 5.120723183474407136e-01
1.911764705882353033e+00 8.823529411764705621e-01 4.669784301475405908e-01 5.017855226003054003e-01
2.058823529411764941e+00 8.823529411764705621e-01 4.764676852757362968e-01 4.926819244151654509e-01
2.205882352941176627e+00 8.823529411764705621e-01 4.835011285771028122e-01 4.849946072588586232e-01
2.352941176470588314e+00 8.823529411764705621e-01 4.872515375640630308e-01 4.795840113205718791e-01
2.500000000000000000e+00 8.823529411764705621e-01 4.874378963703217549e-01 4.767474007559135418e-01
2.647058823529411686e+00 8.823529411764705621e-01 4.834837712161915158e-01 4.769447169647236806e-01
2.794117647058823817e+00 8.823529411764705621e-01 4.751529112270560518e-01 4.803659399646687533e-01
2.941176470588235503e+00 8.823529411764705621e-01 4.621078682819053651e-01 4.871973411677143484e-01
3.088235294117647189e+00 8.823529411764705621e-01 4.443407663583244238e-01 4.973808130642302094e-01
3.235294117647058876e+00 8.823529411764705621e-01 4.216237663482281239e-01 5.111525409244048745e-01
3.382352941176470562e+00 8.823529411764705621e-01 3.943348678002388530e-01 5.281910140686157940e-01
3.529411764705882248e+00 8.823529411764705621e-01 3.632045470007351784e-01 5.479996762126777554e-01
3.676470588235294379e+00 8.823529411764705621e-01 3.289591906803558397e-01 5.702311721851577309e-01
3.823529411764706065e+00 8.823529411764705621e-01 2.931724273339574305e-01 5.937823764674158289e-01
3.970588235294117752e+00 8.823529411764705621e-01 2.565845807783358468e-01 6.184461860816267142e-01
4.117647058823529882e+00 8.823529411764705621e-01 2.208364977037715060e-01 6.435036292717625228e-01
4.264705882352941124e+00 8.823529411764705621e-01 1.873191782343285594e-01 6.681125549756985471e-01
4.411764705882353255e+00 8.823529411764705621e-01 1.567935841828583532e-01 6.918952646703293574e-01
4.558823529411764497e+00 8.823529411764705621e-01 1.296784109607032331e-01 7.147917313269583905e-01
4.705882352941176627e+00 8.823529411764705621e-01 1.064400085935887086e-01 7.362898732808659252e-01
4.852941176470588758e+00 8.823529411764705621e-01 8.685322151433283455e-02 7.563878774801192639e-01
5.000000000000000000e+00 8.823529411764705621e-01 7.080201733541123532e-02 7.748275015769245933e-01
0.000000000000000000e+00 1.029411764705882470e+00 2.169579280967292856e-01 4.033017282678814652e-01
1.470588235294117696e-01 1.029411764705882470e+00 2.441903626792658877e-01 4.488414172370332467e-01
2.941176470588235392e-01 1.029411764705882470e+00 2.690476440788645007e-01 4.868240635349660450e-01
4.411764705882352811e-01 1.029411764705882470e+00 2.918936280410987516e-01 5.159506303354531864e-01
5.882352941176470784e-01 1.029411764705882470e+00 3.127103673843587006e-01 5.366561553723572242e-01
7.352941176470588758e-01 1.029411764705882470e+00 3.315646621307454245e-01 5.499794185670597857e-01
8.823529411764705621e-01 1.029411764705882470e+00 3.492649172493524357e-01 5.568410206434530885e-01
1.029411764705882470e+00 1.029411764705882470e+00 3.652377958841748207e-01 5.592853267941187978e-01
1.176470588235294157e+00 1.029411764705882470e+00 3.806376244575692125e-01 5.575037000545730592e-01
1.323529411764705843e+00 1.029411764705882470e+00 3.949741285856410156e-01 5.531198338043179508e-01
1.470588235294117752e+00 1.029411764705882470e+00 4.085795340710062229e-01 5.466068285320162534e-01
1.617647058823529438e+00 1.029411764705882470e+00 4.205467205665374686e-01 5.395842557551326912e-01
1.764705882352941124e+00 1.029411764705882470e+00 4.309209048763115169e-01 5.324309755114987608e-01
1.911764705882353033e+00 1.029411764705882470e+00 4.393681232663760317e-01 5.257656180465946072e-01
2.058823529411764941e+00 1.029411764705882470e+00 4.456342688937255936e-01 5.200896204571905379e-01
2.205882352941176627e+00 1.029411764705882470e+00 4.489598063001028483e-01 5.162935430446610185e-01
2.352941176470588314e+00 1.029411764705882470e+00 4.492051794800276387e-01 5.144952087580554334e-01
2.500000000000000000e+00 1.029411764705882470e+00 4.456916314248073330e-01 5.154242713864897185e-01
2.647058823529411686e+00 1.029411764705882470e+00 4.380141091935069730e-01 5.194485580003308511e-01
2.794117647058823817e+00 1.029411764705882470e+00 4.266557100802431668e-01 5.260555416996495204e-01
2.941176470588235503e+00 1.029411764705882470e+00 4.104067574639501115e-01 5.363183793147903167e-01
3.088235294117647189e+00 1.029411764705882470e+00 3.898579942918858343e-01 5.497081369128852257e-01
3.235294117647058876e+00 1.029411764705882470e+00 3.653516495167090650e-01 5.659383565955727891e-01
3.382352941176470562e+00 1.029411764705882470e+00 3.373698045885546448e-01 5.846290089374736043e-01
3.529411764705882248e+00 1.029411764705882470e+00 3.065644478182509847e-01 6.055874447382653125e-01
3.676470588235294379e+00 1.029411764705882470e+00 2.739425400560009938e-01 6.278869544186331808e-01
3.823529411764706065e+00 1.029411764705882470e+00 2.406322612021914442e-01 6.513619912839554438e-01
3.970588235294117752e+00 1.029411764705882470e+00 2.080083135309506448e-01 6.747291007444499167e-01
4.117647058823529882e+00 1.029411764705882470e+00 1.770325191927848152e-01 6.976971269442739931e-01
4.264705882352941124e+00 1.029411764705882470e+00 1.485329548374141329e-01 7.201366826551729439e-01
4.411764705882353255e+00 1.029411764705882470e+00 1.233352676744337434e-01 7.410847480966603618e-01
4.558823529411764497e+00 1.029411764705882470e+00 1.012967034996720000e-01 7.608852659796289108e-01
4.705882352941176627e+00 1.029411764705882470e+00 8.276210626396870995e-02 7.791847858134763882e-01
4.852941176470588758e+00 1.029411764705882470e+00 6.749246546504349131e-02 7.956004650113505106e-01
5.000000000000000000e+00 1.029411764705882470e+00 5.497956324324716065e-02 8.105452582603130951e-01
0.000000000000000000e+00 1.176470588235294157e+00 2.086646016774633683e-01 4.102362257210611651e-01
1.470588235294117696e-01 1.176470588235294157e+00 2.336411769877781708e-01 4.549913824650339556e-01
2.941176470588235392e-01 1.176470588235294157e+00 2.565493319780356440e-01 4.924145876321879278e-01
4.411764705882352811e-01 1.176470588235294157e+00 2.774765940506210282e-01 5.217166698756788845e-01
5.882352941176470784e-01 1.176470588235294157e+00 2.962521653729954241e-01 5.437625089356404873e-01
7.352941176470588758e-01 1.176470588235294157e+00 3.131787364808746310e-01 5.589451765069887168e-01
8.823529411764705621e-01 1.176470588235294157e+00 3.286782854878045890e-01 5.683387215710491436e-01
1.029411764705882470e+00 1.176470588235294157e+00 3.426280352214057801e-01 5.733277588002660963e-01
1.176470588235294157e+00 1.176470588235294157e+00 3.555110143303747972e-01 5.747448732353328538e-01
1.323529411764705843e+00 1.176470588235294157e+00 3.673771398670244159e-01 5.735116559012809478e-01
1.470588235294117752e+00 1.176470588235294157e+00 3.776490583713802973e-01 5.709927520317190641e-01
