# Y X var std 2std a0 a1
2.647058823529411686e+00 2.941176470588235392e-01 8.769281651929240473e-01 9.364444271781022788e-01 1.872888854356204558e+00 5.158559209505970689e-01 4.496472277064252343e-01
2.794117647058823817e+00 2.941176470588235392e-01 8.612852754676643130e-01 9.280545649193608915e-01 1.856109129838721783e+00 5.211871274994607228e-01 4.396639280361753777e-01
2.941176470588235503e+00 2.941176470588235392e-01 8.465196428118839655e-01 9.200650209696508153e-01 1.840130041939301631e+00 5.218414439339824629e-01 4.330401499270850052e-01
3.088235294117647189e+00 2.941176470588235392e-01 8.332157587476168858e-01 9.128065286508509901e-01 1.825613057301701980e+00 5.176181223648620433e-01 4.297299340331234840e-01
3.235294117647058876e+00 2.941176470588235392e-01 8.205063949416609992e-01 9.058180804894881977e-01 1.811636160978976395e+00 5.076627772940233152e-01 4.303275291370326494e-01
3.382352941176470562e+00 2.941176470588235392e-01 8.093271020750167910e-01 8.996260901480218619e-01 1.799252180296043724e+00 4.922459856429508562e-01 4.344945702437001955e-01
3.529411764705882248e+00 2.941176470588235392e-01 7.987086735392143755e-01 8.937050260232479726e-01 1.787410052046495945e+00 4.711430308434411685e-01 4.421309308828379470e-01
3.676470588235294379e+00 2.941176470588235392e-01 7.891674652644105059e-01 8.883509808991097989e-01 1.776701961798219598e+00 4.441890703316404565e-01 4.535795631375685311e-01
3.823529411764706065e+00 2.941176470588235392e-01 7.809596863534028488e-01 8.837192350251310557e-01 1.767438470050262111e+00 4.124884192489816637e-01 4.677674532323801704e-01
3.970588235294117752e+00 2.941176470588235392e-01 7.737559574764015791e-01 8.796339906326957614e-01 1.759267981265391523e+00 3.768866434237942986e-01 4.844923517599545870e-01
4.117647058823529882e+00 2.941176470588235392e-01 7.678911331838901289e-01 8.762939764621745509e-01 1.752587952924349102e+00 3.384809389369232147e-01 5.032429548325693114e-01
4.264705882352941124e+00 2.941176470588235392e-01 7.632007031757189752e-01 8.736135891661249708e-01 1.747227178332249942e+00 2.989238013997871923e-01 5.233435097499661293e-01
4.411764705882353255e+00 2.941176470588235392e-01 7.596243500602796184e-01 8.715643120620988338e-01 1.743128624124197668e+00 2.599123756177762479e-01 5.442777928416555611e-01
4.558823529411764497e+00 2.941176470588235392e-01 7.580745276656649656e-01 8.706747542370026904e-01 1.741349508474005381e+00 2.226526016835627397e-01 5.658234853853567614e-01
4.705882352941176627e+00 2.941176470588235392e-01 7.576805758166041960e-01 8.704484911909515787e-01 1.740896982381903157e+00 1.883296383630948811e-01 5.874901897887037094e-01
4.852941176470588758e+00 2.941176470588235392e-01 7.592656996864564078e-01 8.713585368184880720e-01 1.742717073636976144e+00 1.576328648364357932e-01 6.091443276578635269e-01
5.000000000000000000e+00 2.941176470588235392e-01 7.620279212864434770e-01 8.729421064918586604e-01 1.745884212983717321e+00 1.310340118490583017e-01 6.307566807198491388e-01
0.000000000000000000e+00 4.411764705882352811e-01 1.337780433112280010e+00 1.156624586074617378e+00 2.313249172149234756e+00 2.070267347394435242e-01 4.071995729316792989e-01
1.470588235294117696e-01 4.411764705882352811e-01 1.303697282606585350e+00 1.141795639598691681e+00 2.283591279197383361e+00 2.335469062447099176e-01 4.639447896599386278e-01
2.941176470588235392e-01 4.411764705882352811e-01 1.270744356182386348e+00 1.127272973233363063e+00 2.254545946466726125e+00 2.575497692002936545e-01 5.110171069784873454e-01
4.411764705882352811e-01 4.411764705882352811e-01 1.238785909292563492e+00 1.113007596242075792e+00 2.226015192484151584e+00 2.788620009392753785e-01 5.466899755965464180e-01
5.882352941176470784e-01 4.411764705882352811e-01 1.207620805529445951e+00 1.098918015836234163e+00 2.197836031672468327e+00 2.979613371749283424e-01 5.712270673215313899e-01
7.352941176470588758e-01 4.411764705882352811e-01 1.177240202870769137e+00 1.085007005908611211e+00 2.170014011817222421e+00 3.159844915813893595e-01 5.855355968858818594e-01
8.823529411764705621e-01 4.411764705882352811e-01 1.147898954078361511e+00 1.071400463915505918e+00 2.142800927831011837e+00 3.334789346809604038e-01 5.912785047632226343e-01
1.029411764705882470e+00 4.411764705882352811e-01 1.119128647288630152e+00 1.057888768864019058e+00 2.115777537728038116e+00 3.510542317683685298e-01 5.903275112056181051e-01
1.176470588235294157e+00 4.411764705882352811e-01 1.091893554119329979e+00 1.044937105341431582e+00 2.089874210682863165e+00 3.692797644484089870e-01 5.837141756821458971e-01
1.323529411764705843e+00 4.411764705882352811e-01 1.065919241392582428e+00 1.032433649874209713e+00 2.064867299748419427e+00 3.880061171830313516e-01 5.730580933463071958e-01
1.470588235294117752e+00 4.411764705882352811e-01 1.040960048019251127e+00 1.020274496407340026e+00 2.040548992814680052e+00 4.071678608805950339e-01 5.594080273759589605e-01
1.617647058823529438e+00 4.411764705882352811e-01 1.017270631853733676e+00 1.008598350114520814e+00 2.017196700229041628e+00 4.268225736224613431e-01 5.433900581837568522e-01
1.764705882352941124e+00 4.411764705882352811e-01 9.952068667711433392e-01 9.976005547167380305e-01 1.995201109433476061e+00 4.462119497366708876e-01 5.261754441497924484e-01
1.911764705882353033e+00 4.411764705882352811e-01 9.742796932757720185e-01 9.870560740281030254e-01 1.974112148056206051e+00 4.653900499333601948e-01 5.080826879925829376e-01
2.058823529411764941e+00 4.411764705882352811e-01 9.544624358818949439e-01 9.769659338389926617e-01 1.953931867677985323e+00 4.829731053176903877e-01 4.905786629273385935e-01
2.205882352941176627e+00 4.411764705882352811e-01 9.360028197174299347e-01 9.674723870568244788e-01 1.934944774113648958e+00 4.988313281414164524e-01 4.739604970354318603e-01
2.352941176470588314e+00 4.411764705882352811e-01 9.185257418789680717e-01 9.583974863692872326e-01 1.916794972738574465e+00 5.120465134305937083e-01 4.591107152927035862e-01
2.500000000000000000e+00 4.411764705882352811e-01 9.025313264907732780e-01 9.500164874836506401e-01 1.900032974967301280e+00 5.221041631720098053e-01 4.464807658837268156e-01
2.647058823529411686e+00 4.411764705882352811e-01 8.871310902001122711e-01 9.418763667276678353e-01 1.883752733455335671e+00 5.286849346287421092e-01 4.363206825447107917e-01
2.794117647058823817e+00 4.411764705882352811e-01 8.724653567290445721e-01 9.340585403116040686e-01 1.868117080623208137e+00 5.308424343954347702e-01 4.294400607911529888e-01
2.941176470588235503e+00 4.411764705882352811e-01 8.592617568663731831e-01 9.269637300705854122e-01 1.853927460141170824e+00 5.283425677252483466e-01 4.258242737666791400e-01
3.088235294117647189e+00 4.411764705882352811e-01 8.466266060488618628e-01 9.201231472193609484e-01 1.840246294438721897e+00 5.203843372285911206e-01 4.261027271530978267e-01
3.235294117647058876e+00 4.411764705882352811e-01 8.347601821554549995e-01 9.136521122152867491e-01 1.827304224430573498e+00 5.072124988403853285e-01 4.298877828091020592e-01
3.382352941176470562e+00 4.411764705882352811e-01 8.236992445129390772e-01 9.075787814360465333e-01 1.815157562872093067e+00 4.878881180560626918e-01 4.378631387934804331e-01
3.529411764705882248e+00 4.411764705882352811e-01 8.137560441039850545e-01 9.020842777168799342e-01 1.804168555433759868e+00 4.636347665250329930e-01 4.487266536642396386e-01
3.676470588235294379e+00 4.411764705882352811e-01 8.043327399549895507e-01 8.968459956731643645e-01 1.793691991346328729e+00 4.335312523191405809e-01 4.636211302378576704e-01
3.823529411764706065e+00 4.411764705882352811e-01 7.958776556970585947e-01 8.921197541233232275e-01 1.784239508246646455e+00 3.994605864945440787e-01 4.806668209683233606e-01
3.970588235294117752e+00 4.411764705882352811e-01 7.885352370879098460e-01 8.879950659141693237e-01 1.775990131828338647e+00 3.616232911277190709e-01 5.007280123118934556e-01
4.117647058823529882e+00 4.411764705882352811e-01 7.824202157504822619e-01 8.845452027739918455e-01 1.769090405547983691e+00 3.217972410654857951e-01 5.223374233331090633e-01
4.264705882352941124e+00 4.411764705882352811e-01 7.769453348094812473e-01 8.814450265385137540e-01 1.762890053077027508e+00 2.815840346236213598e-01 5.450054324547289886e-01
4.411764705882353255e+00 4.411764705882352811e-01 7.732848535253887823e-01 8.793661657838495183e-01 1.758732331567699037e+00 2.424495718137166245e-01 5.684575737975114951e-01
4.558823529411764497e+00 4.411764705882352811e-01 7.709501336195944132e-01 8.780376607068710593e-01 1.756075321413742119e+00 2.059005700178184739e-01 5.918006489785332391e-01
4.705882352941176627e+00 4.411764705882352811e-01 7.696060750102151626e-01 8.772719504294065329e-01 1.754543900858813066e+00 1.725520358288859246e-01 6.153177213494834819e-01
4.852941176470588758e+00 4.411764705882352811e-01 7.697583877291083176e-01 8.773587565694596080e-01 1.754717513138919216e+00 1.433861572314563404e-01 6.383346406899366166e-01
5.000000000000000000e+00 4.411764705882352811e-01 7.718115006170851444e-01 8.785280306382290405e-01 1.757056061276458081e+00 1.184048846093242041e-01 6.605276296303337347e-01
0.000000000000000000e+00 5.882352941176470784e-01 1.281723990671347568e+00 1.132132496959321166e+00 2.264264993918642332e+00 2.155585790736453400e-01 4.022718068578730044e-01
1.470588235294117696e-01 5.882352941176470784e-01 1.253692784619839351e+00 1.119684234335662776e+00 2.239368468671325552e+00 2.434561631821319239e-01 4.551203949608537691e-01
2.941176470588235392e-01 5.882352941176470784e-01 1.225746873439326645e+00 1.107134532674022731e+00 2.214269065348045462e+00 2.689468070927709120e-01 4.988687418791546979e-01
4.411764705882352811e-01 5.882352941176470784e-01 1.198625400298914290e+00 1.094817519177928800e+00 2.189635038355857599e+00 2.918223139513759778e-01 5.318965118832508221e-01
5.882352941176470784e-01 5.882352941176470784e-01 1.171892017440104850e+00 1.082539614720913868e+00 2.165079229441827735e+00 3.126749630109085798e-01 5.540984160776614154e-01
7.352941176470588758e-01 5.882352941176470784e-01 1.146075821755250468e+00 1.070549308418463408e+00 2.141098616836926816e+00 3.321815896336784979e-01 5.668032365682693641e-01
8.823529411764705621e-01 5.882352941176470784e-01 1.121455460464928056e+00 1.058987941605062932e+00 2.117975883210125865e+00 3.508287231903958192e-01 5.716229312656522232e-01
1.029411764705882470e+00 5.882352941176470784e-01 1.097480085665109906e+00 1.047606837351260367e+00 2.095213674702520734e+00 3.691930840575828321e-01 5.701182245468771059e-01
1.176470588235294157e+00 5.882352941176470784e-01 1.074532736038478875e+00 1.036596708483332518e+00 2.073193416966665037e+00 3.878233855184655687e-01 5.634467226586531430e-01
1.323529411764705843e+00 5.882352941176470784e-01 1.052495765098297342e+00 1.025912162467283339e+00 2.051824324934566679e+00 4.063193871942962776e-01 5.533065341912145607e-01
1.470588235294117752e+00 5.882352941176470784e-01 1.031534782675481710e+00 1.015645008196998766e+00 2.031290016393997533e+00 4.253130044215115979e-01 5.400667925305736583e-01
1.617647058823529438e+00 5.882352941176470784e-01 1.011693271054748822e+00 1.005829643157701403e+00 2.011659286315402806e+00 4.438575505583568503e-01 5.253257089016382109e-01
1.764705882352941124e+00 5.882352941176470784e-01 9.931438561829204481e-01 9.965660320234281944e-01 1.993132064046856389e+00 4.619850494035762645e-01 5.095439313986573904e-01
1.911764705882353033e+00 5.882352941176470784e-01 9.755329599019657572e-01 9.876907207734442196e-01 1.975381441546888439e+00 4.790678663839028073e-01 4.935880552502118213e-01
2.058823529411764941e+00 5.882352941176470784e-01 9.590395449687774132e-01 9.793056443055851989e-01 1.958611288611170398e+00 4.944988810976017612e-01 4.783224523335915523e-01
2.205882352941176627e+00 5.882352941176470784e-01 9.433562221577875828e-01 9.712652686870809626e-01 1.942530537374161925e+00 5.076940984624169761e-01 4.643565599736086402e-01
2.352941176470588314e+00 5.882352941176470784e-01 9.291472308363265542e-01 9.639228344822663441e-01 1.927845668964532688e+00 5.179714592056167133e-01 4.524009920008565944e-01
2.500000000000000000e+00 5.882352941176470784e-01 9.153808556787110806e-01 9.567553792264306134e-01 1.913510758452861227e+00 5.251039193164493968e-01 4.426482867395258869e-01
2.647058823529411686e+00 5.882352941176470784e-01 9.023762125945149482e-01 9.499348464997560137e-01 1.899869692999512027e+00 5.284693535025131172e-01 4.356430732371213699e-01
2.794117647058823817e+00 5.882352941176470784e-01 8.898514701868107668e-01 9.433193892774656142e-01 1.886638778554931228e+00 5.272535492395156176e-01 4.319629101122657300e-01
2.941176470588235503e+00 5.882352941176470784e-01 8.781199035198936631e-01 9.370805213640360787e-01 1.874161042728072157e+00 5.210512886288831691e-01 4.319880927023007633e-01
3.088235294117647189e+00 5.882352941176470784e-01 8.671601120775052074e-01 9.312143212373321655e-01 1.862428642474664331e+00 5.097987743445814290e-01 4.354655917504496321e-01
3.235294117647058876e+00 5.882352941176470784e-01 8.566097394683970245e-01 9.255321385389040367e-01 1.851064277077808073e+00 4.927693601247030153e-01 4.430905628917788386e-01
3.382352941176470562e+00 5.882352941176470784e-01 8.468785554044638841e-01 9.202600477063338502e-01 1.840520095412667700e+00 4.707472227583995861e-01 4.538265687612190180e-01
3.529411764705882248e+00 5.882352941176470784e-01 8.373213774654123531e-01 9.150526637660875151e-01 1.830105327532175030e+00 4.430736206076176242e-01 4.684650027977292353e-01
3.676470588235294379e+00 5.882352941176470784e-01 8.288385281992105558e-01 9.104056942919516171e-01 1.820811388583903234e+00 4.108420035382155389e-01 4.860925522306374646e-01
