# Y X speed speed_diff a0 a1
1.323529411764705843e+00 1.470588235294117696e-01 2.822475563499961204e+00 2.675416739970549518e+00 3.269921771422263923e-01 6.347562142002365349e-01
1.470588235294117752e+00 1.470588235294117696e-01 2.794941887538470393e+00 2.647883064009058707e+00 3.451362508249330996e-01 6.219167777937936181e-01
1.617647058823529438e+00 1.470588235294117696e-01 2.769729657935673828e+00 2.622670834406262141e+00 3.643124057461299414e-01 6.062237749209464788e-01
1.764705882352941124e+00 1.470588235294117696e-01 2.744960703114041944e+00 2.597901879584630258e+00 3.845155685312717231e-01 5.881207819996504549e-01
1.911764705882353033e+00 1.470588235294117696e-01 2.720905761534590184e+00 2.573846938005178497e+00 4.051071755419889397e-01 5.685517120473809749e-01
2.058823529411764941e+00 1.470588235294117696e-01 2.702687985215441291e+00 2.555629161686029605e+00 4.253620057588521908e-01 5.483825956249706035e-01
2.205882352941176627e+00 1.470588235294117696e-01 2.685752121971252127e+00 2.538693298441840440e+00 4.449855285310591047e-01 5.280353276118423533e-01
2.352941176470588314e+00 1.470588235294117696e-01 2.673934526240283827e+00 2.526875702710872140e+00 4.629507526916988303e-01 5.085005694948498967e-01
2.500000000000000000e+00 1.470588235294117696e-01 2.665627504310512652e+00 2.518568680781100966e+00 4.783691202387324037e-01 4.906515519563053318e-01
2.647058823529411686e+00 1.470588235294117696e-01 2.662928514551018644e+00 2.515869691021606958e+00 4.906376794180533629e-01 4.749811225194357500e-01
2.794117647058823817e+00 1.470588235294117696e-01 2.664053650482656632e+00 2.516994826953244946e+00 4.991430153139729820e-01 4.619701088866799976e-01
2.941176470588235503e+00 1.470588235294117696e-01 2.672767595672843388e+00 2.525708772143431702e+00 5.029204891600832505e-01 4.523361304980353936e-01
3.088235294117647189e+00 1.470588235294117696e-01 2.685882034182223155e+00 2.538823210652811468e+00 5.021165628497001876e-01 4.458053514179385890e-01
3.235294117647058876e+00 1.470588235294117696e-01 2.705433718086480255e+00 2.558374894557068568e+00 4.958558290250404954e-01 4.428325553348105847e-01
3.382352941176470562e+00 1.470588235294117696e-01 2.730284149097410573e+00 2.583225325567998887e+00 4.841473739183100311e-01 4.434338766751805272e-01
3.529411764705882248e+00 1.470588235294117696e-01 2.761451474860522559e+00 2.614392651331110873e+00 4.662832165636308646e-01 4.478685186960632003e-01
3.676470588235294379e+00 1.470588235294117696e-01 2.798045723962313325e+00 2.650986900432901638e+00 4.429346849909516770e-01 4.556532361216213411e-01
3.823529411764706065e+00 1.470588235294117696e-01 2.840938587807842808e+00 2.693879764278431121e+00 4.147795146115931808e-01 4.661673892031288347e-01
3.970588235294117752e+00 1.470588235294117696e-01 2.888923709231496328e+00 2.741864885702084642e+00 3.816991410644651750e-01 4.797380814319990305e-01
4.117647058823529882e+00 1.470588235294117696e-01 2.940594525738428722e+00 2.793535702209017035e+00 3.458004821821282770e-01 4.951551350484901248e-01
4.264705882352941124e+00 1.470588235294117696e-01 2.998203173343894523e+00 2.851144349814482837e+00 3.081486198661173015e-01 5.121660006067644266e-01
4.411764705882353255e+00 1.470588235294117696e-01 3.058076763940639431e+00 2.911017940411227745e+00 2.701087481078537356e-01 5.304854849286079199e-01
4.558823529411764497e+00 1.470588235294117696e-01 3.123532251282124861e+00 2.976473427752713174e+00 2.335663817180877733e-01 5.490544966586389242e-01
4.705882352941176627e+00 1.470588235294117696e-01 3.191185860100722138e+00 3.044127036571310452e+00 1.992947554194335891e-01 5.684332806283960426e-01
4.852941176470588758e+00 1.470588235294117696e-01 3.259920173813437128e+00 3.112861350284025441e+00 1.682400255113456200e-01 5.880885641234439021e-01
5.000000000000000000e+00 1.470588235294117696e-01 3.329709113098920703e+00 3.182650289569509017e+00 1.409690844692329248e-01 6.076821499103074453e-01
0.000000000000000000e+00 2.941176470588235392e-01 3.131839854115039401e+00 2.837722207056216028e+00 1.955064966482693567e-01 4.139853358260185412e-01
1.470588235294117696e-01 2.941176470588235392e-01 3.124705623793053277e+00 2.830587976734229905e+00 2.200028857114563752e-01 4.749666164462799101e-01
2.941176470588235392e-01 2.941176470588235392e-01 3.112143278774556876e+00 2.818025631715733503e+00 2.418412687321565002e-01 5.259176825211312467e-01
4.411764705882352811e-01 2.941176470588235392e-01 3.097561912692919250e+00 2.803444265634095878e+00 2.608709506657095334e-01 5.650932229337941592e-01
5.882352941176470784e-01 2.941176470588235392e-01 3.079051719092659845e+00 2.784934072033836472e+00 2.779891788104438266e-01 5.921686509529157094e-01
7.352941176470588758e-01 2.941176470588235392e-01 3.058081152145560644e+00 2.763963505086737271e+00 2.938999002270207828e-01 6.087648702751263796e-01
8.823529411764705621e-01 2.941176470588235392e-01 3.034763440358444697e+00 2.740645793299621324e+00 3.095345271095773509e-01 6.163568950979642080e-01
1.029411764705882470e+00 2.941176470588235392e-01 3.009322379733955444e+00 2.715204732675132071e+00 3.256505510383785884e-01 6.166751393863311170e-01
1.176470588235294157e+00 2.941176470588235392e-01 2.982210328015805878e+00 2.688092680956982505e+00 3.427278754443422448e-01 6.110961867422481930e-01
1.323529411764705843e+00 2.941176470588235392e-01 2.956509355759881608e+00 2.662391708701058235e+00 3.607251502091105011e-01 6.009814027693739513e-01
1.470588235294117752e+00 2.941176470588235392e-01 2.930106210427377178e+00 2.635988563368553805e+00 3.795751278323321598e-01 5.875032767884292850e-01
1.617647058823529438e+00 2.941176470588235392e-01 2.903270571991253046e+00 2.609152924932429674e+00 3.995077664008514495e-01 5.710837380144857534e-01
1.764705882352941124e+00 2.941176470588235392e-01 2.878914951466524652e+00 2.584797304407701279e+00 4.199104140145762387e-01 5.528085480274920194e-01
1.911764705882353033e+00 2.941176470588235392e-01 2.857485759256073177e+00 2.563368112197249804e+00 4.401359556162104392e-01 5.335953280251749531e-01
2.058823529411764941e+00 2.941176470588235392e-01 2.838015847871428576e+00 2.543898200812605204e+00 4.595498569999381111e-01 5.142828525373067672e-01
2.205882352941176627e+00 2.941176470588235392e-01 2.820826621401455014e+00 2.526708974342631642e+00 4.773292862748828580e-01 4.957371629363916399e-01
2.352941176470588314e+00 2.941176470588235392e-01 2.807345804326796923e+00 2.513228157267973550e+00 4.930927923308463523e-01 4.783800142529073263e-01
2.500000000000000000e+00 2.941176470588235392e-01 2.798655826093064292e+00 2.504538179034240919e+00 5.059627698633188952e-01 4.630316762870111957e-01
2.647058823529411686e+00 2.941176470588235392e-01 2.793508388727414360e+00 2.499390741668590987e+00 5.158559209505970689e-01 4.496472277064252343e-01
2.794117647058823817e+00 2.941176470588235392e-01 2.795282834836394503e+00 2.501165187777571131e+00 5.211871274994607228e-01 4.396639280361753777e-01
2.941176470588235503e+00 2.941176470588235392e-01 2.801500602857882161e+00 2.507382955799058788e+00 5.218414439339824629e-01 4.330401499270850052e-01
3.088235294117647189e+00 2.941176470588235392e-01 2.814155027317577051e+00 2.520037380258753679e+00 5.176181223648620433e-01 4.297299340331234840e-01
3.235294117647058876e+00 2.941176470588235392e-01 2.831733918355390234e+00 2.537616271296566861e+00 5.076627772940233152e-01 4.303275291370326494e-01
3.382352941176470562e+00 2.941176470588235392e-01 2.854925687520317723e+00 2.560808040461494350e+00 4.922459856429508562e-01 4.344945702437001955e-01
3.529411764705882248e+00 2.941176470588235392e-01 2.882509083839644326e+00 2.588391436780820953e+00 4.711430308434411685e-01 4.421309308828379470e-01
3.676470588235294379e+00 2.941176470588235392e-01 2.917477877251124063e+00 2.623360230192300691e+00 4.441890703316404565e-01 4.535795631375685311e-01
3.823529411764706065e+00 2.941176470588235392e-01 2.957526694435244075e+00 2.663409047376420702e+00 4.124884192489816637e-01 4.677674532323801704e-01
3.970588235294117752e+00 2.941176470588235392e-01 3.001982930798458682e+00 2.707865283739635309e+00 3.768866434237942986e-01 4.844923517599545870e-01
4.117647058823529882e+00 2.941176470588235392e-01 3.052453451447288302e+00 2.758335804388464929e+00 3.384809389369232147e-01 5.032429548325693114e-01
4.264705882352941124e+00 2.941176470588235392e-01 3.104374431140048962e+00 2.810256784081225589e+00 2.989238013997871923e-01 5.233435097499661293e-01
4.411764705882353255e+00 2.941176470588235392e-01 3.163778457858162696e+00 2.869660810799339323e+00 2.599123756177762479e-01 5.442777928416555611e-01
4.558823529411764497e+00 2.941176470588235392e-01 3.224965162571802324e+00 2.930847515512978951e+00 2.226526016835627397e-01 5.658234853853567614e-01
4.705882352941176627e+00 2.941176470588235392e-01 3.288429659083824674e+00 2.994312012025001302e+00 1.883296383630948811e-01 5.874901897887037094e-01
4.852941176470588758e+00 2.941176470588235392e-01 3.355026279337846695e+00 3.060908632279023323e+00 1.576328648364357932e-01 6.091443276578635269e-01
5.000000000000000000e+00 2.941176470588235392e-01 3.422674793049859332e+00 3.128557145991035959e+00 1.310340118490583017e-01 6.307566807198491388e-01
0.000000000000000000e+00 4.411764705882352811e-01 3.246107054347666221e+00 2.804930583759430718e+00 2.070267347394435242e-01 4.071995729316792989e-01
1.470588235294117696e-01 4.411764705882352811e-01 3.240888170890916520e+00 2.799711700302681017e+00 2.335469062447099176e-01 4.639447896599386278e-01
2.941176470588235392e-01 4.411764705882352811e-01 3.232247777201752825e+00 2.791071306613517322e+00 2.575497692002936545e-01 5.110171069784873454e-01
4.411764705882352811e-01 4.411764705882352811e-01 3.219056443254331601e+00 2.777879972666096542e+00 2.788620009392753785e-01 5.466899755965464180e-01
5.882352941176470784e-01 4.411764705882352811e-01 3.201939798789537051e+00 2.760763328201301547e+00 2.979613371749283424e-01 5.712270673215313899e-01
7.352941176470588758e-01 4.411764705882352811e-01 3.185363951072980093e+00 2.744187480484744590e+00 3.159844915813893595e-01 5.855355968858818594e-01
8.823529411764705621e-01 4.411764705882352811e-01 3.162768917979940753e+00 2.721592447391705250e+00 3.334789346809604038e-01 5.912785047632226343e-01
1.029411764705882470e+00 4.411764705882352811e-01 3.139992425018392375e+00 2.698815954430156872e+00 3.510542317683685298e-01 5.903275112056181051e-01
1.176470588235294157e+00 4.411764705882352811e-01 3.114919573540880116e+00 2.673743102952644612e+00 3.692797644484089870e-01 5.837141756821458971e-01
1.323529411764705843e+00 4.411764705882352811e-01 3.088741479127371292e+00 2.647565008539135789e+00 3.880061171830313516e-01 5.730580933463071958e-01
1.470588235294117752e+00 4.411764705882352811e-01 3.063067992057056266e+00 2.621891521468820763e+00 4.071678608805950339e-01 5.594080273759589605e-01
1.617647058823529438e+00 4.411764705882352811e-01 3.038369544944377942e+00 2.597193074356142439e+00 4.268225736224613431e-01 5.433900581837568522e-01
1.764705882352941124e+00 4.411764705882352811e-01 3.015663915107364090e+00 2.574487444519128587e+00 4.462119497366708876e-01 5.261754441497924484e-01
1.911764705882353033e+00 4.411764705882352811e-01 2.992898555201311872e+00 2.551722084613076369e+00 4.653900499333601948e-01 5.080826879925829376e-01
2.058823529411764941e+00 4.411764705882352811e-01 2.973123032053401005e+00 2.531946561465165502e+00 4.829731053176903877e-01 4.905786629273385935e-01
2.205882352941176627e+00 4.411764705882352811e-01 2.954911108088253968e+00 2.513734637500018465e+00 4.988313281414164524e-01 4.739604970354318603e-01
2.352941176470588314e+00 4.411764705882352811e-01 2.942067431145059864e+00 2.500890960556824361e+00 5.120465134305937083e-01 4.591107152927035862e-01
2.500000000000000000e+00 4.411764705882352811e-01 2.932140049307452756e+00 2.490963578719217253e+00 5.221041631720098053e-01 4.464807658837268156e-01
2.647058823529411686e+00 4.411764705882352811e-01 2.926878450265419040e+00 2.485701979677183537e+00 5.286849346287421092e-01 4.363206825447107917e-01
2.794117647058823817e+00 4.411764705882352811e-01 2.925858176023983681e+00 2.484681705435748178e+00 5.308424343954347702e-01 4.294400607911529888e-01
2.941176470588235503e+00 4.411764705882352811e-01 2.931724109500253750e+00 2.490547638912018691e+00 5.283425677252483466e-01 4.258242737666791400e-01
3.088235294117647189e+00 4.411764705882352811e-01 2.940703854325812827e+00 2.499527383737577324e+00 5.203843372285911206e-01 4.261027271530978267e-01
3.235294117647058876e+00 4.411764705882352811e-01 2.956408564683746132e+00 2.515232094095511073e+00 5.072124988403853285e-01 4.298877828091020592e-01
3.382352941176470562e+00 4.411764705882352811e-01 2.976758558689682310e+00 2.535582088101446807e+00 4.878881180560626918e-01 4.378631387934804331e-01
3.529411764705882248e+00 4.411764705882352811e-01 3.004090041499407171e+00 2.562913570911171668e+00 4.636347665250329930e-01 4.487266536642396386e-01
3.676470588235294379e+00 4.411764705882352811e-01 3.035468674240426878e+00 2.594292203652191375e+00 4.335312523191405809e-01 4.636211302378576704e-01
3.823529411764706065e+00 4.411764705882352811e-01 3.072483089366659481e+00 2.631306618778424422e+00 3.994605864945440787e-01 4.806668209683233606e-01
3.970588235294117752e+00 4.411764705882352811e-01 3.114440237730585537e+00 2.673263767142350034e+00 3.616232911277190709e-01 5.007280123118934556e-01
4.117647058823529882e+00 4.411764705882352811e-01 3.161238574580809590e+00 2.720062103992574087e+00 3.217972410654857951e-01 5.223374233331090633e-01
4.264705882352941124e+00 4.411764705882352811e-01 3.212994220738339735e+00 2.771817750150104231e+00 2.815840346236213598e-01 5.450054324547289886e-01
4.411764705882353255e+00 4.411764705882352811e-01 3.267889884190521066e+00 2.826713413602285563e+00 2.424495718137166245e-01 5.684575737975114951e-01
4.558823529411764497e+00 4.411764705882352811e-01 3.326519472089461971e+00 2.885343001501226468e+00 2.059005700178184739e-01 5.918006489785332391e-01
4.705882352941176627e+00 4.411764705882352811e-01 3.386333215717794332e+00 2.945156745129558828e+00 1.725520358288859246e-01 6.153177213494834819e-01
4.852941176470588758e+00 4.411764705882352811e-01 3.448561358515023656e+00 3.007384887926788153e+00 1.433861572314563404e-01 6.383346406899366166e-01
5.000000000000000000e+00 4.411764705882352811e-01 3.513274503246512914e+00 3.072098032658277411e+00 1.184048846093242041e-01 6.605276296303337347e-01
0.000000000000000000e+00 5.882352941176470784e-01 3.359877311068091288e+00 2.771642016950444098e+00 2.155585790736453400e-01 4.022718068578730044e-01
1.470588235294117696e-01 5.882352941176470784e-01 3.357460312849913642e+00 2.769225018732266452e+00 2.434561631821319239e-01 4.551203949608537691e-01
2.941176470588235392e-01 5.882352941176470784e-01 3.351237428221685910e+00 2.763002134104038721e+00 2.689468070927709120e-01 4.988687418791546979e-01
4.411764705882352811e-01 5.882352941176470784e-01 3.341249502361296031e+00 2.753014208243648842e+00 2.918223139513759778e-01 5.318965118832508221e-01
5.882352941176470784e-01 5.882352941176470784e-01 3.327532342414605271e+00 2.739297048296958081e+00 3.126749630109085798e-01 5.540984160776614154e-01
7.352941176470588758e-01 5.882352941176470784e-01 3.311240332488103011e+00 2.723005038370455821e+00 3.321815896336784979e-01 5.668032365682693641e-01
8.823529411764705621e-01 5.882352941176470784e-01 3.291129319778363538e+00 2.702894025660716348e+00 3.508287231903958192e-01 5.716229312656522232e-01
1.029411764705882470e+00 5.882352941176470784e-01 3.268680333074594380e+00 2.680445038956947190e+00 3.691930840575828321e-01 5.701182245468771059e-01
1.176470588235294157e+00 5.882352941176470784e-01 3.245570094133288119e+00 2.657334800015640930e+00 3.878233855184655687e-01 5.634467226586531430e-01
1.323529411764705843e+00 5.882352941176470784e-01 3.222317207162471053e+00 2.634081913044823864e+00 4.063193871942962776e-01 5.533065341912145607e-01
1.470588235294117752e+00 5.882352941176470784e-01 3.197595341386837209e+00 2.609360047269190019e+00 4.253130044215115979e-01 5.400667925305736583e-01
1.617647058823529438e+00 5.882352941176470784e-01 3.172488432831294780e+00 2.584253138713647591e+00 4.438575505583568503e-01 5.253257089016382109e-01
1.764705882352941124e+00 5.882352941176470784e-01 3.148739323356996245e+00 2.560504029239349055e+00 4.619850494035762645e-01 5.095439313986573904e-01
1.911764705882353033e+00 5.882352941176470784e-01 3.127643963821109985e+00 2.539408669703462795e+00 4.790678663839028073e-01 4.935880552502118213e-01
2.058823529411764941e+00 5.882352941176470784e-01 3.107016014770202617e+00 2.518780720652555427e+00 4.944988810976017612e-01 4.783224523335915523e-01
2.205882352941176627e+00 5.882352941176470784e-01 3.089419396237144788e+00 2.501184102119497599e+00 5.076940984624169761e-01 4.643565599736086402e-01
2.352941176470588314e+00 5.882352941176470784e-01 3.076243096619533102e+00 2.488007802501885912e+00 5.179714592056167133e-01 4.524009920008565944e-01
2.500000000000000000e+00 5.882352941176470784e-01 3.064236698085318178e+00 2.476001403967670988e+00 5.251039193164493968e-01 4.426482867395258869e-01
2.647058823529411686e+00 5.882352941176470784e-01 3.058570282170802734e+00 2.470334988053155545e+00 5.284693535025131172e-01 4.356430732371213699e-01
2.794117647058823817e+00 5.882352941176470784e-01 3.055506516991453037e+00 2.467271222873805847e+00 5.272535492395156176e-01 4.319629101122657300e-01
2.941176470588235503e+00 5.882352941176470784e-01 3.059179776347138890e+00 2.470944482229491701e+00 5.210512886288831691e-01 4.319880927023007633e-01
3.088235294117647189e+00 5.882352941176470784e-01 3.068264041856565427e+00 2.480028747738918238e+00 5.097987743445814290e-01 4.354655917504496321e-01
3.235294117647058876e+00 5.882352941176470784e-01 3.081769238034180791e+00 2.493533943916533602e+00 4.927693601247030153e-01 4.430905628917788386e-01
3.382352941176470562e+00 5.882352941176470784e-01 3.099555472956318170e+00 2.511320178838670980e+00 4.707472227583995861e-01 4.538265687612190180e-01
3.529411764705882248e+00 5.882352941176470784e-01 3.124692927047555191e+00 2.536457632929908002e+00 4.430736206076176242e-01 4.684650027977292353e-01
3.676470588235294379e+00 5.882352941176470784e-01 3.153993038953459838e+00 2.565757744835812648e+00 4.108420035382155389e-01 4.860925522306374646e-01
3.823529411764706065e+00 5.882352941176470784e-01 3.187251948297940451e+00 2.599016654180293262e+00 3.747312935221723817e-01 5.064113728497767752e-01
3.970588235294117752e+00 5.882352941176470784e-01 3.226716837129498749e+00 2.638481543011851560e+00 3.358925095596006494e-01 5.288090416863785448e-01
4.117647058823529882e+00 5.882352941176470784e-01 3.270943339103761893e+00 2.682708044986114704e+00 2.959877005639705572e-01 5.526282356108853655e-01
4.264705882352941124e+00 5.882352941176470784e-01 3.317953486548076203e+00 2.729718192430429013e+00 2.564530648119036083e-01 5.771031635002601412e-01
4.411764705882353255e+00 5.882352941176470784e-01 3.371226413291233293e+00 2.782991119173586103e+00 2.187564805680373425e-01 6.019552773205214535e-01
4.558823529411764497e+00 5.882352941176470784e-01 3.424506390428414981e+00 2.836271096310767792e+00 1.839294831020551746e-01 6.266957494022225017e-01
4.705882352941176627e+00 5.882352941176470784e-01 3.482362291029333257e+00 2.894126996911686067e+00 1.529820407915699343e-01 6.506298570835922224e-01
4.852941176470588758e+00 5.882352941176470784e-01 3.542315297566606791e+00 2.954080003448959602e+00 1.262528750542495082e-01 6.738252475846611134e-01
5.000000000000000000e+00 5.882352941176470784e-01 3.601878379536638697e+00 3.013643085418991507e+00 1.036028886539638316e-01 6.962839772683920847e-01
0.000000000000000000e+00 7.352941176470588758e-01 3.470706491586683207e+00 2.735412373939624331e+00 2.203366352392871486e-01 3.995932859914815283e-01
1.470588235294117696e-01 7.352941176470588758e-01 3.472453221301877946e+00 2.737159103654819070e+00 2.487966172317928326e-01 4.494622080970559486e-01
2.941176470588235392e-01 7.352941176470588758e-01 3.469910116693059265e+00 2.734615999046000390e+00 2.750902922904495118e-01 4.903232335644304163e-01
4.411764705882352811e-01 7.352941176470588758e-01 3.463159159308591306e+00 2.727865041661532430e+00 2.989028735642955126e-01 5.211644974876201708e-01
5.882352941176470784e-01 7.352941176470588758e-01 3.451264347347386519e+00 2.715970229700327643e+00 3.206038639210866403e-01 5.421291748737372407e-01
7.352941176470588758e-01 7.352941176470588758e-01 3.436535822049219924e+00 2.701241704402161048e+00 3.406444357132942247e-01 5.542769124468421849e-01
8.823529411764705621e-01 7.352941176470588758e-01 3.418927498218757854e+00 2.683633380571698979e+00 3.598503436009194423e-01 5.588015990597725580e-01
1.029411764705882470e+00 7.352941176470588758e-01 3.399210877386851237e+00 2.663916759739792361e+00 3.784542855502062708e-01 5.575381162845821637e-01
1.176470588235294157e+00 7.352941176470588758e-01 3.377857791519108588e+00 2.642563673872049712e+00 3.966388503734514792e-01 5.517442196053352621e-01
1.323529411764705843e+00 7.352941176470588758e-01 3.354774425411008121e+00 2.619480307763949245e+00 4.144210265997195775e-01 5.427629200823320677e-01
1.470588235294117752e+00 7.352941176470588758e-01 3.330974506026154636e+00 2.595680388379095760e+00 4.322301834515236973e-01 5.310396931524197228e-01
1.617647058823529438e+00 7.352941176470588758e-01 3.306492433419744970e+00 2.571198315772686094e+00 4.491574499487746563e-01 5.181829334621363969e-01
1.764705882352941124e+00 7.352941176470588758e-01 3.283873690845350968e+00 2.548579573198292092e+00 4.652072712211248740e-01 5.046937779612757913e-01
1.911764705882353033e+00 7.352941176470588758e-01 3.262136136350462401e+00 2.526842018703403525e+00 4.797789561903294531e-01 4.913905253225907543e-01
2.058823529411764941e+00 7.352941176470588758e-01 3.241953836595985905e+00 2.506659718948927029e+00 4.925855512293909610e-01 4.788160052586352688e-01
2.205882352941176627e+00 7.352941176470588758e-01 3.223725534614116484e+00 2.488431416967057608e+00 5.027912164065388989e-01 4.678832530303619341e-01
2.352941176470588314e+00 7.352941176470588758e-01 3.209611484029189832e+00 2.474317366382130956e+00 5.100141884336645282e-01 4.589945571613586184e-01
2.500000000000000000e+00 7.352941176470588758e-01 3.198442446588873445e+00 2.463148328941814569e+00 5.138617914031577971e-01 4.524677362906713851e-01
