# X true mean std 2std sample_0 sample_1 sample_2 sample_3 sample_4 sample_5 sample_6 sample_7 sample_8 sample_9 sample_10 sample_11 sample_12 sample_13 sample_14 sample_15 sample_16 sample_17 sample_18 sample_19 sample_20 sample_21 sample_22 sample_23 sample_24 sample_25 sample_26 sample_27 sample_28 sample_29
-1.994949494949494806e+00 -2.943890191191254502e+00 -1.630018234252929688e+00 8.676577806472778320e-01 1.735315561294555664e+00 -1.366348624229431152e+00 -1.606246232986450195e+00 -1.682913303375244141e-01 -1.583790540695190430e+00 -1.243878960609436035e+00 -9.711476564407348633e-01 -1.715953230857849121e+00 -1.222596526145935059e+00 3.915810585021972656e-02 -4.683504104614257812e-01 -1.909462809562683105e+00 -1.715953230857849121e+00 -1.301614522933959961e+00 -3.092238903045654297e-01 -3.092238903045654297e-01 -1.529810667037963867e+00 -1.159995436668395996e+00 -1.351826906204223633e+00 -1.715953230857849121e+00 -1.258213758468627930e+00 -1.385544300079345703e+00 -1.894157171249389648e+00 -6.060782670974731445e-01 -2.407716035842895508e+00 -1.607753038406372070e+00 -1.583790540695190430e+00 -2.163002490997314453e+00 -2.546388864517211914e+00 -3.395660877227783203e+00 -6.411619186401367188e-01
-1.944444444444444420e+00 -2.413784658715641740e+00 -1.556255698204040527e+00 8.507257699966430664e-01 1.701451539993286133e+00 -1.287293791770935059e+00 -1.523140430450439453e+00 -1.106233596801757812e-01 -1.509328603744506836e+00 -1.164779067039489746e+00 -9.049643278121948242e-01 -1.635657429695129395e+00 -1.170054316520690918e+00 7.639849185943603516e-02 -4.142179489135742188e-01 -1.816102623939514160e+00 -1.635657429695129395e+00 -1.214857101440429688e+00 -2.569692134857177734e-01 -2.569692134857177734e-01 -1.448900461196899414e+00 -1.089715838432312012e+00 -1.271682500839233398e+00 -1.635657429695129395e+00 -1.201375484466552734e+00 -1.327195405960083008e+00 -1.821198940277099609e+00 -5.758893489837646484e-01 -2.304971218109130859e+00 -1.532222509384155273e+00 -1.509328603744506836e+00 -2.071745395660400391e+00 -2.462776422500610352e+00 -3.290299415588378906e+00 -5.784447193145751953e-01
-1.893939393939394034e+00 -1.937861188600112694e+00 -1.482494235038757324e+00 8.339626789093017578e-01 1.667925357818603516e+00 -1.208239197731018066e+00 -1.440034627914428711e+00 -5.295538902282714844e-02 -1.434866905212402344e+00 -1.085679173469543457e+00 -8.387807607650756836e-01 -1.555361390113830566e+00 -1.117512106895446777e+00 1.136389970779418945e-01 -3.600857257843017578e-01 -1.722742676734924316e+00 -1.555361390113830566e+00 -1.128099679946899414e+00 -2.047145366668701172e-01 -2.047145366668701172e-01 -1.367990016937255859e+00 -1.019436240196228027e+00 -1.191538095474243164e+00 -1.555361390113830566e+00 -1.144536972045898438e+00 -1.268846511840820312e+00 -1.748240709304809570e+00 -5.457005500793457031e-01 -2.202226638793945312e+00 -1.456691980361938477e+00 -1.434866905212402344e+00 -1.980488181114196777e+00 -2.379163742065429688e+00 -3.184937477111816406e+00 -5.157275199890136719e-01
-1.843434343434343425e+00 -1.513078049492895483e+00 -1.408731818199157715e+00 8.173784017562866211e-01 1.634756803512573242e+00 -1.129184365272521973e+00 -1.356928825378417969e+00 4.712343215942382812e-03 -1.360404968261718750e+00 -1.006579279899597168e+00 -7.725971937179565430e-01 -1.475065350532531738e+00 -1.064969897270202637e+00 1.508793830871582031e-01 -3.059533834457397461e-01 -1.629382491111755371e+00 -1.475065350532531738e+00 -1.041342258453369141e+00 -1.524598598480224609e-01 -1.524598598480224609e-01 -1.287079811096191406e+00 -9.491564035415649414e-01 -1.111393690109252930e+00 -1.475065350532531738e+00 -1.087698698043823242e+00 -1.210497617721557617e+00 -1.675282716751098633e+00 -5.155117511749267578e-01 -2.099481821060180664e+00 -1.381161689758300781e+00 -1.360404968261718750e+00 -1.889230847358703613e+00 -2.295551300048828125e+00 -3.079576015472412109e+00 -4.530100822448730469e-01
-1.792929292929292817e+00 -1.136465080191678911e+00 -1.334969401359558105e+00 8.009834885597229004e-01 1.601966977119445801e+00 -1.050129532814025879e+00 -1.273823022842407227e+00 6.238031387329101562e-02 -1.285943031311035156e+00 -9.274791479110717773e-01 -7.064136266708374023e-01 -1.394769549369812012e+00 -1.012427687644958496e+00 1.881198883056640625e-01 -2.518209218978881836e-01 -1.536022543907165527e+00 -1.394769549369812012e+00 -9.545848369598388672e-01 -1.002053022384643555e-01 -1.002053022384643555e-01 -1.206169366836547852e+00 -8.788768053054809570e-01 -1.031249284744262695e+00 -1.394769549369812012e+00 -1.030860424041748047e+00 -1.152148723602294922e+00 -1.602324485778808594e+00 -4.853229522705078125e-01 -1.996737241744995117e+00 -1.305631160736083984e+00 -1.285943031311035156e+00 -1.797973752021789551e+00 -2.211938619613647461e+00 -2.974214553833007812e+00 -3.902928829193115234e-01
-1.742424242424242431e+00 -8.051236896436037016e-01 -1.261207699775695801e+00 7.847913503646850586e-01 1.569582700729370117e+00 -9.710749387741088867e-01 -1.190717220306396484e+00 1.200482845306396484e-01 -1.211481094360351562e+00 -8.483792543411254883e-01 -6.402300596237182617e-01 -1.314473509788513184e+00 -9.598854780197143555e-01 2.253603935241699219e-01 -1.976885795593261719e-01 -1.442662358283996582e+00 -1.314473509788513184e+00 -8.678274154663085938e-01 -4.795062541961669922e-02 -4.795062541961669922e-02 -1.125258922576904297e+00 -8.085972070693969727e-01 -9.511048793792724609e-01 -1.314473509788513184e+00 -9.740218520164489746e-01 -1.093799829483032227e+00 -1.529366254806518555e+00 -4.551341533660888672e-01 -1.893992662429809570e+00 -1.230100631713867188e+00 -1.211481094360351562e+00 -1.706716418266296387e+00 -2.128326177597045898e+00 -2.868853092193603516e+00 -3.275754451751708984e-01
-1.691919191919192045e+00 -5.162268569452614919e-01 -1.187445640563964844e+00 7.688127756118774414e-01 1.537625551223754883e+00 -8.920201063156127930e-01 -1.107611417770385742e+00 1.777162551879882812e-01 -1.137019157409667969e+00 -7.692793607711791992e-01 -5.740464925765991211e-01 -1.234177470207214355e+00 -9.073432683944702148e-01 2.626007795333862305e-01 -1.435562372207641602e-01 -1.349302411079406738e+00 -1.234177470207214355e+00 -7.810699939727783203e-01 4.303932189941406250e-03 4.303932189941406250e-03 -1.044348716735839844e+00 -7.383173704147338867e-01 -8.709604740142822266e-01 -1.234177470207214355e+00 -9.171835780143737793e-01 -1.035450816154479980e+00 -1.456408262252807617e+00 -4.249453544616699219e-01 -1.791247844696044922e+00 -1.154570102691650391e+00 -1.137019157409667969e+00 -1.615459322929382324e+00 -2.044713735580444336e+00 -2.763491153717041016e+00 -2.648582458496093750e-01
-1.641414141414141437e+00 -2.670191313426939494e-01 -1.113682150840759277e+00 7.530632019042968750e-01 1.506126403808593750e+00 -8.129652738571166992e-01 -1.024505615234375000e+00 2.353841066360473633e-01 -1.062557458877563477e+00 -6.901794672012329102e-01 -5.078629255294799805e-01 -1.153881669044494629e+00 -8.548009395599365234e-01 2.998412847518920898e-01 -8.942389488220214844e-02 -1.255942225456237793e+00 -1.153881669044494629e+00 -6.943123340606689453e-01 5.655860900878906250e-02 5.655860900878906250e-02 -9.634382724761962891e-01 -6.680377721786499023e-01 -7.908160686492919922e-01 -1.153881669044494629e+00 -8.603451848030090332e-01 -9.771020412445068359e-01 -1.383450031280517578e+00 -3.947564959526062012e-01 -1.688503265380859375e+00 -1.079039812088012695e+00 -1.062557458877563477e+00 -1.524201989173889160e+00 -1.961101055145263672e+00 -2.658129692077636719e+00 -2.021410465240478516e-01
-1.590909090909090828e+00 -5.481663223140431640e-02 -1.039920449256896973e+00 7.375559806823730469e-01 1.475111961364746094e+00 -7.339106798171997070e-01 -9.413998126983642578e-01 2.930520772933959961e-01 -9.880955219268798828e-01 -6.110795736312866211e-01 -4.416793584823608398e-01 -1.073585629463195801e+00 -8.022587299346923828e-01 3.370816707611083984e-01 -3.529155254364013672e-02 -1.162582278251647949e+00 -1.073585629463195801e+00 -6.075549125671386719e-01 1.088132858276367188e-01 1.088132858276367188e-01 -8.825280666351318359e-01 -5.977581739425659180e-01 -7.106716632843017578e-01 -1.073585629463195801e+00 -8.035067915916442871e-01 -9.187531471252441406e-01 -1.310491800308227539e+00 -3.645676374435424805e-01 -1.585758686065673828e+00 -1.003509283065795898e+00 -9.880955219268798828e-01 -1.432944893836975098e+00 -1.877488613128662109e+00 -2.552768230438232422e+00 -1.394236087799072266e-01
-1.540404040404040442e+00 1.229929508436562458e-01 -9.661592245101928711e-01 7.223069071769714355e-01 1.444613814353942871e+00 -6.548558473587036133e-01 -8.582940101623535156e-01 3.507200479507446289e-01 -9.136335849761962891e-01 -5.319796800613403320e-01 -3.754957914352416992e-01 -9.932895898818969727e-01 -7.497165203094482422e-01 3.743221759796142578e-01 1.884078979492187500e-02 -1.069222092628479004e+00 -9.932895898818969727e-01 -5.207974910736083984e-01 1.610678434371948242e-01 1.610678434371948242e-01 -8.016176223754882812e-01 -5.274783372879028320e-01 -6.305272579193115234e-01 -9.932895898818969727e-01 -7.466683983802795410e-01 -8.604042530059814453e-01 -1.237533807754516602e+00 -3.343788385391235352e-01 -1.483013868331909180e+00 -9.279787540435791016e-01 -9.136335849761962891e-01 -1.341687560081481934e+00 -1.793875932693481445e+00 -2.447406768798828125e+00 -7.670640945434570312e-02
-1.489898989898989834e+00 2.689503581880818839e-01 -8.923973441123962402e-01 7.073338031768798828e-01 1.414667606353759766e+00 -5.758012533187866211e-01 -7.751882076263427734e-01 4.083878993988037109e-01 -8.391716480255126953e-01 -4.528797864913940430e-01 -3.093123435974121094e-01 -9.129937887191772461e-01 -6.971743106842041016e-01 4.115625619888305664e-01 7.297325134277343750e-02 -9.758621454238891602e-01 -9.129937887191772461e-01 -4.340400695800781250e-01 2.133225202560424805e-01 2.133225202560424805e-01 -7.207071781158447266e-01 -4.571987390518188477e-01 -5.503828525543212891e-01 -9.129937887191772461e-01 -6.898300051689147949e-01 -8.020553588867187500e-01 -1.164575576782226562e+00 -3.041900396347045898e-01 -1.380269289016723633e+00 -8.524482250213623047e-01 -8.391716480255126953e-01 -1.250430464744567871e+00 -1.710263490676879883e+00 -2.342045307159423828e+00 -1.398909091949462891e-02
-1.439393939393939448e+00 3.855247599580131634e-01 -8.186362385749816895e-01 6.926536560058593750e-01 1.385307312011718750e+00 -4.967464208602905273e-01 -6.920824050903320312e-01 4.660558700561523438e-01 -7.647097110748291016e-01 -3.737798929214477539e-01 -2.431287765502929688e-01 -8.326977491378784180e-01 -6.446321010589599609e-01 4.488030672073364258e-01 1.271055936813354492e-01 -8.825021982192993164e-01 -8.326977491378784180e-01 -3.472826480865478516e-01 2.655770778656005859e-01 2.655770778656005859e-01 -6.397969722747802734e-01 -3.869191408157348633e-01 -4.702384471893310547e-01 -8.326977491378784180e-01 -6.329917311668395996e-01 -7.437064647674560547e-01 -1.091617345809936523e+00 -2.740011811256408691e-01 -1.277524709701538086e+00 -7.769176959991455078e-01 -7.647097110748291016e-01 -1.159173130989074707e+00 -1.626651048660278320e+00 -2.236683368682861328e+00 4.872822761535644531e-02
-1.388888888888888840e+00 4.751137561601386228e-01 -7.448722720146179199e-01 6.782852411270141602e-01 1.356570482254028320e+00 -4.176915884017944336e-01 -6.089763641357421875e-01 5.237239599227905273e-01 -6.902477741241455078e-01 -2.946797609329223633e-01 -1.769450902938842773e-01 -7.524017095565795898e-01 -5.920897722244262695e-01 4.860435724258422852e-01 1.812380552291870117e-01 -7.891417741775512695e-01 -7.524017095565795898e-01 -2.605249881744384766e-01 3.178318738937377930e-01 3.178318738937377930e-01 -5.588862895965576172e-01 -3.166391849517822266e-01 -3.900938034057617188e-01 -7.524017095565795898e-01 -5.761532187461853027e-01 -6.853574514389038086e-01 -1.018659114837646484e+00 -2.438123226165771484e-01 -1.174779653549194336e+00 -7.013871669769287109e-01 -6.902477741241455078e-01 -1.067915797233581543e+00 -1.543038129806518555e+00 -2.131321907043457031e+00 1.114456653594970703e-01
-1.338383838383838453e+00 5.400433766516916645e-01 -6.711109876632690430e-01 6.642495989799499512e-01 1.328499197959899902e+00 -3.386367559432983398e-01 -5.258705615997314453e-01 5.813918113708496094e-01 -6.157858371734619141e-01 -2.155798673629760742e-01 -1.107615232467651367e-01 -6.721056699752807617e-01 -5.395475625991821289e-01 5.232840180397033691e-01 2.353703975677490234e-01 -6.957818269729614258e-01 -6.721056699752807617e-01 -1.737675666809082031e-01 3.700865507125854492e-01 3.700865507125854492e-01 -4.779760837554931641e-01 -2.463594675064086914e-01 -3.099493980407714844e-01 -6.721056699752807617e-01 -5.193148255348205566e-01 -6.270085573196411133e-01 -9.457008838653564453e-01 -2.136234641075134277e-01 -1.072035074234008789e+00 -6.258566379547119141e-01 -6.157858371734619141e-01 -9.766584634780883789e-01 -1.459425687789916992e+00 -2.025959968566894531e+00 1.741629838943481445e-01
-1.287878787878787845e+00 5.825680811404527759e-01 -5.973482131958007812e-01 6.505671739578247070e-01 1.301134347915649414e+00 -2.595819234848022461e-01 -4.427649974822998047e-01 6.390597820281982422e-01 -5.413239002227783203e-01 -1.364799737930297852e-01 -4.457807540893554688e-02 -5.918096303939819336e-01 -4.870053529739379883e-01 5.605245232582092285e-01 2.895027399063110352e-01 -6.024216413497924805e-01 -5.918096303939819336e-01 -8.701014518737792969e-02 4.223411083221435547e-01 4.223411083221435547e-01 -3.970656394958496094e-01 -1.760798692703247070e-01 -2.298049926757812500e-01 -5.918096303939819336e-01 -4.624764323234558105e-01 -5.686596632003784180e-01 -8.727426528930664062e-01 -1.834346652030944824e-01 -9.692904949188232422e-01 -5.503262281417846680e-01 -5.413239002227783203e-01 -8.854013681411743164e-01 -1.375813245773315430e+00 -1.920598626136779785e+00 2.368801832199096680e-01
-1.237373737373737459e+00 6.048707591847501952e-01 -5.235866904258728027e-01 6.372619271278381348e-01 1.274523854255676270e+00 -1.805273294448852539e-01 -3.596591949462890625e-01 6.967277526855468750e-01 -4.668620824813842773e-01 -5.737996101379394531e-02 2.160549163818359375e-02 -5.115137100219726562e-01 -4.344631433486938477e-01 5.977649688720703125e-01 3.436352014541625977e-01 -5.090616941452026367e-01 -5.115137100219726562e-01 -2.527236938476562500e-04 4.745957851409912109e-01 4.745957851409912109e-01 -3.161553144454956055e-01 -1.058001518249511719e-01 -1.496607065200805664e-01 -5.115137100219726562e-01 -4.056381583213806152e-01 -5.103107690811157227e-01 -7.997845411300659180e-01 -1.532458662986755371e-01 -8.665456771850585938e-01 -4.747956991195678711e-01 -4.668620824813842773e-01 -7.941440343856811523e-01 -1.292200565338134766e+00 -1.815237164497375488e+00 2.995975017547607422e-01
-1.186868686868686851e+00 6.090627301934579130e-01 -4.498240351676940918e-01 6.243575215339660645e-01 1.248715043067932129e+00 -1.014724969863891602e-01 -2.765532732009887695e-01 7.543956041336059570e-01 -3.924001455307006836e-01 2.171993255615234375e-02 8.778905868530273438e-02 -4.312177896499633789e-01 -3.819209337234497070e-01 6.350054144859313965e-01 3.977675437927246094e-01 -4.157015085220336914e-01 -4.312177896499633789e-01 8.650469779968261719e-02 5.268504619598388672e-01 5.268504619598388672e-01 -2.352449893951416016e-01 -3.552043437957763672e-02 -6.951630115509033203e-02 -4.312177896499633789e-01 -3.487997651100158691e-01 -4.519618749618530273e-01 -7.268264293670654297e-01 -1.230570077896118164e-01 -7.638010978698730469e-01 -3.992652893066406250e-01 -3.924001455307006836e-01 -7.028869390487670898e-01 -1.208588123321533203e+00 -1.709875464439392090e+00 3.623148202896118164e-01
-1.136363636363636465e+00 5.971837434259958943e-01 -3.760621547698974609e-01 6.118786334991455078e-01 1.223757266998291016e+00 -2.241778373718261719e-02 -1.934474706649780273e-01 8.120635747909545898e-01 -3.179383277893066406e-01 1.008199453353881836e-01 1.539726257324218750e-01 -3.509218692779541016e-01 -3.293787240982055664e-01 6.722458600997924805e-01 4.518998861312866211e-01 -3.223415613174438477e-01 -3.509218692779541016e-01 1.732622385025024414e-01 5.791050195693969727e-01 5.791050195693969727e-01 -1.543345451354980469e-01 3.475916385650634766e-02 1.062810420989990234e-02 -3.509218692779541016e-01 -2.919613718986511230e-01 -3.936129808425903320e-01 -6.538681983947753906e-01 -9.286820888519287109e-02 -6.610562801361083984e-01 -3.237347602844238281e-01 -3.179383277893066406e-01 -6.116296052932739258e-01 -1.124975562095642090e+00 -1.604514002799987793e+00 4.250321388244628906e-01
-1.085858585858585856e+00 5.712019779923320772e-01 -3.023003339767456055e-01 5.998529195785522461e-01 1.199705839157104492e+00 5.663692951202392578e-02 -1.103416681289672852e-01 8.697315454483032227e-01 -2.434763908386230469e-01 1.799198389053344727e-01 2.201561927795410156e-01 -2.706258296966552734e-01 -2.768363952636718750e-01 7.094863057136535645e-01 5.060322284698486328e-01 -2.289813756942749023e-01 -2.706258296966552734e-01 2.600196599960327148e-01 6.313596963882446289e-01 6.313596963882446289e-01 -7.342422008514404297e-02 1.050388813018798828e-01 9.077250957489013672e-02 -2.706258296966552734e-01 -2.351229786872863770e-01 -3.352640867233276367e-01 -5.809100866317749023e-01 -6.267940998077392578e-02 -5.583117008209228516e-01 -2.482043504714965820e-01 -2.434763908386230469e-01 -5.203725099563598633e-01 -1.041363000869750977e+00 -1.499152302742004395e+00 4.877494573593139648e-01
-1.035353535353535470e+00 5.330140428529803742e-01 -2.285381108522415161e-01 5.883070230484008789e-01 1.176614046096801758e+00 1.356916427612304688e-01 -2.723586559295654297e-02 9.273993968963623047e-01 -1.690144538879394531e-01 2.590197324752807617e-01 2.863396406173706055e-01 -1.903299093246459961e-01 -2.242941856384277344e-01 7.467267513275146484e-01 5.601645708084106445e-01 -1.356214284896850586e-01 -1.903299093246459961e-01 3.467770814895629883e-01 6.836142539978027344e-01 6.836142539978027344e-01 7.486104965209960938e-03 1.753185987472534180e-01 1.709169149398803711e-01 -1.903299093246459961e-01 -1.782845854759216309e-01 -2.769151926040649414e-01 -5.079518556594848633e-01 -3.249055147171020508e-02 -4.555671215057373047e-01 -1.726738214492797852e-01 -1.690144538879394531e-01 -4.291152954101562500e-01 -9.577504396438598633e-01 -1.393790841102600098e+00 5.504666566848754883e-01
