# Y X speed speed_diff a0 a1
2.647058823529411686e+00 2.941176470588235392e-01 1.966313062953341850e+00 1.672195415894518256e+00 9.946033681944016491e-01 5.396631805598227707e-03
2.794117647058823817e+00 2.941176470588235392e-01 2.034276523196684394e+00 1.740158876137860799e+00 9.952405497788544553e-01 4.759450221145550795e-03
2.941176470588235503e+00 2.941176470588235392e-01 2.106990522728629411e+00 1.812872875669805817e+00 9.957250852208445746e-01 4.274914779155377688e-03
3.088235294117647189e+00 2.941176470588235392e-01 2.182737341053829105e+00 1.888619693995005511e+00 9.960967079250557799e-01 3.903292074944234025e-03
3.235294117647058876e+00 2.941176470588235392e-01 2.260600768682063499e+00 1.966483121623239905e+00 9.963715349766686380e-01 3.628465023331502951e-03
3.382352941176470562e+00 2.941176470588235392e-01 2.341935257846265550e+00 2.047817610787442177e+00 9.965664369364628516e-01 3.433563063537212971e-03
3.529411764705882248e+00 2.941176470588235392e-01 2.424167989433390957e+00 2.130050342374567585e+00 9.966930107053880716e-01 3.306989294611945712e-03
3.676470588235294379e+00 2.941176470588235392e-01 2.507977044534997368e+00 2.213859397476173996e+00 9.967565433670503294e-01 3.243456632949600314e-03
3.823529411764706065e+00 2.941176470588235392e-01 2.592879286238360503e+00 2.298761639179537131e+00 9.967667505596048416e-01 3.233249440395214759e-03
3.970588235294117752e+00 2.941176470588235392e-01 2.678700208199156663e+00 2.384582561140333290e+00 9.967163117304773667e-01 3.283688269522617650e-03
4.117647058823529882e+00 2.941176470588235392e-01 2.764658898063559356e+00 2.470541251004735983e+00 9.966114178266451962e-01 3.388582173354691505e-03
4.264705882352941124e+00 2.941176470588235392e-01 2.851340329652003458e+00 2.557222682593180085e+00 9.964462645833105370e-01 3.553735416689334653e-03
4.411764705882353255e+00 2.941176470588235392e-01 2.935718054919951747e+00 2.641600407861128375e+00 9.962161292930947765e-01 3.783870706905154580e-03
4.558823529411764497e+00 2.941176470588235392e-01 3.021833539720781836e+00 2.727715892661958463e+00 9.959140634983415508e-01 4.085936501658494341e-03
4.705882352941176627e+00 2.941176470588235392e-01 3.104781309884432794e+00 2.810663662825609421e+00 9.955242701526637594e-01 4.475729847336273534e-03
4.852941176470588758e+00 2.941176470588235392e-01 3.188526321552917153e+00 2.894408674494093781e+00 9.950362147035168858e-01 4.963785296482993610e-03
5.000000000000000000e+00 2.941176470588235392e-01 3.268971471566728404e+00 2.974853824507905031e+00 9.944325421647501884e-01 5.567457835249868016e-03
0.000000000000000000e+00 4.411764705882352811e-01 1.544047529122450024e+00 1.102871058534214743e+00 7.484752183686114169e-01 2.515247816313885831e-01
1.470588235294117696e-01 4.411764705882352811e-01 1.535726151118336880e+00 1.094549680530101599e+00 7.928745586528299638e-01 2.071254413471700639e-01
2.941176470588235392e-01 4.411764705882352811e-01 1.530529878812886935e+00 1.089353408224651654e+00 8.315520022707035830e-01 1.684479977292964448e-01
4.411764705882352811e-01 4.411764705882352811e-01 1.530823938862079903e+00 1.089647468273844622e+00 8.644965888515890873e-01 1.355034111484109127e-01
5.882352941176470784e-01 4.411764705882352811e-01 1.534618811353587242e+00 1.093442340765351961e+00 8.920018764317787507e-01 1.079981235682213048e-01
7.352941176470588758e-01 4.411764705882352811e-01 1.542149512915354848e+00 1.100973042327119567e+00 9.143691325445022500e-01 8.563086745549770840e-02
8.823529411764705621e-01 4.411764705882352811e-01 1.555853514404547555e+00 1.114677043816312274e+00 9.322737512161779483e-01 6.772624878382209335e-02
1.029411764705882470e+00 4.411764705882352811e-01 1.574055529277095244e+00 1.132879058688859963e+00 9.465311023743512298e-01 5.346889762564879800e-02
1.176470588235294157e+00 4.411764705882352811e-01 1.595614995555080462e+00 1.154438524966845181e+00 9.577151086031105987e-01 4.228489139688932502e-02
1.323529411764705843e+00 4.411764705882352811e-01 1.622554559769948446e+00 1.181378089181713165e+00 9.664345585310160081e-01 3.356544146898389480e-02
1.470588235294117752e+00 4.411764705882352811e-01 1.655181904525609093e+00 1.214005433937373812e+00 9.731982361327918829e-01 2.680176386720823853e-02
1.617647058823529438e+00 4.411764705882352811e-01 1.692583440475740941e+00 1.251406969887505660e+00 9.784455674411687287e-01 2.155443255883123660e-02
1.764705882352941124e+00 4.411764705882352811e-01 1.733234163050534349e+00 1.292057692462299068e+00 9.825411739953872070e-01 1.745882600461274095e-02
1.911764705882353033e+00 4.411764705882352811e-01 1.780450446463642367e+00 1.339273975875407086e+00 9.856949753129390368e-01 1.430502468706094758e-02
2.058823529411764941e+00 4.411764705882352811e-01 1.831882789807702805e+00 1.390706319219467524e+00 9.881304109472980324e-01 1.186958905270206303e-02
2.205882352941176627e+00 4.411764705882352811e-01 1.886585532824076594e+00 1.445409062235841313e+00 9.900307235288741126e-01 9.969276471125864889e-03
2.352941176470588314e+00 4.411764705882352811e-01 1.945674784409541891e+00 1.504498313821306610e+00 9.915098727671112222e-01 8.490127232888913106e-03
2.500000000000000000e+00 4.411764705882352811e-01 2.009790799220882107e+00 1.568614328632646826e+00 9.926516769355666625e-01 7.348323064433455454e-03
2.647058823529411686e+00 4.411764705882352811e-01 2.076443192867007514e+00 1.635266722278772233e+00 9.935449135767165929e-01 6.455086423283439186e-03
2.794117647058823817e+00 4.411764705882352811e-01 2.149490386595849234e+00 1.708313916007613953e+00 9.942269420529636914e-01 5.773057947036387520e-03
2.941176470588235503e+00 4.411764705882352811e-01 2.223269557968544863e+00 1.782093087380309582e+00 9.947576134662926561e-01 5.242386533707428867e-03
3.088235294117647189e+00 4.411764705882352811e-01 2.300347851887852180e+00 1.859171381299616899e+00 9.951471139844522140e-01 4.852886015547730469e-03
3.235294117647058876e+00 4.411764705882352811e-01 2.379066512080213247e+00 1.937890041491977966e+00 9.954330139220263218e-01 4.566986077973778785e-03
3.382352941176470562e+00 4.411764705882352811e-01 2.460944772504468414e+00 2.019768301916233355e+00 9.956225911431866304e-01 4.377408856813233377e-03
3.529411764705882248e+00 4.411764705882352811e-01 2.544553944099359200e+00 2.103377473511123696e+00 9.957320739362514050e-01 4.267926063748517761e-03
3.676470588235294379e+00 4.411764705882352811e-01 2.628744111278637163e+00 2.187567640690401660e+00 9.957611713773892870e-01 4.238828622610641902e-03
3.823529411764706065e+00 4.411764705882352811e-01 2.716084446387679652e+00 2.274907975799444593e+00 9.957191875768728329e-01 4.280812423127085611e-03
3.970588235294117752e+00 4.411764705882352811e-01 2.802270815423288930e+00 2.361094344835053427e+00 9.956049545430798453e-01 4.395045456920262245e-03
4.117647058823529882e+00 4.411764705882352811e-01 2.889748959014120544e+00 2.448572488425885041e+00 9.954129621247053139e-01 4.587037875294737270e-03
4.264705882352941124e+00 4.411764705882352811e-01 2.976489813539320739e+00 2.535313342951085680e+00 9.951362773429072162e-01 4.863722657092771698e-03
4.411764705882353255e+00 4.411764705882352811e-01 3.063085084653121903e+00 2.621908614064886400e+00 9.947621727497506505e-01 5.237827250249252331e-03
4.558823529411764497e+00 4.411764705882352811e-01 3.147426682280988430e+00 2.706250211692752927e+00 9.942905124452355858e-01 5.709487554764425439e-03
4.705882352941176627e+00 4.411764705882352811e-01 3.232081987388712552e+00 2.790905516800477493e+00 9.936898987301038266e-01 6.310101269896257505e-03
4.852941176470588758e+00 4.411764705882352811e-01 3.314814410865666972e+00 2.873637940277431468e+00 9.929311751429141797e-01 7.068824857085906181e-03
5.000000000000000000e+00 4.411764705882352811e-01 3.394733777015729981e+00 2.953557306427494922e+00 9.920134951252972400e-01 7.986504874702819029e-03
0.000000000000000000e+00 5.882352941176470784e-01 1.607821073326293426e+00 1.019585779208646237e+00 7.474340349977987019e-01 2.525659650022013536e-01
1.470588235294117696e-01 5.882352941176470784e-01 1.602314234077773403e+00 1.014078939960126213e+00 7.905982477463914249e-01 2.094017522536086029e-01
2.941176470588235392e-01 5.882352941176470784e-01 1.599726644348738347e+00 1.011491350231091157e+00 8.284315171093871166e-01 1.715684828906128001e-01
4.411764705882352811e-01 5.882352941176470784e-01 1.602652599049247506e+00 1.014417304931600317e+00 8.608878910933317474e-01 1.391121089066682803e-01
5.882352941176470784e-01 5.882352941176470784e-01 1.609921276735110984e+00 1.021685982617464017e+00 8.880798331297258263e-01 1.119201668702740904e-01
7.352941176470588758e-01 5.882352941176470784e-01 1.620186237106849614e+00 1.031950942989202424e+00 9.104259437617069350e-01 8.957405623829310659e-02
8.823529411764705621e-01 5.882352941176470784e-01 1.635935845676621536e+00 1.047700551558974347e+00 9.284873512811038232e-01 7.151264871889617680e-02
1.029411764705882470e+00 5.882352941176470784e-01 1.656213185002663346e+00 1.067977890885016379e+00 9.429523746827359609e-01 5.704762531726396274e-02
1.176470588235294157e+00 5.882352941176470784e-01 1.682199182495498269e+00 1.093963888377851301e+00 9.544283582222666817e-01 4.557164177773325581e-02
1.323529411764705843e+00 5.882352941176470784e-01 1.712654205072926761e+00 1.124418910955279571e+00 9.634367621872329535e-01 3.656323781276699797e-02
1.470588235294117752e+00 5.882352941176470784e-01 1.747072733243986375e+00 1.158837439126339408e+00 9.704725310319201048e-01 2.952746896807982580e-02
1.617647058823529438e+00 5.882352941176470784e-01 1.787499309766434896e+00 1.199264015648787929e+00 9.760072333847052972e-01 2.399276661529469237e-02
1.764705882352941124e+00 5.882352941176470784e-01 1.830357743696706230e+00 1.242122449579059040e+00 9.802920997592484698e-01 1.970790024075147473e-02
1.911764705882353033e+00 5.882352941176470784e-01 1.880372731775589834e+00 1.292137437657942645e+00 9.836662405868091819e-01 1.633375941319084243e-02
2.058823529411764941e+00 5.882352941176470784e-01 1.933868091116188959e+00 1.345632796998541991e+00 9.862762240990819995e-01 1.372377590091799528e-02
2.205882352941176627e+00 5.882352941176470784e-01 1.990939689562830184e+00 1.402704395445183216e+00 9.883207456306782879e-01 1.167925436932173988e-02
2.352941176470588314e+00 5.882352941176470784e-01 2.053008810485262625e+00 1.464773516367615436e+00 9.899235210602409518e-01 1.007647893975907941e-02
2.500000000000000000e+00 5.882352941176470784e-01 2.118605692423262354e+00 1.530370398305615165e+00 9.911723891723043245e-01 8.827610827695758777e-03
2.647058823529411686e+00 5.882352941176470784e-01 2.188528076250601195e+00 1.600292782132954006e+00 9.921387347143293400e-01 7.861265285670720679e-03
2.794117647058823817e+00 5.882352941176470784e-01 2.262301043677217738e+00 1.674065749559570548e+00 9.928890088614131804e-01 7.110991138586707748e-03
2.941176470588235503e+00 5.882352941176470784e-01 2.337793444933902620e+00 1.749558150816255431e+00 9.934563512668943552e-01 6.543648733105714155e-03
3.088235294117647189e+00 5.882352941176470784e-01 2.417094961408292164e+00 1.828859667290644975e+00 9.938592688020203569e-01 6.140731197979498214e-03
3.235294117647058876e+00 5.882352941176470784e-01 2.497158483152684294e+00 1.908923189035037105e+00 9.941451257391069607e-01 5.854874260893047112e-03
3.382352941176470562e+00 5.882352941176470784e-01 2.580974491642073598e+00 1.992739197524426409e+00 9.943224547999532925e-01 5.677545200046678862e-03
3.529411764705882248e+00 5.882352941176470784e-01 2.665446879981157480e+00 2.077211585863510290e+00 9.943875691556536278e-01 5.612430844346393000e-03
3.676470588235294379e+00 5.882352941176470784e-01 2.752087358756607038e+00 2.163852064638959849e+00 9.943608523397048371e-01 5.639147660295068358e-03
3.823529411764706065e+00 5.882352941176470784e-01 2.839014449948624286e+00 2.250779155830977096e+00 9.942303582936437012e-01 5.769641706356395082e-03
3.970588235294117752e+00 5.882352941176470784e-01 2.928174734820021552e+00 2.339939440702374363e+00 9.940009109610415949e-01 5.999089038958383378e-03
4.117647058823529882e+00 5.882352941176470784e-01 3.015053400121884053e+00 2.426818106004236864e+00 9.936583797962739162e-01 6.341620203726141061e-03
4.264705882352941124e+00 5.882352941176470784e-01 3.101997074187724301e+00 2.513761780070077112e+00 9.932081681432292086e-01 6.791831856770802651e-03
4.411764705882353255e+00 5.882352941176470784e-01 3.187651545863019908e+00 2.599416251745372719e+00 9.926049264705971709e-01 7.395073529402777096e-03
4.558823529411764497e+00 5.882352941176470784e-01 3.273074464720861165e+00 2.684839170603213976e+00 9.918564426060713091e-01 8.143557393928791549e-03
4.705882352941176627e+00 5.882352941176470784e-01 3.358572279367803226e+00 2.770336985250156037e+00 9.909022336442090406e-01 9.097766355791039178e-03
4.852941176470588758e+00 5.882352941176470784e-01 3.439168005836104935e+00 2.850932711718457746e+00 9.897249404340867640e-01 1.027505956591321344e-02
5.000000000000000000e+00 5.882352941176470784e-01 3.520670121379861683e+00 2.932434827262214494e+00 9.882922388285738657e-01 1.170776117142607528e-02
0.000000000000000000e+00 7.352941176470588758e-01 1.670991966297950215e+00 9.356978486508913395e-01 7.455109713686769446e-01 2.544890286313229999e-01
1.470588235294117696e-01 7.352941176470588758e-01 1.668529791599888457e+00 9.332356739528295808e-01 7.875495316179493832e-01 2.124504683820505335e-01
2.941176470588235392e-01 7.352941176470588758e-01 1.670567352607254197e+00 9.352732349601953210e-01 8.245045956578894719e-01 1.754954043421105558e-01
4.411764705882352811e-01 7.352941176470588758e-01 1.673877301521441652e+00 9.385831838743827760e-01 8.564419603385230451e-01 1.435580396614770382e-01
5.882352941176470784e-01 7.352941176470588758e-01 1.684868339508196033e+00 9.495742218611371577e-01 8.833968080482466068e-01 1.166031919517532683e-01
7.352941176470588758e-01 7.352941176470588758e-01 1.698418222888267159e+00 9.631241052412082837e-01 9.057610687415316164e-01 9.423893125846832808e-02
8.823529411764705621e-01 7.352941176470588758e-01 1.716800010444598623e+00 9.815058927975397474e-01 9.238812439759533923e-01 7.611875602404651053e-02
1.029411764705882470e+00 7.352941176470588758e-01 1.739907044180650342e+00 1.004612926533591466e+00 9.386123338018113049e-01 6.138766619818871589e-02
1.176470588235294157e+00 7.352941176470588758e-01 1.768097084192551849e+00 1.032802966545492973e+00 9.503878109864229984e-01 4.961218901357691835e-02
1.323529411764705843e+00 7.352941176470588758e-01 1.801587094153784374e+00 1.066292976506725498e+00 9.597223898702322842e-01 4.027761012976766031e-02
1.470588235294117752e+00 7.352941176470588758e-01 1.839158733023741776e+00 1.103864615376682901e+00 9.671179486034501283e-01 3.288205139654983705e-02
1.617647058823529438e+00 7.352941176470588758e-01 1.881394772462495979e+00 1.146100654815437103e+00 9.729239768362060170e-01 2.707602316379411136e-02
1.764705882352941124e+00 7.352941176470588758e-01 1.927506689441666143e+00 1.192212571794607268e+00 9.775086070299805474e-01 2.249139297001954280e-02
1.911764705882353033e+00 7.352941176470588758e-01 1.980173385982629153e+00 1.244879268335570277e+00 9.810927145256040927e-01 1.890728547439579632e-02
2.058823529411764941e+00 7.352941176470588758e-01 2.035615257393754263e+00 1.300321139746695387e+00 9.839217786084496487e-01 1.607822139155024727e-02
2.205882352941176627e+00 7.352941176470588758e-01 2.096884000230508693e+00 1.361589882583449818e+00 9.861395932802367037e-01 1.386040671976330498e-02
2.352941176470588314e+00 7.352941176470588758e-01 2.161010014059133511e+00 1.425715896412074635e+00 9.878816263605837422e-01 1.211837363941620747e-02
2.500000000000000000e+00 7.352941176470588758e-01 2.228289715096414270e+00 1.492995597449355394e+00 9.892427283278210082e-01 1.075727167217910459e-02
