# Y X aX aY aR
1.315789473684210398e+00 1.578947368421052655e+00 9.778794780099380191e-01 7.645358801343545840e-01 9.072330321625261540e-01
1.578947368421052655e+00 1.578947368421052655e+00 9.662901297111787802e-01 7.432327970296210840e-01 9.151444602495300007e-01
1.842105263157894690e+00 1.578947368421052655e+00 9.487490121276702659e-01 7.156441113011388078e-01 9.245470583702690703e-01
2.105263157894736725e+00 1.578947368421052655e+00 9.222039677324278539e-01 6.850376353253229134e-01 9.319020255944361342e-01
2.368421052631578760e+00 1.578947368421052655e+00 8.741695829052000821e-01 6.454000535983188680e-01 9.348248841374368068e-01
2.631578947368420796e+00 1.578947368421052655e+00 7.855064605560946323e-01 5.807287351484086146e-01 9.341753269143426852e-01
2.894736842105262831e+00 1.578947368421052655e+00 6.269414974719329514e-01 4.728927965234861475e-01 9.245582209109841632e-01
3.157894736842105310e+00 1.578947368421052655e+00 4.086960189031714208e-01 3.366397877610856071e-01 8.817748501877732403e-01
3.421052631578947345e+00 1.578947368421052655e+00 1.766066831424268901e-01 1.573264931472575512e-01 8.430708070790174924e-01
3.684210526315789380e+00 1.578947368421052655e+00 -8.737827690475125086e-02 -6.612069680118137782e-02 -2.218582977486849295e+00
3.947368421052631415e+00 1.578947368421052655e+00 -3.471270510058209191e-01 -3.267270002479548685e-01 -2.325930040564011314e+00
4.210526315789473450e+00 1.578947368421052655e+00 -5.463865753217476140e-01 -6.068474488908616182e-01 -2.408573772210123476e+00
4.473684210526315930e+00 1.578947368421052655e+00 -6.433776375078119614e-01 -8.623570170783887434e-01 -2.500612284412713660e+00
4.736842105263157521e+00 1.578947368421052655e+00 -7.174484765433772893e-01 -1.079231439086116628e+00 -2.554899268994397232e+00
5.000000000000000000e+00 1.578947368421052655e+00 -7.756560133424215131e-01 -1.262052030305041761e+00 -2.590507638805160884e+00
0.000000000000000000e+00 1.842105263157894690e+00 9.960229960058382126e-01 7.980964409454445185e-01 8.952734673098015072e-01
2.631578947368420907e-01 1.842105263157894690e+00 9.943086115652086665e-01 7.739240910572566801e-01 9.093942236556963321e-01
5.263157894736841813e-01 1.842105263157894690e+00 9.918582144484267005e-01 7.471193180653272758e-01 9.252170983269368820e-01
7.894736842105263275e-01 1.842105263157894690e+00 9.883589700437862557e-01 7.174601366133844804e-01 9.428915997201121613e-01
1.052631578947368363e+00 1.842105263157894690e+00 9.831848391372397522e-01 6.892464257709558506e-01 9.593764497251106027e-01
1.315789473684210398e+00 1.842105263157894690e+00 9.757017998607404596e-01 6.592532873438393670e-01 9.765859200126700834e-01
1.578947368421052655e+00 1.842105263157894690e+00 9.643985372942760481e-01 6.283028639699491658e-01 9.933693732233297435e-01
1.842105263157894690e+00 1.842105263157894690e+00 9.457819976025485520e-01 5.993723064993388139e-01 1.005942456167298937e+00
2.105263157894736725e+00 1.842105263157894690e+00 9.180160661469243255e-01 5.676726578441558813e-01 1.016979602741217237e+00
2.368421052631578760e+00 1.842105263157894690e+00 8.703004311455213582e-01 5.275174369638832017e-01 1.025879781268083324e+00
2.631578947368420796e+00 1.842105263157894690e+00 7.821069430198954731e-01 4.502572401786701928e-01 1.048437795927263050e+00
2.894736842105262831e+00 1.842105263157894690e+00 6.246174037832563641e-01 3.229800607733595008e-01 1.093574614575840265e+00
3.157894736842105310e+00 1.842105263157894690e+00 4.043904035031626876e-01 1.373010190941225117e-01 1.243482846987064239e+00
3.421052631578947345e+00 1.842105263157894690e+00 1.512261669786025831e-01 -1.002245248687978485e-01 2.156079651870479008e+00
3.684210526315789380e+00 1.842105263157894690e+00 -1.261066355503049352e-01 -3.752391486937155518e-01 -2.817381089069769917e+00
3.947368421052631415e+00 1.842105263157894690e+00 -3.850354636330410307e-01 -6.589674006648648108e-01 -2.612796347123239382e+00
4.210526315789473450e+00 1.842105263157894690e+00 -5.659654335111448109e-01 -9.213998427678605774e-01 -2.590764532103229545e+00
4.473684210526315930e+00 1.842105263157894690e+00 -6.549899090547899316e-01 -1.125870613794057062e+00 -2.614690624975304800e+00
4.736842105263157521e+00 1.842105263157894690e+00 -7.246109369920028520e-01 -1.300328595010052712e+00 -2.633198610167650777e+00
5.000000000000000000e+00 1.842105263157894690e+00 -7.766474320637495321e-01 -1.442298198218710636e+00 -2.647637672508804663e+00
0.000000000000000000e+00 2.105263157894736725e+00 9.957120407958668373e-01 6.687925711605282597e-01 9.793360270442691418e-01
2.631578947368420907e-01 2.105263157894736725e+00 9.938880431628078771e-01 6.354236517579237020e-01 1.001957728860823904e+00
5.263157894736841813e-01 2.105263157894736725e+00 9.912915452073243205e-01 5.991977300577097099e-01 1.027102652858975063e+00
7.894736842105263275e-01 2.105263157894736725e+00 9.875858223434217376e-01 5.593580501778009362e-01 1.055457288047185527e+00
1.052631578947368363e+00 2.105263157894736725e+00 9.822358037043597001e-01 5.133760149844829312e-01 1.089184966774292995e+00
1.315789473684210398e+00 2.105263157894736725e+00 9.745364714466724365e-01 4.654700939323529463e-01 1.125202463888500759e+00
1.578947368421052655e+00 2.105263157894736725e+00 9.633069587199483141e-01 4.203558329253909154e-01 1.159336852046934041e+00
1.842105263157894690e+00 2.105263157894736725e+00 9.469800625955582252e-01 3.733385003629398069e-01 1.195264320544947578e+00
2.105263157894736725e+00 2.105263157894736725e+00 9.199160267754513676e-01 3.317176876064764635e-01 1.224713564663576948e+00
2.368421052631578760e+00 2.105263157894736725e+00 8.752482337632567777e-01 2.831492217963408331e-01 1.257915085794123478e+00
2.631578947368420796e+00 2.105263157894736725e+00 7.861399004685465375e-01 1.653822383241462246e-01 1.363447365788018617e+00
2.894736842105262831e+00 2.105263157894736725e+00 6.262633527939398537e-01 -1.991288990885187182e-02 1.602581969673268603e+00
3.157894736842105310e+00 2.105263157894736725e+00 4.050949640118042261e-01 -2.536356310297771532e-01 2.130196324586076440e+00
3.421052631578947345e+00 2.105263157894736725e+00 1.487409048483314677e-01 -5.242021053894114768e-01 2.865112519946352521e+00
3.684210526315789380e+00 2.105263157894736725e+00 -1.292961585832947957e-01 -7.932024041810955550e-01 -2.980008534046115987e+00
3.947368421052631415e+00 2.105263157894736725e+00 -3.781805319958293499e-01 -1.031295474752739860e+00 -2.790114646600882153e+00
4.210526315789473450e+00 2.105263157894736725e+00 -5.519331887626872657e-01 -1.228209157764195592e+00 -2.719254061967275149e+00
4.473684210526315930e+00 2.105263157894736725e+00 -6.436042567948445647e-01 -1.386168642807305673e+00 -2.706907032754409581e+00
4.736842105263157521e+00 2.105263157894736725e+00 -7.104574979085289677e-01 -1.501942281267644619e+00 -2.699756292630564936e+00
5.000000000000000000e+00 2.105263157894736725e+00 -7.668832392266955456e-01 -1.595804142307115647e+00 -2.693615808348854834e+00
0.000000000000000000e+00 2.368421052631578760e+00 9.952919891193119373e-01 4.569578909933252886e-01 1.140384611553787231e+00
2.631578947368420907e-01 2.368421052631578760e+00 9.932979986963101915e-01 4.096827461376285617e-01 1.179606070459761291e+00
5.263157894736841813e-01 2.368421052631578760e+00 9.904635270858404006e-01 3.593651221968406917e-01 1.222741943537701603e+00
7.894736842105263275e-01 2.368421052631578760e+00 9.864714628841801947e-01 3.037618675209710073e-01 1.272082394977609443e+00
1.052631578947368363e+00 2.368421052631578760e+00 9.808322090440120267e-01 2.444805125696701831e-01 1.326515910168501566e+00
1.315789473684210398e+00 2.368421052631578760e+00 9.728743798250862884e-01 1.819439875257773398e-01 1.385915073768566153e+00
1.578947368421052655e+00 2.368421052631578760e+00 9.617109479038983277e-01 1.159552821420555269e-01 1.450803692376926968e+00
1.842105263157894690e+00 2.368421052631578760e+00 9.461903026216078594e-01 5.013566155117643586e-02 1.517858963283638341e+00
2.105263157894736725e+00 2.368421052631578760e+00 9.241885155280002984e-01 -1.328815204826694352e-02 1.585173519588852775e+00
2.368421052631578760e+00 2.368421052631578760e+00 8.796435483383857612e-01 -1.250672433025538099e-01 1.712029187729231960e+00
2.631578947368420796e+00 2.368421052631578760e+00 7.884499385700465268e-01 -3.230069737473560965e-01 1.959613933710963041e+00
2.894736842105262831e+00 2.368421052631578760e+00 6.278887840105069618e-01 -5.631292472806137539e-01 2.301874716253095254e+00
3.157894736842105310e+00 2.368421052631578760e+00 4.115000223413083358e-01 -8.080984822391453770e-01 2.670596168360670042e+00
3.421052631578947345e+00 2.368421052631578760e+00 1.579986631338394787e-01 -1.038964767653917987e+00 2.990675777537775026e+00
3.684210526315789380e+00 2.368421052631578760e+00 -9.723801546143651109e-02 -1.224285282352466808e+00 -3.062334721654607073e+00
3.947368421052631415e+00 2.368421052631578760e+00 -3.400808064296363398e-01 -1.384463375425931897e+00 -2.900720877801512554e+00
4.210526315789473450e+00 2.368421052631578760e+00 -5.309220659660605079e-01 -1.523102599048104633e+00 -2.806184034964645413e+00
4.473684210526315930e+00 2.368421052631578760e+00 -6.264646068867336659e-01 -1.619783272728130274e+00 -2.772553404482371864e+00
4.736842105263157521e+00 2.368421052631578760e+00 -6.968449703301244913e-01 -1.694571353259812119e+00 -2.751449753715629942e+00
5.000000000000000000e+00 2.368421052631578760e+00 -7.543693132524802447e-01 -1.752996595805822899e+00 -2.735215022768958448e+00
0.000000000000000000e+00 2.631578947368420796e+00 9.948976964397640010e-01 1.759906738099009660e-01 1.395714273442886011e+00
2.631578947368420907e-01 2.631578947368420796e+00 9.927580403178355439e-01 1.100329232965308046e-01 1.460411274772456691e+00
5.263157894736841813e-01 2.631578947368420796e+00 9.897257384193858254e-01 4.112210553536521651e-02 1.529271220258417552e+00
7.894736842105263275e-01 2.631578947368420796e+00 9.854330537866720086e-01 -3.051857022064630165e-02 1.601756135477856002e+00
1.052631578947368363e+00 2.631578947368420796e+00 9.794971378255286076e-01 -1.071063314438754910e-01 1.679711883772842640e+00
1.315789473684210398e+00 2.631578947368420796e+00 9.712980743125110283e-01 -1.876412779956649901e-01 1.761631548434333228e+00
1.578947368421052655e+00 2.631578947368420796e+00 9.598866605293392418e-01 -2.701037263232516361e-01 1.845094687420956836e+00
1.842105263157894690e+00 2.631578947368420796e+00 9.436701981490942526e-01 -3.685319259706689721e-01 1.943112718593861921e+00
2.105263157894736725e+00 2.631578947368420796e+00 9.198054566126072640e-01 -5.048425104762772619e-01 2.072762278658981216e+00
2.368421052631578760e+00 2.631578947368420796e+00 8.791379030856678600e-01 -6.689204764265167524e-01 2.221225810611870966e+00
2.631578947368420796e+00 2.631578947368420796e+00 7.888274088423896657e-01 -8.762828090034728845e-01 2.408668563186527223e+00
2.894736842105262831e+00 2.631578947368420796e+00 6.288592298974993167e-01 -1.086347234227298397e+00 2.616851102339956547e+00
3.157894736842105310e+00 2.631578947368420796e+00 4.235894990853654729e-01 -1.272421816722328014e+00 2.820231954399767371e+00
3.421052631578947345e+00 2.631578947368420796e+00 1.920482379489261149e-01 -1.422679617407164754e+00 3.007413252120787028e+00
3.684210526315789380e+00 2.631578947368420796e+00 -6.304864698954704139e-02 -1.548077710960368503e+00 -3.100888093512457200e+00
3.947368421052631415e+00 2.631578947368420796e+00 -3.020422477336004441e-01 -1.639773666946120034e+00 -2.959436919694511836e+00
4.210526315789473450e+00 2.631578947368420796e+00 -5.040978187459683735e-01 -1.713286451166585733e+00 -2.855439125472537309e+00
4.473684210526315930e+00 2.631578947368420796e+00 -6.108481711381859025e-01 -1.768266251699127656e+00 -2.808976722504844759e+00
4.736842105263157521e+00 2.631578947368420796e+00 -6.822967620309401404e-01 -1.808788948935585505e+00 -2.780884172689163769e+00
5.000000000000000000e+00 2.631578947368420796e+00 -7.399155360194042963e-01 -1.841903470885938088e+00 -2.759610908077675617e+00
0.000000000000000000e+00 2.894736842105262831e+00 9.944101490230634610e-01 -1.725291794364285369e-01 1.742585237857063651e+00
2.631578947368420907e-01 2.894736842105262831e+00 9.920534358583636969e-01 -2.468546565763417577e-01 1.814675409263701411e+00
5.263157894736841813e-01 2.894736842105262831e+00 9.888151181175683924e-01 -3.263442058497462162e-01 1.889576004489888605e+00
7.894736842105263275e-01 2.894736842105262831e+00 9.842675701373120312e-01 -4.068347965094913921e-01 1.962747497489140347e+00
1.052631578947368363e+00 2.894736842105262831e+00 9.778916341080436947e-01 -4.878676201196436857e-01 2.033561488421852470e+00
1.315789473684210398e+00 2.894736842105262831e+00 9.689721063685838853e-01 -5.689713237037088422e-01 2.101743913065967639e+00
1.578947368421052655e+00 2.894736842105262831e+00 9.557890861925975035e-01 -6.884513879495002264e-01 2.195014523377771365e+00
1.842105263157894690e+00 2.894736842105262831e+00 9.368294771101794982e-01 -8.329476618524720433e-01 2.297564082113122463e+00
2.105263157894736725e+00 2.894736842105262831e+00 9.089685527799196141e-01 -9.818106113878646291e-01 2.394700337648346888e+00
