# Y X drop drop_diff a0 a1
2.794117647058823817e+00 0.000000000000000000e+00 -9.377111883865918429e-04 -9.377111883865918429e-04 9.965740916632058743e-01 3.425908336794237109e-03
2.941176470588235503e+00 0.000000000000000000e+00 3.032831154403670126e-04 3.032831154403670126e-04 9.969963287148586595e-01 3.003671285141239471e-03
3.088235294117647189e+00 0.000000000000000000e+00 -8.521925366349325515e-04 -8.521925366349325515e-04 9.973214417807482191e-01 2.678558219251776611e-03
3.235294117647058876e+00 0.000000000000000000e+00 -1.160650056943435260e-03 -1.160650056943435260e-03 9.975648591056184289e-01 2.435140894381522536e-03
3.382352941176470562e+00 0.000000000000000000e+00 -1.148969579136682739e-04 -1.148969579136682739e-04 9.977512274396438396e-01 2.248772560356228009e-03
3.529411764705882248e+00 0.000000000000000000e+00 -2.241695971005874810e-05 -2.241695971005874810e-05 9.978836751105994995e-01 2.116324889400582852e-03
3.676470588235294379e+00 0.000000000000000000e+00 -1.372822826961828113e-03 -1.372822826961828113e-03 9.979699334542291300e-01 2.030066545770882122e-03
3.823529411764706065e+00 0.000000000000000000e+00 -1.135010180408624336e-03 -1.135010180408624336e-03 9.980207860575736056e-01 1.979213942426452915e-03
3.970588235294117752e+00 0.000000000000000000e+00 4.540851543328727757e-04 4.540851543328727757e-04 9.980360155153634727e-01 1.963984484636661313e-03
4.117647058823529882e+00 0.000000000000000000e+00 1.429623948729918936e-04 1.429623948729918936e-04 9.980174654249155397e-01 1.982534575084499325e-03
4.264705882352941124e+00 0.000000000000000000e+00 -3.034379098620920701e-04 -3.034379098620920701e-04 9.979629847214945837e-01 2.037015278505431917e-03
4.411764705882353255e+00 0.000000000000000000e+00 -1.785095880861842232e-04 -1.785095880861842232e-04 9.978758450922763368e-01 2.124154907723682303e-03
4.558823529411764497e+00 0.000000000000000000e+00 -8.882373561871492740e-04 -8.882373561871492740e-04 9.977498247829437172e-01 2.250175217056273221e-03
4.705882352941176627e+00 0.000000000000000000e+00 6.095255371794117139e-04 6.095255371794117139e-04 9.975829425046548460e-01 2.417057495345240319e-03
4.852941176470588758e+00 0.000000000000000000e+00 -6.617214370920887490e-04 -6.617214370920887490e-04 9.973655970248501701e-01 2.634402975149859830e-03
5.000000000000000000e+00 0.000000000000000000e+00 1.664294738934479767e-04 1.664294738934479767e-04 9.970918341719819944e-01 2.908165828017975681e-03
0.000000000000000000e+00 1.470588235294117696e-01 -1.467886838551146766e-03 -1.485267103679629164e-01 7.478903080620836752e-01 2.521096919379163248e-01
1.470588235294117696e-01 1.470588235294117696e-01 -1.060477497000889002e-03 -1.481193010264126586e-01 7.945387386914080086e-01 2.054612613085919082e-01
2.941176470588235392e-01 1.470588235294117696e-01 -9.183072458145424832e-04 -1.479771307752263121e-01 8.350726863327809779e-01 1.649273136672189666e-01
4.411764705882352811e-01 1.470588235294117696e-01 -2.152778624201934221e-03 -1.492116021536137038e-01 8.692057738251850463e-01 1.307942261748149815e-01
5.882352941176470784e-01 1.470588235294117696e-01 -1.014328121386354198e-03 -1.480731516507981238e-01 8.973068462657495248e-01 1.026931537342505724e-01
7.352941176470588758e-01 1.470588235294117696e-01 -1.471437577444723033e-03 -1.485302611068564926e-01 9.198293704188965636e-01 8.017062958110331150e-02
8.823529411764705621e-01 1.470588235294117696e-01 -9.446165254114458065e-04 -1.480034400548232154e-01 9.377779010317911501e-01 6.222209896820879438e-02
1.029411764705882470e+00 1.470588235294117696e-01 -9.120245444185215433e-04 -1.479708480738302911e-01 9.517602887037407422e-01 4.823971129625916759e-02
1.176470588235294157e+00 1.470588235294117696e-01 -1.250607467832010045e-03 -1.483094309972437796e-01 9.625108046791478467e-01 3.748919532085217415e-02
1.323529411764705843e+00 1.470588235294117696e-01 -1.386207420308815941e-03 -1.484450309497205855e-01 9.708669207337859985e-01 2.913307926621405697e-02
1.470588235294117752e+00 1.470588235294117696e-01 -6.573653950616709096e-04 -1.477161889244734405e-01 9.772327156520930203e-01 2.276728434790698669e-02
1.617647058823529438e+00 1.470588235294117696e-01 -6.555445270062243424e-04 -1.477143680564179939e-01 9.820680343832033365e-01 1.793196561679673978e-02
1.764705882352941124e+00 1.470588235294117696e-01 -1.599703515424710787e-03 -1.486585270448364804e-01 9.857712945643778424e-01 1.422870543562228599e-02
1.911764705882353033e+00 1.470588235294117696e-01 -1.424281305868468905e-04 -1.472012516599986165e-01 9.885903518323621020e-01 1.140964816763802639e-02
2.058823529411764941e+00 1.470588235294117696e-01 -1.797960232483575282e-03 -1.488567837618953449e-01 9.907432916215448415e-01 9.256708378455109909e-03
2.205882352941176627e+00 1.470588235294117696e-01 -9.516156219417926110e-04 -1.480104391513535622e-01 9.923981515537740883e-01 7.601848446225988043e-03
2.352941176470588314e+00 1.470588235294117696e-01 -1.175110259672429436e-03 -1.482339337890841990e-01 9.936746685488432318e-01 6.325331451156726570e-03
2.500000000000000000e+00 1.470588235294117696e-01 -2.650234691161656997e-04 -1.473238469985279353e-01 9.946535826421725179e-01 5.346417357827418747e-03
2.647058823529411686e+00 1.470588235294117696e-01 7.376863543586686944e-04 -1.463211371750531009e-01 9.954173307424515338e-01 4.582669257548406365e-03
2.794117647058823817e+00 1.470588235294117696e-01 -9.566785522248100193e-04 -1.480155020816365796e-01 9.960004586011579342e-01 3.999541398842183793e-03
2.941176470588235503e+00 1.470588235294117696e-01 -5.576161613018992824e-04 -1.476164396907136689e-01 9.964509378804435880e-01 3.549062119556308393e-03
3.088235294117647189e+00 1.470588235294117696e-01 -8.516443528370221117e-04 -1.479104678822487917e-01 9.967965614122590301e-01 3.203438587740923063e-03
3.235294117647058876e+00 1.470588235294117696e-01 -9.086494937897704460e-04 -1.479674730232015400e-01 9.970570759504481240e-01 2.942924049551827025e-03
3.382352941176470562e+00 1.470588235294117696e-01 -2.082503231146670686e-04 -1.472670738525264367e-01 9.972506064269570647e-01 2.749393573042893234e-03
3.529411764705882248e+00 1.470588235294117696e-01 -7.147431317333641232e-04 -1.477735666611451337e-01 9.973817046740852676e-01 2.618295325914757506e-03
3.676470588235294379e+00 1.470588235294117696e-01 -7.076197926747518352e-05 -1.471295855086792448e-01 9.974627952767705086e-01 2.537204723229618923e-03
3.823529411764706065e+00 1.470588235294117696e-01 -2.077176320200990745e-04 -1.472665411614318687e-01 9.974987308795498775e-01 2.501269120450094318e-03
3.970588235294117752e+00 1.470588235294117696e-01 -1.694031624354774834e-03 -1.487528551537665444e-01 9.974908026817034257e-01 2.509197318296714843e-03
4.117647058823529882e+00 1.470588235294117696e-01 -2.688011760103581338e-04 -1.473276247054221277e-01 9.974388947446723996e-01 2.561105255327651969e-03
4.264705882352941124e+00 1.470588235294117696e-01 -1.012718733671702509e-03 -1.480715422630834721e-01 9.973442612670515572e-01 2.655738732948460541e-03
4.411764705882353255e+00 1.470588235294117696e-01 2.087146933795747117e-04 -1.468501088360321949e-01 9.972013308040462709e-01 2.798669195953684425e-03
4.558823529411764497e+00 1.470588235294117696e-01 -2.436425871050751368e-04 -1.473024661165168447e-01 9.970059670855894174e-01 2.994032914410493709e-03
4.705882352941176627e+00 1.470588235294117696e-01 -3.852531326968833270e-04 -1.474440766621086529e-01 9.967514436774091990e-01 3.248556322590830884e-03
4.852941176470588758e+00 1.470588235294117696e-01 -5.411341121606128013e-04 -1.475999576415723824e-01 9.964310398804148150e-01 3.568960119585274336e-03
5.000000000000000000e+00 1.470588235294117696e-01 -2.945483462934994634e-04 -1.473533718757052691e-01 9.960262413627118949e-01 3.973758637288072118e-03
0.000000000000000000e+00 2.941176470588235392e-01 -1.781491656498879195e-03 -2.958991387153224184e-01 7.486420937597261238e-01 2.513579062402738762e-01
1.470588235294117696e-01 2.941176470588235392e-01 -8.012351716921717326e-04 -2.949188822305157109e-01 7.941433233314034723e-01 2.058566766685965554e-01
2.941176470588235392e-01 2.941176470588235392e-01 -2.450265263919337855e-03 -2.965679123227428771e-01 8.338085715748215776e-01 1.661914284251783114e-01
4.411764705882352811e-01 2.941176470588235392e-01 -1.737312357022569032e-03 -2.958549594158461082e-01 8.673076719692294212e-01 1.326923280307705233e-01
5.882352941176470784e-01 2.941176470588235392e-01 -9.747593440843083101e-04 -2.950924064029078475e-01 8.950115534963800634e-01 1.049884465036199921e-01
7.352941176470588758e-01 2.941176470588235392e-01 -1.972524837071221171e-03 -2.960901718958947604e-01 9.174621965679941038e-01 8.253780343200593783e-02
8.823529411764705621e-01 2.941176470588235392e-01 -1.773983024027536715e-03 -2.958916300828510759e-01 9.353808769054875460e-01 6.461912309451248171e-02
1.029411764705882470e+00 2.941176470588235392e-01 -1.071364953011633148e-03 -2.951890120118351724e-01 9.494589855476273099e-01 5.054101445237269008e-02
1.176470588235294157e+00 2.941176470588235392e-01 -1.488027652094103814e-03 -2.956056747109176430e-01 9.604194286354369448e-01 3.958057136456299280e-02
1.323529411764705843e+00 2.941176470588235392e-01 -1.405221166802528288e-03 -2.955228682256260675e-01 9.688836224992757318e-01 3.111637750072429598e-02
1.470588235294117752e+00 2.941176470588235392e-01 -4.969984186546927418e-04 -2.946146454774782319e-01 9.754450680774562343e-01 2.455493192254380730e-02
1.617647058823529438e+00 2.941176470588235392e-01 -1.162446054899790582e-03 -2.952800931137233298e-01 9.804696975247392254e-01 1.953030247526070864e-02
1.764705882352941124e+00 2.941176470588235392e-01 -1.681854123275039470e-03 -2.957995011820985787e-01 9.843264953029051689e-01 1.567350469709481026e-02
1.911764705882353033e+00 2.941176470588235392e-01 -7.466646118179376401e-04 -2.948643116706414768e-01 9.873039759629581580e-01 1.269602403704176569e-02
2.058823529411764941e+00 2.941176470588235392e-01 -1.481755512536597763e-03 -2.955994025713601370e-01 9.895904896275536933e-01 1.040951037244620958e-02
2.205882352941176627e+00 2.941176470588235392e-01 -1.182363920733786600e-03 -2.953000109795573258e-01 9.913635747740779935e-01 8.636425225921938800e-03
2.352941176470588314e+00 2.941176470588235392e-01 -9.331088258692776805e-04 -2.950507558846928169e-01 9.927263014149450004e-01 7.273698585054962258e-03
2.500000000000000000e+00 2.941176470588235392e-01 -3.510298689761714996e-04 -2.944686769277997107e-01 9.937856310249503222e-01 6.214368975049789669e-03
2.647058823529411686e+00 2.941176470588235392e-01 -1.752132729824218416e-04 -2.942928603318059610e-01 9.946033681944016491e-01 5.396631805598227707e-03
2.794117647058823817e+00 2.941176470588235392e-01 -2.440404419994379737e-04 -2.943616875008229772e-01 9.952405497788544553e-01 4.759450221145550795e-03
2.941176470588235503e+00 2.941176470588235392e-01 -1.943852657059874645e-03 -2.960614997158834139e-01 9.957250852208445746e-01 4.274914779155377688e-03
3.088235294117647189e+00 2.941176470588235392e-01 -2.910545262939656652e-04 -2.944087015851175049e-01 9.960967079250557799e-01 3.903292074944234025e-03
3.235294117647058876e+00 2.941176470588235392e-01 -1.228087555154910859e-03 -2.953457346139784501e-01 9.963715349766686380e-01 3.628465023331502951e-03
3.382352941176470562e+00 2.941176470588235392e-01 -1.093876492978207438e-03 -2.952115235518017466e-01 9.965664369364628516e-01 3.433563063537212971e-03
3.529411764705882248e+00 2.941176470588235392e-01 -6.685241515356210584e-04 -2.947861712103591603e-01 9.966930107053880716e-01 3.306989294611945712e-03
3.676470588235294379e+00 2.941176470588235392e-01 8.851332400667821787e-04 -2.932325138187567570e-01 9.967565433670503294e-01 3.243456632949600314e-03
3.823529411764706065e+00 2.941176470588235392e-01 -5.879053331672157157e-04 -2.947055523919907549e-01 9.967667505596048416e-01 3.233249440395214759e-03
3.970588235294117752e+00 2.941176470588235392e-01 -3.003756294797099713e-04 -2.944180226883032492e-01 9.967163117304773667e-01 3.283688269522617650e-03
4.117647058823529882e+00 2.941176470588235392e-01 -9.835908753956790207e-04 -2.951012379342192182e-01 9.966114178266451962e-01 3.388582173354691505e-03
4.264705882352941124e+00 2.941176470588235392e-01 -6.965228759785446755e-04 -2.948141699348020839e-01 9.964462645833105370e-01 3.553735416689334653e-03
4.411764705882353255e+00 2.941176470588235392e-01 -4.408986066501974221e-04 -2.945585456654737366e-01 9.962161292930947765e-01 3.783870706905154580e-03
4.558823529411764497e+00 2.941176470588235392e-01 3.073902135659611901e-04 -2.938102568452575780e-01 9.959140634983415508e-01 4.085936501658494341e-03
4.705882352941176627e+00 2.941176470588235392e-01 2.403754166406812942e-04 -2.938772716421828579e-01 9.955242701526637594e-01 4.475729847336273534e-03
4.852941176470588758e+00 2.941176470588235392e-01 6.664735471202387629e-04 -2.934511735117033004e-01 9.950362147035168858e-01 4.963785296482993610e-03
5.000000000000000000e+00 2.941176470588235392e-01 -4.693268577391496166e-04 -2.945869739165626888e-01 9.944325421647501884e-01 5.567457835249868016e-03
0.000000000000000000e+00 4.411764705882352811e-01 -1.923379491565846422e-03 -4.430998500798011275e-01 7.484752183686114169e-01 2.515247816313885831e-01
1.470588235294117696e-01 4.411764705882352811e-01 -2.481593326487452345e-03 -4.436580639147227334e-01 7.928745586528299638e-01 2.071254413471700639e-01
2.941176470588235392e-01 4.411764705882352811e-01 -2.161855705721471566e-03 -4.433383262939567526e-01 8.315520022707035830e-01 1.684479977292964448e-01
4.411764705882352811e-01 4.411764705882352811e-01 -1.675032928469821769e-03 -4.428515035167051028e-01 8.644965888515890873e-01 1.355034111484109127e-01
5.882352941176470784e-01 4.411764705882352811e-01 -1.552067160723868966e-03 -4.427285377489591500e-01 8.920018764317787507e-01 1.079981235682213048e-01
7.352941176470588758e-01 4.411764705882352811e-01 -8.642286776854302133e-04 -4.420406992659207113e-01 9.143691325445022500e-01 8.563086745549770840e-02
8.823529411764705621e-01 4.411764705882352811e-01 -1.976257416714810589e-03 -4.431527280049500916e-01 9.322737512161779483e-01 6.772624878382209335e-02
1.029411764705882470e+00 4.411764705882352811e-01 -1.191681401828903475e-03 -4.423681519900641845e-01 9.465311023743512298e-01 5.346889762564879800e-02
1.176470588235294157e+00 4.411764705882352811e-01 -5.371044773194721955e-04 -4.417135750655547533e-01 9.577151086031105987e-01 4.228489139688932502e-02
1.323529411764705843e+00 4.411764705882352811e-01 -9.710624488799002307e-04 -4.421475330371151813e-01 9.664345585310160081e-01 3.356544146898389480e-02
1.470588235294117752e+00 4.411764705882352811e-01 -1.107753680924528084e-03 -4.422842242691598091e-01 9.731982361327918829e-01 2.680176386720823853e-02
1.617647058823529438e+00 4.411764705882352811e-01 -1.014236299482051962e-03 -4.421907068877173330e-01 9.784455674411687287e-01 2.155443255883123660e-02
1.764705882352941124e+00 4.411764705882352811e-01 -4.851988157601461182e-04 -4.416616694039954272e-01 9.825411739953872070e-01 1.745882600461274095e-02
1.911764705882353033e+00 4.411764705882352811e-01 -9.351035047764355568e-04 -4.421115740930117166e-01 9.856949753129390368e-01 1.430502468706094758e-02
2.058823529411764941e+00 4.411764705882352811e-01 -6.739059383615852994e-04 -4.418503765265968664e-01 9.881304109472980324e-01 1.186958905270206303e-02
2.205882352941176627e+00 4.411764705882352811e-01 9.281974494967926148e-05 -4.410836508432856018e-01 9.900307235288741126e-01 9.969276471125864889e-03
2.352941176470588314e+00 4.411764705882352811e-01 -1.601039051760677623e-03 -4.427775096399959587e-01 9.915098727671112222e-01 8.490127232888913106e-03
2.500000000000000000e+00 4.411764705882352811e-01 -9.207422372607965144e-04 -4.420972128254960776e-01 9.926516769355666625e-01 7.348323064433455454e-03
2.647058823529411686e+00 4.411764705882352811e-01 -4.431503360049493523e-04 -4.416196209242402304e-01 9.935449135767165929e-01 6.455086423283439186e-03
2.794117647058823817e+00 4.411764705882352811e-01 -1.045479215231459591e-03 -4.422219498034667406e-01 9.942269420529636914e-01 5.773057947036387520e-03
2.941176470588235503e+00 4.411764705882352811e-01 -1.340132260446935675e-03 -4.425166028486822167e-01 9.947576134662926561e-01 5.242386533707428867e-03
3.088235294117647189e+00 4.411764705882352811e-01 -8.877585634237128431e-04 -4.420642291516589939e-01 9.951471139844522140e-01 4.852886015547730469e-03
3.235294117647058876e+00 4.411764705882352811e-01 6.660517445555846905e-04 -4.405104188436796964e-01 9.954330139220263218e-01 4.566986077973778785e-03
3.382352941176470562e+00 4.411764705882352811e-01 -1.204819025081738104e-03 -4.423812896133170192e-01 9.956225911431866304e-01 4.377408856813233377e-03
3.529411764705882248e+00 4.411764705882352811e-01 -4.580990529423623059e-04 -4.416345696411776434e-01 9.957320739362514050e-01 4.267926063748517761e-03
3.676470588235294379e+00 4.411764705882352811e-01 6.274614427850266907e-04 -4.405490091454502544e-01 9.957611713773892870e-01 4.238828622610641902e-03
3.823529411764706065e+00 4.411764705882352811e-01 -3.752946334720785870e-04 -4.415517652217073596e-01 9.957191875768728329e-01 4.280812423127085611e-03
3.970588235294117752e+00 4.411764705882352811e-01 -8.892767039259119599e-04 -4.420657472921611930e-01 9.956049545430798453e-01 4.395045456920262245e-03
4.117647058823529882e+00 4.411764705882352811e-01 -1.468092974259427308e-04 -4.413232798856612238e-01 9.954129621247053139e-01 4.587037875294737270e-03
4.264705882352941124e+00 4.411764705882352811e-01 -1.216236135292980691e-05 -4.411886329495882109e-01 9.951362773429072162e-01 4.863722657092771698e-03
4.411764705882353255e+00 4.411764705882352811e-01 -1.144572651939679275e-03 -4.423210432401749603e-01 9.947621727497506505e-01 5.237827250249252331e-03
4.558823529411764497e+00 4.411764705882352811e-01 -3.191255944654525223e-04 -4.414955961827007336e-01 9.942905124452355858e-01 5.709487554764425439e-03
4.705882352941176627e+00 4.411764705882352811e-01 -5.526106334792224573e-04 -4.417290812217145035e-01 9.936898987301038266e-01 6.310101269896257505e-03
4.852941176470588758e+00 4.411764705882352811e-01 1.205844158047586490e-04 -4.410558861724305224e-01 9.929311751429141797e-01 7.068824857085906181e-03
5.000000000000000000e+00 4.411764705882352811e-01 1.023890294617801899e-03 -4.401525802936174792e-01 9.920134951252972400e-01 7.986504874702819029e-03
0.000000000000000000e+00 5.882352941176470784e-01 -1.429879067042172380e-03 -5.896651731846892508e-01 7.474340349977987019e-01 2.525659650022013536e-01
1.470588235294117696e-01 5.882352941176470784e-01 -1.249864755292540153e-03 -5.894851588729396186e-01 7.905982477463914249e-01 2.094017522536086029e-01
2.941176470588235392e-01 5.882352941176470784e-01 -2.391122743479190405e-04 -5.884744063919949975e-01 8.284315171093871166e-01 1.715684828906128001e-01
4.411764705882352811e-01 5.882352941176470784e-01 -1.989685791039308427e-03 -5.902249799086863868e-01 8.608878910933317474e-01 1.391121089066682803e-01
5.882352941176470784e-01 5.882352941176470784e-01 -1.310317443242725588e-03 -5.895456115608898040e-01 8.880798331297258263e-01 1.119201668702740904e-01
7.352941176470588758e-01 5.882352941176470784e-01 -1.633507576378034898e-03 -5.898688016940251133e-01 9.104259437617069350e-01 8.957405623829310659e-02
8.823529411764705621e-01 5.882352941176470784e-01 -1.383112057650404125e-03 -5.896184061752974825e-01 9.284873512811038232e-01 7.151264871889617680e-02
1.029411764705882470e+00 5.882352941176470784e-01 -4.264729447951420838e-04 -5.886617670624422205e-01 9.429523746827359609e-01 5.704762531726396274e-02
1.176470588235294157e+00 5.882352941176470784e-01 -1.184335411783532521e-03 -5.894196295294306109e-01 9.544283582222666817e-01 4.557164177773325581e-02
1.323529411764705843e+00 5.882352941176470784e-01 -1.100103488223647119e-03 -5.893353976058707255e-01 9.634367621872329535e-01 3.656323781276699797e-02
1.470588235294117752e+00 5.882352941176470784e-01 -4.682000287679066730e-04 -5.887034941464149851e-01 9.704725310319201048e-01 2.952746896807982580e-02
1.617647058823529438e+00 5.882352941176470784e-01 -4.636657803873678318e-04 -5.886989598980344462e-01 9.760072333847052972e-01 2.399276661529469237e-02
1.764705882352941124e+00 5.882352941176470784e-01 -7.350794334155530407e-04 -5.889703735510626315e-01 9.802920997592484698e-01 1.970790024075147473e-02
1.911764705882353033e+00 5.882352941176470784e-01 -9.160751279235768152e-05 -5.883269016304394361e-01 9.836662405868091819e-01 1.633375941319084243e-02
2.058823529411764941e+00 5.882352941176470784e-01 -4.616865770223910204e-04 -5.886969806946694694e-01 9.862762240990819995e-01 1.372377590091799528e-02
2.205882352941176627e+00 5.882352941176470784e-01 -8.636509293029615009e-04 -5.890989450469500399e-01 9.883207456306782879e-01 1.167925436932173988e-02
2.352941176470588314e+00 5.882352941176470784e-01 -4.301452276291861665e-04 -5.886654393452762646e-01 9.899235210602409518e-01 1.007647893975907941e-02
2.500000000000000000e+00 5.882352941176470784e-01 -8.257099809314549788e-04 -5.890610040985785334e-01 9.911723891723043245e-01 8.827610827695758777e-03
2.647058823529411686e+00 5.882352941176470784e-01 -9.388948953381603957e-04 -5.891741890129852388e-01 9.921387347143293400e-01 7.861265285670720679e-03
2.794117647058823817e+00 5.882352941176470784e-01 2.881327074477635364e-04 -5.879471614101993149e-01 9.928890088614131804e-01 7.110991138586707748e-03
2.941176470588235503e+00 5.882352941176470784e-01 -1.555653174761362223e-03 -5.897909472924084406e-01 9.934563512668943552e-01 6.543648733105714155e-03
3.088235294117647189e+00 5.882352941176470784e-01 8.474756072678335528e-04 -5.873878185103792449e-01 9.938592688020203569e-01 6.140731197979498214e-03
3.235294117647058876e+00 5.882352941176470784e-01 -2.835640780221027057e-04 -5.885188581956691811e-01 9.941451257391069607e-01 5.854874260893047112e-03
3.382352941176470562e+00 5.882352941176470784e-01 2.401351684897523597e-04 -5.879951589491573261e-01 9.943224547999532925e-01 5.677545200046678862e-03
3.529411764705882248e+00 5.882352941176470784e-01 3.118536964767937292e-04 -5.879234404211702847e-01 9.943875691556536278e-01 5.612430844346393000e-03
3.676470588235294379e+00 5.882352941176470784e-01 -6.944959426704588878e-04 -5.889297900603175373e-01 9.943608523397048371e-01 5.639147660295068358e-03
3.823529411764706065e+00 5.882352941176470784e-01 4.247596531452568769e-04 -5.878105344645018215e-01 9.942303582936437012e-01 5.769641706356395082e-03
3.970588235294117752e+00 5.882352941176470784e-01 -1.029483052241708663e-04 -5.883382424228712493e-01 9.940009109610415949e-01 5.999089038958383378e-03
4.117647058823529882e+00 5.882352941176470784e-01 -2.648930186219811134e-04 -5.885001871362690595e-01 9.936583797962739162e-01 6.341620203726141061e-03
4.264705882352941124e+00 5.882352941176470784e-01 -5.789382181773383707e-04 -5.888142323358244168e-01 9.932081681432292086e-01 6.791831856770802651e-03
4.411764705882353255e+00 5.882352941176470784e-01 3.405178696531674376e-04 -5.878947762479939110e-01 9.926049264705971709e-01 7.395073529402777096e-03
4.558823529411764497e+00 5.882352941176470784e-01 -4.395441521749532399e-04 -5.886748382698220317e-01 9.918564426060713091e-01 8.143557393928791549e-03
4.705882352941176627e+00 5.882352941176470784e-01 -4.968114696830561172e-04 -5.887321055873301345e-01 9.909022336442090406e-01 9.097766355791039178e-03
4.852941176470588758e+00 5.882352941176470784e-01 -7.227693166256266011e-05 -5.883075710493096411e-01 9.897249404340867640e-01 1.027505956591321344e-02
5.000000000000000000e+00 5.882352941176470784e-01 7.797851021329460508e-04 -5.874555090155141324e-01 9.882922388285738657e-01 1.170776117142607528e-02
0.000000000000000000e+00 7.352941176470588758e-01 -9.095968454513325696e-04 -7.362037144925102083e-01 7.455109713686769446e-01 2.544890286313229999e-01
1.470588235294117696e-01 7.352941176470588758e-01 -1.338242948789813980e-03 -7.366323605958486898e-01 7.875495316179493832e-01 2.124504683820505335e-01
2.941176470588235392e-01 7.352941176470588758e-01 -2.139448157671752782e-03 -7.374335658047306286e-01 8.245045956578894719e-01 1.754954043421105558e-01
4.411764705882352811e-01 7.352941176470588758e-01 -1.007657892764468599e-03 -7.363017755398233444e-01 8.564419603385230451e-01 1.435580396614770382e-01
5.882352941176470784e-01 7.352941176470588758e-01 -1.124571766656146110e-03 -7.364186894137150219e-01 8.833968080482466068e-01 1.166031919517532683e-01
7.352941176470588758e-01 7.352941176470588758e-01 -4.972943654288908277e-04 -7.357914120124877666e-01 9.057610687415316164e-01 9.423893125846832808e-02
8.823529411764705621e-01 7.352941176470588758e-01 -1.199416003316633450e-03 -7.364935336503755092e-01 9.238812439759533923e-01 7.611875602404651053e-02
1.029411764705882470e+00 7.352941176470588758e-01 -9.539073794857522159e-04 -7.362480250265446280e-01 9.386123338018113049e-01 6.138766619818871589e-02
1.176470588235294157e+00 7.352941176470588758e-01 -1.835595068361284277e-03 -7.371297127154201601e-01 9.503878109864229984e-01 4.961218901357691835e-02
1.323529411764705843e+00 7.352941176470588758e-01 -1.028092964055149494e-03 -7.363222106111140253e-01 9.597223898702322842e-01 4.027761012976766031e-02
1.470588235294117752e+00 7.352941176470588758e-01 -1.304212945202998242e-03 -7.365983305922618740e-01 9.671179486034501283e-01 3.288205139654983705e-02
1.617647058823529438e+00 7.352941176470588758e-01 -1.106017103638556875e-03 -7.364001347506974327e-01 9.729239768362060170e-01 2.707602316379411136e-02
1.764705882352941124e+00 7.352941176470588758e-01 -4.739222616969573920e-04 -7.357680399087558332e-01 9.775086070299805474e-01 2.249139297001954280e-02
1.911764705882353033e+00 7.352941176470588758e-01 -1.415614840603041102e-04 -7.354356791311191799e-01 9.810927145256040927e-01 1.890728547439579632e-02
