# Y X aX aY aR
4.210526315789473450e+00 5.263157894736841813e-01 -8.673066492707952602e-01 -2.538086325742172633e-01 -1.855487240779628566e+00
4.473684210526315930e+00 5.263157894736841813e-01 -9.105264751521435773e-01 -4.669048052282862571e-01 -2.044619967924666160e+00
4.736842105263157521e+00 5.263157894736841813e-01 -9.426278541770760633e-01 -7.658817241211044458e-01 -2.253110704288942223e+00
5.000000000000000000e+00 5.263157894736841813e-01 -9.654625930042128878e-01 -1.140777655685947023e+00 -2.439239082498761757e+00
0.000000000000000000e+00 7.894736842105263275e-01 9.993070524532929877e-01 1.062248999898571800e-01 1.464895444242673594e+00
2.631578947368420907e-01 7.894736842105263275e-01 9.988005172874134807e-01 1.397343114945583942e-01 1.431796383394623007e+00
5.263157894736841813e-01 7.894736842105263275e-01 9.978891402343950112e-01 1.745389455435314430e-01 1.397639780349992256e+00
7.894736842105263275e-01 7.894736842105263275e-01 9.961597636177743631e-01 2.088103955947725465e-01 1.364172547078074782e+00
1.052631578947368363e+00 7.894736842105263275e-01 9.924814623153437321e-01 2.360664327108915606e-01 1.337280742137302969e+00
1.315789473684210398e+00 7.894736842105263275e-01 9.853059011957303603e-01 2.626969388158097996e-01 1.310242545550040827e+00
1.578947368421052655e+00 7.894736842105263275e-01 9.713804761333966198e-01 2.886944207715115285e-01 1.281910179635392444e+00
1.842105263157894690e+00 7.894736842105263275e-01 9.441382077532485262e-01 3.243751964861703030e-01 1.239863480047364241e+00
2.105263157894736725e+00 7.894736842105263275e-01 8.825604356090361868e-01 3.426239101354816574e-01 1.200489833398982853e+00
2.368421052631578760e+00 7.894736842105263275e-01 7.434081505133496304e-01 3.341888257013276853e-01 1.148328219263655248e+00
2.631578947368420796e+00 7.894736842105263275e-01 4.604530124873784658e-01 3.058828580983297130e-01 9.844280653894804667e-01
2.894736842105262831e+00 7.894736842105263275e-01 7.623576111959162738e-02 2.658275977806919821e-01 2.792906521993970270e-01
3.157894736842105310e+00 7.894736842105263275e-01 -3.160992676608432306e-01 2.056514879927912043e-01 -9.940054207074942028e-01
3.421052631578947345e+00 7.894736842105263275e-01 -5.900325661555312351e-01 6.502919018843478227e-02 -1.461026466964982617e+00
3.684210526315789380e+00 7.894736842105263275e-01 -7.268709429500190833e-01 -1.077517561661750500e-01 -1.717965108860362689e+00
3.947368421052631415e+00 7.894736842105263275e-01 -8.153392508562851138e-01 -2.911155840390522442e-01 -1.913736502623140767e+00
4.210526315789473450e+00 7.894736842105263275e-01 -8.737050174302645189e-01 -4.772609129420974927e-01 -2.070755501612053351e+00
4.473684210526315930e+00 7.894736842105263275e-01 -9.156825569364592798e-01 -6.748939630716301874e-01 -2.205950807078121301e+00
4.736842105263157521e+00 7.894736842105263275e-01 -9.491583874009827948e-01 -1.057566970697556785e+00 -2.410164658886479128e+00
5.000000000000000000e+00 7.894736842105263275e-01 -9.693266773611566300e-01 -1.374515304170124130e+00 -2.527376293759931780e+00
0.000000000000000000e+00 1.052631578947368363e+00 9.994013636793497302e-01 -8.598872256540079917e-02 1.656625177922850467e+00
2.631578947368420907e-01 1.052631578947368363e+00 9.989779133759240093e-01 -5.505180523213348831e-02 1.625848772668725850e+00
5.263157894736841813e-01 1.052631578947368363e+00 9.982309949341183763e-01 -1.841950393584312895e-02 1.589246378892067657e+00
7.894736842105263275e-01 1.052631578947368363e+00 9.968824292074693894e-01 2.007669964156932885e-02 1.550659563068887525e+00
1.052631578947368363e+00 1.052631578947368363e+00 9.942611012697795125e-01 5.684415842770340621e-02 1.513686233028832095e+00
1.315789473684210398e+00 1.052631578947368363e+00 9.887744274570766656e-01 8.717183231555603040e-02 1.482862182160689102e+00
1.578947368421052655e+00 1.052631578947368363e+00 9.780998238043994153e-01 1.169429837330016042e-01 1.451799797546585280e+00
1.842105263157894690e+00 1.052631578947368363e+00 9.572695979825580626e-01 1.444146696814029296e-01 1.421064410632974617e+00
2.105263157894736725e+00 1.052631578947368363e+00 9.063152743918225784e-01 1.488747765670225265e-01 1.407986496250686725e+00
2.368421052631578760e+00 1.052631578947368363e+00 7.817642505438124889e-01 1.165895582767123573e-01 1.422751017129814111e+00
2.631578947368420796e+00 1.052631578947368363e+00 5.292460621451535729e-01 8.069291156172331281e-02 1.419493892422735382e+00
2.894736842105262831e+00 1.052631578947368363e+00 1.303825685771944354e-01 5.310069942379591623e-02 1.184039838546239842e+00
3.157894736842105310e+00 1.052631578947368363e+00 -2.936781166328849557e-01 -1.287272664571070813e-02 -1.614601061409589589e+00
3.421052631578947345e+00 1.052631578947368363e+00 -5.893746196277307448e-01 -1.487003206350532292e-01 -1.817940282808091723e+00
3.684210526315789380e+00 1.052631578947368363e+00 -7.327641604994759028e-01 -3.319439325411145392e-01 -1.996144254359677461e+00
3.947368421052631415e+00 1.052631578947368363e+00 -8.221974484975864694e-01 -5.246536281149913883e-01 -2.138768610743260634e+00
4.210526315789473450e+00 1.052631578947368363e+00 -8.801254783745746657e-01 -7.125132342902222859e-01 -2.251338626152070255e+00
4.473684210526315930e+00 1.052631578947368363e+00 -9.237402103237932760e-01 -1.002013420101855123e+00 -2.396817624586088602e+00
4.736842105263157521e+00 1.052631578947368363e+00 -9.544171233495468698e-01 -1.320484716212607879e+00 -2.515742541062452098e+00
5.000000000000000000e+00 1.052631578947368363e+00 -9.729340596719258105e-01 -1.576205889486267386e+00 -2.588576157545745993e+00
0.000000000000000000e+00 1.315789473684210398e+00 9.994517361438250980e-01 -2.659560439224772921e-01 1.830871408143462942e+00
2.631578947368420907e-01 1.315789473684210398e+00 9.990935841311119336e-01 -2.486154611835431627e-01 1.814683883045275614e+00
5.263157894736841813e-01 1.315789473684210398e+00 9.984925563396762627e-01 -2.284565390872722590e-01 1.795726079597392388e+00
7.894736842105263275e-01 1.315789473684210398e+00 9.973914124970044703e-01 -1.894856360202968881e-01 1.758540146282523198e+00
1.052631578947368363e+00 1.315789473684210398e+00 9.953967038949407264e-01 -1.480296123623263682e-01 1.718428519779850339e+00
1.315789473684210398e+00 1.315789473684210398e+00 9.914277470195789199e-01 -1.096471214864171984e-01 1.680943871262299494e+00
1.578947368421052655e+00 1.315789473684210398e+00 9.832549899760556489e-01 -7.676847754781779276e-02 1.648714117138360358e+00
1.842105263157894690e+00 1.315789473684210398e+00 9.658253237951739401e-01 -6.143034266293623258e-02 1.634314753466344250e+00
2.105263157894736725e+00 1.315789473684210398e+00 9.218571358399658688e-01 -9.248834665659766419e-02 1.670790004655383632e+00
2.368421052631578760e+00 1.315789473684210398e+00 8.149951976472216142e-01 -1.374699826268112046e-01 1.737899216159038085e+00
2.631578947368420796e+00 1.315789473684210398e+00 5.920029662014478777e-01 -1.786174041670989254e-01 1.863827675278503460e+00
2.894736842105262831e+00 1.315789473684210398e+00 2.187474888776492765e-01 -2.110279928279564787e-01 2.338234726599664803e+00
3.157894736842105310e+00 1.315789473684210398e+00 -2.505709254575678724e-01 -2.868060850232827530e-01 -2.423522251984363329e+00
3.421052631578947345e+00 1.315789473684210398e+00 -5.802816190587307688e-01 -4.121219367094502983e-01 -2.188341969751467442e+00
3.684210526315789380e+00 1.315789473684210398e+00 -7.365523291092037628e-01 -5.859683616988382582e-01 -2.242821413910202732e+00
3.947368421052631415e+00 1.315789473684210398e+00 -8.257311290111448709e-01 -7.627906139412135023e-01 -2.316593137931674651e+00
4.210526315789473450e+00 1.315789473684210398e+00 -8.877000701581674313e-01 -9.620236162367092891e-01 -2.396353778183585526e+00
4.473684210526315930e+00 1.315789473684210398e+00 -9.314450743740354532e-01 -1.284659999906870409e+00 -2.514250494028793970e+00
4.736842105263157521e+00 1.315789473684210398e+00 -9.594442011715054175e-01 -1.566510793674274149e+00 -2.592052907705496345e+00
5.000000000000000000e+00 1.315789473684210398e+00 -9.762136649647352726e-01 -1.752021936179416262e+00 -2.633244066475324718e+00
0.000000000000000000e+00 1.578947368421052655e+00 9.994951701734073879e-01 -4.499799647407581871e-01 1.993822582833578938e+00
2.631578947368420907e-01 1.578947368421052655e+00 9.991698440612986065e-01 -4.353229186015886709e-01 1.981682011538440813e+00
5.263157894736841813e-01 1.578947368421052655e+00 9.986276731288921127e-01 -4.175589204984103686e-01 1.966835990545044988e+00
7.894736842105263275e-01 1.578947368421052655e+00 9.977318146517044628e-01 -3.998180867251955872e-01 1.951929279383004090e+00
1.052631578947368363e+00 1.578947368421052655e+00 9.961541251543113429e-01 -3.694284156145803966e-01 1.925927797032257471e+00
1.315789473684210398e+00 1.578947368421052655e+00 9.932053430254825788e-01 -3.260439711435157983e-01 1.887987027751212965e+00
1.578947368421052655e+00 1.578947368421052655e+00 9.871786467699590339e-01 -2.876538550738112487e-01 1.854335318908293617e+00
1.842105263157894690e+00 1.578947368421052655e+00 9.720776257428496159e-01 -2.928178914267869359e-01 1.863380187300958779e+00
2.105263157894736725e+00 1.578947368421052655e+00 9.336065203861076967e-01 -3.441801465426573836e-01 1.923994039723097238e+00
2.368421052631578760e+00 1.578947368421052655e+00 8.428854549220881065e-01 -4.075751180643789606e-01 2.021195482985937542e+00
2.631578947368420796e+00 1.578947368421052655e+00 6.484275298398383125e-01 -4.590514230872312362e-01 2.186835033504841430e+00
2.894736842105262831e+00 1.578947368421052655e+00 2.941285576132401935e-01 -5.186887368999939518e-01 2.625744621448674376e+00
3.157894736842105310e+00 1.578947368421052655e+00 -1.744214461407831984e-01 -5.986413444465954470e-01 -2.858079183818498237e+00
3.421052631578947345e+00 1.578947368421052655e+00 -5.650989449360452888e-01 -6.871658071661886913e-01 -2.453364386042327983e+00
3.684210526315789380e+00 1.578947368421052655e+00 -7.367918191225659719e-01 -8.468360332385787004e-01 -2.425571650167915205e+00
3.947368421052631415e+00 1.578947368421052655e+00 -8.275756396119180458e-01 -1.011157483380399347e+00 -2.455706193734793263e+00
4.210526315789473450e+00 1.578947368421052655e+00 -8.959246883363325420e-01 -1.286941599758244070e+00 -2.533444636656829285e+00
4.473684210526315930e+00 1.578947368421052655e+00 -9.400583943429559053e-01 -1.567300600737314031e+00 -2.601324216385646260e+00
4.736842105263157521e+00 1.578947368421052655e+00 -9.649669247975700692e-01 -1.748525738853088596e+00 -2.637311357627440955e+00
5.000000000000000000e+00 1.578947368421052655e+00 -9.794802248675353873e-01 -1.860329453832510138e+00 -2.656963426957569485e+00
0.000000000000000000e+00 1.842105263157894690e+00 9.995344972205197909e-01 -6.284732708220481801e-01 2.132099167955074481e+00
2.631578947368420907e-01 1.842105263157894690e+00 9.992335846146742639e-01 -6.156951689673429984e-01 2.123018888401381421e+00
5.263157894736841813e-01 1.842105263157894690e+00 9.987382773380231171e-01 -6.029001525312869258e-01 2.113903982498911649e+00
7.894736842105263275e-01 1.842105263157894690e+00 9.979225259378901036e-01 -5.886266733656984051e-01 2.103720701920826386e+00
1.052631578947368363e+00 1.842105263157894690e+00 9.965671362318682114e-01 -5.708701850477637674e-01 2.091003275754724111e+00
1.315789473684210398e+00 1.842105263157894690e+00 9.943298462428624696e-01 -5.531163073779195027e-01 2.078440949857379039e+00
1.578947368421052655e+00 1.842105263157894690e+00 9.899090718521774690e-01 -5.151123964351250750e-01 2.050601585038839936e+00
1.842105263157894690e+00 1.842105263157894690e+00 9.769126970942367816e-01 -5.413858296467383147e-01 2.076843360329724941e+00
2.105263157894736725e+00 1.842105263157894690e+00 9.436411002803659631e-01 -6.050658857138860869e-01 2.140962771736003134e+00
2.368421052631578760e+00 1.842105263157894690e+00 8.656789537777715982e-01 -6.683676175215753634e-01 2.228275337092070263e+00
2.631578947368420796e+00 1.842105263157894690e+00 6.964168093573339657e-01 -7.322720844214289926e-01 2.381285852180810902e+00
2.894736842105262831e+00 1.842105263157894690e+00 3.652046561149255854e-01 -8.267977892037099430e-01 2.725654239450398642e+00
3.157894736842105310e+00 1.842105263157894690e+00 -9.612687397042218862e-02 -9.021422142851058812e-01 -3.035439177546486178e+00
3.421052631578947345e+00 1.842105263157894690e+00 -5.195533065043669296e-01 -9.753619289554087413e-01 -2.652146101121561905e+00
3.684210526315789380e+00 1.842105263157894690e+00 -7.325808780911517992e-01 -1.092114072831614768e+00 -2.550739804195002680e+00
3.947368421052631415e+00 1.842105263157894690e+00 -8.355487670968824165e-01 -1.304335288859911124e+00 -2.571858502310861994e+00
4.210526315789473450e+00 1.842105263157894690e+00 -9.056972083114482874e-01 -1.580275410771319944e+00 -2.621167740083404585e+00
4.473684210526315930e+00 1.842105263157894690e+00 -9.467904836008707026e-01 -1.758245117779280386e+00 -2.647632276100421400e+00
4.736842105263157521e+00 1.842105263157894690e+00 -9.691851014394223807e-01 -1.863916193976568714e+00 -2.662095034637480762e+00
5.000000000000000000e+00 1.842105263157894690e+00 -9.819577876295739749e-01 -1.924243698687474247e+00 -2.669732347184622157e+00
0.000000000000000000e+00 2.105263157894736725e+00 9.995941194235513638e-01 -8.139970828068460174e-01 2.254212759219520912e+00
2.631578947368420907e-01 2.105263157894736725e+00 9.993317352157775613e-01 -8.016755430173543306e-01 2.246884371473609310e+00
5.263157894736841813e-01 2.105263157894736725e+00 9.988998243104070252e-01 -7.893114289707409137e-01 2.239521187590512774e+00
7.894736842105263275e-01 2.105263157894736725e+00 9.981890148888017400e-01 -7.769063473890231997e-01 2.232174678479151630e+00
1.052631578947368363e+00 2.105263157894736725e+00 9.970196453371444889e-01 -7.644619277482549435e-01 2.224929710861529575e+00
1.315789473684210398e+00 2.105263157894736725e+00 9.950949981298482516e-01 -7.585967097941024306e-01 2.222145821365412388e+00
1.578947368421052655e+00 2.105263157894736725e+00 9.915790067329972590e-01 -7.591319374050646829e-01 2.224193586125933209e+00
1.842105263157894690e+00 2.105263157894736725e+00 9.814039185705771828e-01 -8.093930439837359048e-01 2.260435568494593817e+00
2.105263157894736725e+00 2.105263157894736725e+00 9.541172863324243192e-01 -8.683891824120136826e-01 2.309190563961652565e+00
2.368421052631578760e+00 2.105263157894736725e+00 8.890343957735400426e-01 -9.261968689515202025e-01 2.376664213955641980e+00
2.631578947368420796e+00 2.105263157894736725e+00 7.370116910864710214e-01 -1.012415966475007867e+00 2.512338372626797600e+00
2.894736842105262831e+00 2.105263157894736725e+00 4.347929134766195247e-01 -1.102762659833559145e+00 2.766030428409074204e+00
3.157894736842105310e+00 2.105263157894736725e+00 -1.210731642577234091e-02 -1.177423689040057120e+00 -3.131310127569725488e+00
3.421052631578947345e+00 2.105263157894736725e+00 -4.582049114106254706e-01 -1.244317655078770235e+00 -2.788763545249590248e+00
3.684210526315789380e+00 2.105263157894736725e+00 -7.215226822356439751e-01 -1.375227683661435218e+00 -2.658414662505627302e+00
3.947368421052631415e+00 2.105263157894736725e+00 -8.489691603962832289e-01 -1.597227766461368770e+00 -2.653042951992059528e+00
4.210526315789473450e+00 2.105263157894736725e+00 -9.153061954104091402e-01 -1.771082879591136194e+00 -2.664590844479838072e+00
4.473684210526315930e+00 2.105263157894736725e+00 -9.536612091544336423e-01 -1.882742125659642829e+00 -2.672736459566088740e+00
4.736842105263157521e+00 2.105263157894736725e+00 -9.742702172205381927e-01 -1.940857571097336809e+00 -2.676362902888676398e+00
5.000000000000000000e+00 2.105263157894736725e+00 -9.849708484881827264e-01 -1.972456575850963345e+00 -2.678455173966544756e+00
0.000000000000000000e+00 2.368421052631578760e+00 9.996461064886350556e-01 -9.899901157257462447e-01 2.351341384460276185e+00
2.631578947368420907e-01 2.368421052631578760e+00 9.994173198729177088e-01 -9.784673388475403355e-01 2.345602771658054309e+00
5.263157894736841813e-01 2.368421052631578760e+00 9.990406972475964764e-01 -9.668813511577774022e-01 2.339837545627340809e+00
7.894736842105263275e-01 2.368421052631578760e+00 9.984208321218752680e-01 -9.552333490514388625e-01 2.334092088107685203e+00
1.052631578947368363e+00 2.368421052631578760e+00 9.974270859274518841e-01 -9.548626406546385503e-01 2.334395623761142069e+00
1.315789473684210398e+00 2.368421052631578760e+00 9.958155702730335790e-01 -9.561682346214435135e-01 2.335885979053864858e+00
1.578947368421052655e+00 2.368421052631578760e+00 9.926425518687180816e-01 -9.737227872815048535e-01 2.346573093599332971e+00
1.842105263157894690e+00 2.368421052631578760e+00 9.843310517205838828e-01 -1.043525129297628418e+00 2.385376674783863837e+00
2.105263157894736725e+00 2.368421052631578760e+00 9.638786637230085663e-01 -1.114653468371860967e+00 2.428606736914321385e+00
2.368421052631578760e+00 2.368421052631578760e+00 9.102086694024673630e-01 -1.194573508603355760e+00 2.490485517553079564e+00
2.631578947368420796e+00 2.368421052631578760e+00 7.817010629186100790e-01 -1.276707831078489175e+00 2.592193553568188591e+00
2.894736842105262831e+00 2.368421052631578760e+00 5.166968103844236104e-01 -1.350153088896501208e+00 2.776092824448691765e+00
3.157894736842105310e+00 2.368421052631578760e+00 9.204355597700852876e-02 -1.438510735401195895e+00 3.077694450451007757e+00
3.421052631578947345e+00 2.368421052631578760e+00 -3.768407845586732030e-01 -1.554189038206909901e+00 -2.903715594219955953e+00
3.684210526315789380e+00 2.368421052631578760e+00 -7.212448663559092310e-01 -1.723699022933922409e+00 -2.745301231907225858e+00
3.947368421052631415e+00 2.368421052631578760e+00 -8.612254483608781097e-01 -1.847634757762734337e+00 -2.705411854014245776e+00
4.210526315789473450e+00 2.368421052631578760e+00 -9.282358128102141670e-01 -1.918544274628060098e+00 -2.690970210126838680e+00
4.473684210526315930e+00 2.368421052631578760e+00 -9.640704821008521108e-01 -1.963728978698228378e+00 -2.685220354758731443e+00
4.736842105263157521e+00 2.368421052631578760e+00 -9.808236825317879770e-01 -1.983797316036457703e+00 -2.682421182545345228e+00
5.000000000000000000e+00 2.368421052631578760e+00 -9.882905781064734718e-01 -1.992007640275946789e+00 -2.681047515556481020e+00
0.000000000000000000e+00 2.631578947368420796e+00 9.996974982330291137e-01 -1.199081761957703218e+00 2.446626690641964696e+00
2.631578947368420907e-01 2.631578947368420796e+00 9.995016559229576991e-01 -1.187693955951850233e+00 2.442025831986045059e+00
5.263157894736841813e-01 2.631578947368420796e+00 9.991790756256559991e-01 -1.176204888578548102e+00 2.437392382268937396e+00
7.894736842105263275e-01 2.631578947368420796e+00 9.986603922437176095e-01 -1.173824889225562940e+00 2.436649070123796168e+00
1.052631578947368363e+00 2.631578947368420796e+00 9.978193146723379758e-01 -1.173680384543228206e+00 2.437004126355080125e+00
1.315789473684210398e+00 2.631578947368420796e+00 9.964491281763676600e-01 -1.173792564913998859e+00 2.437729313826043409e+00
1.578947368421052655e+00 2.631578947368420796e+00 9.934060964065429822e-01 -1.219925487695223021e+00 2.458182579980042526e+00
1.842105263157894690e+00 2.631578947368420796e+00 9.854448909803577017e-01 -1.287950622039366833e+00 2.488480792420742826e+00
2.105263157894736725e+00 2.631578947368420796e+00 9.669878853370610372e-01 -1.376135739820070203e+00 2.529067948602716775e+00
2.368421052631578760e+00 2.631578947368420796e+00 9.213851949579558998e-01 -1.463344062382995414e+00 2.579661101030076065e+00
2.631578947368420796e+00 2.631578947368420796e+00 8.133234390061394592e-01 -1.546274000233087698e+00 2.657370497328523928e+00
2.894736842105262831e+00 2.631578947368420796e+00 5.707932978888676789e-01 -1.640823174386925043e+00 2.806816566884450914e+00
3.157894736842105310e+00 2.631578947368420796e+00 1.297664266092077856e-01 -1.756690915859097313e+00 3.067856767012350439e+00
3.421052631578947345e+00 2.631578947368420796e+00 -3.883590166142796840e-01 -1.854421874217133226e+00 -2.935152933244711715e+00
3.684210526315789380e+00 2.631578947368420796e+00 -7.427686481996420564e-01 -1.923408296473565926e+00 -2.773062502639116911e+00
3.947368421052631415e+00 2.631578947368420796e+00 -8.916650084856823089e-01 -1.965883858193623768e+00 -2.715774275771790425e+00
4.210526315789473450e+00 2.631578947368420796e+00 -9.503317113894840240e-01 -1.985036461412452935e+00 -2.695090945524762471e+00
4.473684210526315930e+00 2.631578947368420796e+00 -9.772368534950723884e-01 -1.993525177115421210e+00 -2.685811363155922393e+00
4.736842105263157521e+00 2.631578947368420796e+00 -9.872639805776943778e-01 -1.997012186087358865e+00 -2.682458750812175552e+00
5.000000000000000000e+00 2.631578947368420796e+00 -9.918185253803548651e-01 -1.998323324386575228e+00 -2.680889082621271680e+00
0.000000000000000000e+00 2.894736842105262831e+00 9.997445347990325804e-01 -1.401685939638355194e+00 2.522033079240340481e+00
2.631578947368420907e-01 2.894736842105262831e+00 9.995791379673628629e-01 -1.392382892808946337e+00 2.518959956632050634e+00
5.263157894736841813e-01 2.894736842105262831e+00 9.993126045902778198e-01 -1.389832640321940538e+00 2.518217622141337930e+00
7.894736842105263275e-01 2.894736842105262831e+00 9.988807915898174628e-01 -1.389715310269783899e+00 2.518382452678505690e+00
1.052631578947368363e+00 2.894736842105262831e+00 9.981779663947933923e-01 -1.389597963418638615e+00 2.518675980964231620e+00
1.315789473684210398e+00 2.894736842105262831e+00 9.969546066725134548e-01 -1.400670295779748997e+00 2.523011193403633001e+00
1.578947368421052655e+00 2.894736842105262831e+00 9.935541302092962823e-01 -1.501030000875883230e+00 2.556886949879353388e+00
