# X sample_0 sample_1 sample_2 sample_3 sample_4 sample_5 sample_6 sample_7 sample_8 sample_9
-2.374686716791980068e+00 2.704130584202819043e-01 -1.420547598991100946e-02 -7.555435781595623013e-01 2.936286301899143636e-01 5.610271444734131752e-01 5.081972353413279908e-01 -3.802187453142406026e-01 -2.161220156963216954e-01 -1.043854622235977248e+00 -1.980976514641017427e-01
-2.362155388471177897e+00 2.403994227302441167e-01 -5.905157165598545754e-02 -7.289189841531535929e-01 3.083630517447608077e-01 5.064020476656028169e-01 4.948128366564953917e-01 -3.770170675633633950e-01 -1.990861251229746609e-01 -1.015089365259418397e+00 -2.112898922271191360e-01
-2.349624060150375726e+00 2.059716197936306004e-01 -8.365681605656644093e-02 -6.822530784656749558e-01 3.172274553061414371e-01 4.439717558121818453e-01 4.627729809067501199e-01 -3.564401515555382094e-01 -1.820193794555665379e-01 -9.679527822856922592e-01 -2.367144983029206007e-01
-2.337092731829573999e+00 1.757649628680232889e-01 -8.445686015220954523e-02 -6.181469940407096075e-01 3.251619458745400038e-01 3.786738324145346724e-01 4.137968260272362198e-01 -3.268456345586311373e-01 -1.643628299580478791e-01 -9.024637084799781439e-01 -2.709429555048417093e-01
-2.324561403508771829e+00 1.442556886228084367e-01 -6.191711464583710134e-02 -5.357729276357028336e-01 3.340265472720710394e-01 3.110589249762719666e-01 3.528843459468348209e-01 -2.908322203245844451e-01 -1.452040009485545125e-01 -8.173558058328862508e-01 -3.089916271964024963e-01
-2.312030075187970102e+00 1.227211658314027454e-01 -1.699142012328413998e-02 -4.412098294901148909e-01 3.518855827200578767e-01 2.444060010104742720e-01 2.877491664117421410e-01 -2.555649085044096047e-01 -1.292154600842345957e-01 -7.217965302480204848e-01 -3.443874590459512497e-01
-2.299498746867167931e+00 1.098893205124147343e-01 5.053204294280899678e-02 -3.357252088228164233e-01 3.769488058327865598e-01 1.954879719895429857e-01 2.307862324630864936e-01 -2.208278181106151927e-01 -1.104905049216976243e-01 -6.144209942236384947e-01 -3.665423428926806726e-01
-2.286967418546365760e+00 1.086111682270835543e-01 1.244859910921269908e-01 -2.201787544166641242e-01 4.094504647660761054e-01 1.609629462985110449e-01 1.859722488148676800e-01 -1.891586895083922359e-01 -9.571021090627690464e-02 -5.081081978399842880e-01 -3.751186307205929271e-01
-2.274436090225564033e+00 1.137641743180066584e-01 2.004537798352584166e-01 -9.870329707900225846e-02 4.461205501139425822e-01 1.478844407236387659e-01 1.622156199575107149e-01 -1.576561705703687921e-01 -8.285694061495130214e-02 -4.045040763400817863e-01 -3.617237255986794908e-01
-2.261904761904761862e+00 1.323420232269722219e-01 2.705196563292016076e-01 2.824018351980309149e-02 4.748960595052266198e-01 1.612032815320137979e-01 1.662012303272346059e-01 -1.238341187342344440e-01 -7.039153573882712955e-02 -3.131226464668171450e-01 -3.229068754644128791e-01
-2.249373433583960136e+00 1.566926399382437551e-01 3.260117736543912126e-01 1.592795006431704241e-01 4.893822926697825038e-01 1.956528589875254909e-01 1.966826383372480280e-01 -8.796319830021048780e-02 -5.873407896829963004e-02 -2.372709332205014121e-01 -2.657046717952500359e-01
-2.236842105263157965e+00 1.838305404272776444e-01 3.600475914899256558e-01 2.936918495977425270e-01 4.789921583628247714e-01 2.479767395596484958e-01 2.579098540399112904e-01 -4.763599672886223435e-02 -4.311006674903888197e-02 -1.839764532130745422e-01 -1.877871006375437801e-01
-2.224310776942355794e+00 2.130920999439341879e-01 3.685095280286515562e-01 4.287903323271663458e-01 4.421206126678272064e-01 3.105842014055008038e-01 3.455339051508586334e-01 -4.475608596059305055e-03 -1.707480414911075745e-02 -1.466363002217358491e-01 -1.002377590716616862e-01
-2.211779448621554067e+00 2.420468564013290302e-01 3.508521650304532447e-01 5.620374781017374310e-01 3.705952680086888051e-01 3.819143002320609659e-01 4.508692865319282039e-01 3.948623247978275130e-02 1.346133764115842180e-02 -1.347990341493208732e-01 -6.410363947098457471e-03
-2.199248120300751896e+00 2.678987424074580903e-01 3.017791363539523708e-01 6.847776202582531724e-01 2.666088640899739182e-01 4.487979863817623816e-01 5.670285662590401898e-01 8.248371384660405092e-02 5.736705431086558393e-02 -1.385176140701521730e-01 8.752008846658999863e-02
-2.186716791979949726e+00 2.846292018656801370e-01 2.330249309237342747e-01 7.990890271258574984e-01 1.398296752617357863e-01 5.035235114902094633e-01 6.854261246419877107e-01 1.217924757821319814e-01 1.099266441313073162e-01 -1.549590059173851508e-01 1.747054530616591883e-01
-2.174185463659147999e+00 2.971425995916360807e-01 1.465125172114517538e-01 8.977762216822907648e-01 -1.246045627244368736e-03 5.381513466474732166e-01 7.978241760437851937e-01 1.570050917966540338e-01 1.685710074546634130e-01 -1.857078554290600980e-01 2.532843561531027410e-01
-2.161654135338345828e+00 3.010050915477976430e-01 4.251069100734580775e-02 9.744227440123234274e-01 -1.455690378682215347e-01 5.521994129650014127e-01 8.928559267704139213e-01 1.852509524852965772e-01 2.297777086553002557e-01 -2.299225025223089469e-01 3.150618585313162967e-01
-2.149122807017543657e+00 2.987700157993004035e-01 -6.682554322130204727e-02 1.025335431997941527e+00 -2.822614870536551690e-01 5.442864663161940397e-01 9.648908536134618297e-01 2.101910881972931799e-01 2.861689226898306293e-01 -2.803641635942074606e-01 3.619380952475568236e-01
-2.136591478696741930e+00 2.958432406014636085e-01 -1.837412208574424888e-01 1.047399998978279179e+00 -3.965270487688602463e-01 5.121646330599973762e-01 1.008170563578617118e+00 2.387649047412522263e-01 3.293484907416414642e-01 -3.341920890935499711e-01 3.877004473458619538e-01
-2.124060150375939759e+00 2.918816866864415438e-01 -3.029352682838517552e-01 1.040869996524508068e+00 -4.865336110248984491e-01 4.644384506488841713e-01 1.017708531276050099e+00 2.739136972360505795e-01 3.576760191661107480e-01 -3.941612028459735018e-01 3.953266348848099021e-01
-2.111528822055138033e+00 2.886469102226456585e-01 -4.244618145048512647e-01 1.006671145185264127e+00 -5.452303949799292004e-01 4.019006420523028589e-01 9.898218523323524254e-01 3.216496371086230988e-01 3.658796741060142965e-01 -4.554266681800093197e-01 3.897664365056147107e-01
-2.098997493734335862e+00 2.870195919694668585e-01 -5.468858268458633987e-01 9.481618580295279042e-01 -5.696274100516122152e-01 3.258541773162837440e-01 9.280129800649314920e-01 3.825226993624105676e-01 3.573491157892404457e-01 -5.180738274367050478e-01 3.649653817170763204e-01
-2.086466165413533691e+00 2.866629415768597311e-01 -6.654747552446589332e-01 8.711624774398345483e-01 -5.631105399264479949e-01 2.441443157732939850e-01 8.374306440085030889e-01 4.595111042243378296e-01 3.325592943202030916e-01 -5.756830136255569608e-01 3.373258478798010218e-01
-2.073934837092731964e+00 2.855157536381074390e-01 -7.855919910460913425e-01 7.857720665235956581e-01 -5.242945083519802152e-01 1.596149021342569141e-01 7.194432352120455620e-01 5.472087118664519245e-01 2.973655741440289768e-01 -6.322775027310543194e-01 3.068842629708524727e-01
-2.061403508771929793e+00 2.817109786160597595e-01 -9.031870971991580177e-01 6.954852216818534494e-01 -4.625518768883324361e-01 7.127111498628987962e-02 5.889023026324933241e-01 6.375267385070610970e-01 2.624256052321436439e-01 -6.771829355112931603e-01 2.903864778070636699e-01
-2.048872180451128067e+00 2.704410418682893225e-01 -1.011561715412406137e+00 6.131382867186776497e-01 -3.791924275625755958e-01 -8.828915117243874011e-03 4.504696018298599558e-01 7.191435934770249450e-01 2.279401799101870574e-01 -7.134885394479186793e-01 2.848063215313823004e-01
-2.036340852130325896e+00 2.470401348125236263e-01 -1.106536553072058560e+00 5.386883724734886636e-01 -2.800471374547131576e-01 -8.483902024572070877e-02 3.222269504037747478e-01 7.822027909520739009e-01 2.033394881846888325e-01 -7.381064779194174141e-01 3.065524124418304575e-01
-2.023809523809523725e+00 2.111164267805205608e-01 -1.188092445773460737e+00 4.751287795689065896e-01 -1.744683760315354493e-01 -1.497948771770919729e-01 2.165044564709905639e-01 8.131273760441615206e-01 1.904452316881031226e-01 -7.469339791569626907e-01 3.544778615885837425e-01
-2.011278195488721998e+00 1.572529830777276982e-01 -1.249929604920058335e+00 4.300052814486723940e-01 -6.554001934438274946e-02 -1.972972988078623424e-01 1.364380405113088113e-01 8.054982806699148012e-01 1.865131801371250619e-01 -7.402390577177605513e-01 4.326165197339854052e-01
-1.998746867167919827e+00 8.870996657168604693e-02 -1.283831015239836004e+00 4.036674665177969468e-01 3.699567149950433453e-02 -2.248004540967198372e-01 9.631689130214410310e-02 7.555574580192110368e-01 1.924581461877805932e-01 -7.210502558351334912e-01 5.388162023419883484e-01
-1.986215538847117879e+00 8.344818843624361715e-03 -1.290056024378844812e+00 3.948323467638206186e-01 1.251755985558352102e-01 -2.274555907169699687e-01 9.151994562134677103e-02 6.630548096262669500e-01 1.948504041166768397e-01 -6.916076271203273063e-01 6.662259442614362204e-01
-1.973684210526315930e+00 -7.806036151702749892e-02 -1.269034027631357420e+00 4.015428042672474218e-01 1.934248048265522768e-01 -2.030574596435895107e-01 1.260121165778270713e-01 5.416487521006935202e-01 1.970337127618185524e-01 -6.523138589229278139e-01 8.124258037771250329e-01
-1.961152882205513759e+00 -1.588065556495700803e-01 -1.224172546670698081e+00 4.237357551818979884e-01 2.398546624937756833e-01 -1.600765116085264839e-01 1.939868324031521762e-01 3.968418690375402624e-01 1.877911270567805824e-01 -6.068079681291108640e-01 9.679033323358992025e-01
-1.948621553884711810e+00 -2.318513274059997020e-01 -1.156651114703381555e+00 4.572668554550313735e-01 2.544317712391570008e-01 -9.585136463785853822e-02 2.808580827729191265e-01 2.410587054259496209e-01 1.618932228436874843e-01 -5.540239896756125049e-01 1.133907582348116394e+00
-1.936090225563909861e+00 -2.809311456713446953e-01 -1.072961042887775163e+00 4.948855791584209074e-01 2.381194141362436290e-01 -2.023243297049123757e-02 3.836784284634120468e-01 8.946247080782787631e-02 1.249669244184829775e-01 -4.999311312852769973e-01 1.298490086333734084e+00
-1.923558897243107690e+00 -3.015733232693458277e-01 -9.809922116265821224e-01 5.314409364458576590e-01 1.890204380050709010e-01 5.690681646431110935e-02 4.784404698293951985e-01 -4.832514249724297745e-02 7.742737244278821707e-02 -4.452074318749926762e-01 1.458342437159441562e+00
-1.911027568922305742e+00 -2.875437332751040742e-01 -8.858957141931258494e-01 5.545809961828441770e-01 1.106341202725784345e-01 1.329199380567983868e-01 5.622486327644455884e-01 -1.628801222124562909e-01 1.902379762548226175e-02 -3.919509484801942945e-01 1.610226733515618847e+00
-1.898496240601503793e+00 -2.417524871593470792e-01 -7.905368141175777019e-01 5.616035154542275976e-01 5.342830001863766755e-03 1.998408350181695436e-01 6.214028290017539202e-01 -2.507020057976270255e-01 -3.792634547698613134e-02 -3.356403695880174620e-01 1.746140806875257523e+00
-1.885964912280701844e+00 -1.608910101227542799e-01 -6.959781295490329311e-01 5.447645657947116637e-01 -1.212880683452114139e-01 2.488000245462614335e-01 6.508534799196826759e-01 -3.078672401854771201e-01 -9.211938027845648080e-02 -2.852667393667530638e-01 1.862628387260635288e+00
-1.873433583959899895e+00 -5.960332492091653667e-02 -6.057634315838769101e-01 4.990827949471211000e-01 -2.673601051860327593e-01 2.832686350862898550e-01 6.474491986397070686e-01 -3.380993924906596781e-01 -1.311047901149090533e-01 -2.361837997614423812e-01 1.957390876750443764e+00
-1.860902255639097724e+00 5.987283497941254390e-02 -5.146433627549836798e-01 4.188067940134223566e-01 -4.205976575386759508e-01 3.046481743971731215e-01 6.143498410682962652e-01 -3.391180098049546010e-01 -1.553499811594414581e-01 -1.913520470055458944e-01 2.022640423163099666e+00
-1.848370927318295776e+00 1.834692605173657842e-01 -4.213109552507049993e-01 3.027789677356538256e-01 -5.817754193340286539e-01 3.078560211324858353e-01 5.554069488095308982e-01 -3.244177253365672642e-01 -1.585662649183126049e-01 -1.526038065171996250e-01 2.049533799747432994e+00
-1.835839598997493827e+00 3.013254622460938559e-01 -3.272303402502478309e-01 1.610237121200134014e-01 -7.385617369915664643e-01 3.010207138133700333e-01 4.801003879907613792e-01 -2.912121223012583693e-01 -1.445451895792265185e-01 -1.150455442741122464e-01 2.047879170998951892e+00
-1.823308270676691656e+00 4.005586571698023235e-01 -2.269727976490893973e-01 -3.900523281814290144e-03 -8.814771092350383030e-01 2.836724392555861618e-01 3.934417976491099145e-01 -2.422528715859053050e-01 -1.150609511082181929e-01 -8.750126373966056470e-02 2.010162996993292595e+00
-1.810776942355889707e+00 4.736321551400179963e-01 -1.260809097303615678e-01 -1.860977519456276930e-01 -1.011142655507537347e+00 2.636995432014613283e-01 2.969561605855415287e-01 -1.823926098862298228e-01 -6.673804588476293931e-02 -6.180784443272790279e-02 1.941657550936530363e+00
-1.798245614035087758e+00 5.109490175669736400e-01 -2.692370647835996486e-02 -3.662117603495824714e-01 -1.119319868874882440e+00 2.410362231210217421e-01 2.050028983444925623e-01 -1.187920773186338930e-01 -6.125662154456433355e-03 -4.123563398264862984e-02 1.842231941599966838e+00
-1.785714285714285809e+00 5.140518585883000480e-01 5.936026047235251624e-02 -5.415397688759153727e-01 -1.206847312463461108e+00 2.153755334573561886e-01 1.210925571909039211e-01 -4.941729548514731118e-02 6.344883249041724516e-02 -2.289587830768644375e-02 1.723717088990090573e+00
-1.773182957393483861e+00 4.802808521736455227e-01 1.321440660519942190e-01 -6.975832496922212966e-01 -1.264593061868562351e+00 1.899061500080713172e-01 4.318515172900260629e-02 1.895066756993421184e-02 1.403524835346991462e-01 -1.392552319933693453e-02 1.593373729422405960e+00
-1.760651629072681690e+00 4.140384780302124312e-01 1.813669646133464208e-01 -8.247318085357547846e-01 -1.299795422948387902e+00 1.588496396568209457e-01 -1.926986494880431056e-02 8.563238516604684825e-02 2.191653955658653119e-01 -6.119603772009180043e-03 1.453080344344640062e+00
-1.748120300751879741e+00 3.216004682197189379e-01 2.097678110591685019e-01 -9.173680073443216676e-01 -1.312657649203399224e+00 1.167906502537913171e-01 -6.629295174949875746e-02 1.419042649867212347e-01 2.979939037844643868e-01 -8.517616670581835275e-03 1.318487143213898261e+00
-1.735588972431077792e+00 2.153275351484005562e-01 2.157139195801029141e-01 -9.714711895548554521e-01 -1.302566076217236413e+00 5.929429684475449880e-02 -9.852761065783174899e-02 1.884682310092671009e-01 3.744139627955300198e-01 -1.907763320994722636e-02 1.189096133257513399e+00
-1.723057644110275621e+00 9.519653191957344607e-02 2.025884106327293932e-01 -9.782493713366806620e-01 -1.277661771784875500e+00 -1.752857940938510467e-02 -1.129478188490323776e-01 2.179736947730490093e-01 4.395756100035502767e-01 -4.342652164371581941e-02 1.077585553713168665e+00
-1.710526315789473673e+00 -2.236047185721825800e-02 1.824279715579466832e-01 -9.445686298400867154e-01 -1.235200528166623624e+00 -1.126048601306639807e-01 -1.099666118980257845e-01 2.350573536806652986e-01 4.956840620414623699e-01 -7.827076849520295254e-02 9.877184100962616009e-01
-1.697994987468671724e+00 -1.305825780128883618e-01 1.570054068588543350e-01 -8.768077700234806482e-01 -1.182687322184358125e+00 -2.243803939083462429e-01 -9.227606293401272031e-02 2.388491397826777440e-01 5.400758888566765670e-01 -1.286435056531803900e-01 9.217130366351812265e-01
-1.685463659147869775e+00 -2.289167690025885049e-01 1.362513054004012014e-01 -7.760480760878720741e-01 -1.116773612753570344e+00 -3.457691103391328791e-01 -6.396339302925101167e-02 2.352852840369027976e-01 5.669031312951440249e-01 -1.839842660077954939e-01 8.854112089363295190e-01
-1.672932330827067826e+00 -3.065985818374361571e-01 1.260693489943772172e-01 -6.575644935641081767e-01 -1.045194153960454786e+00 -4.737154040253169218e-01 -2.093929362095182586e-02 2.246537009698826304e-01 5.743964726300848644e-01 -2.478269655475761057e-01 8.711695874199599787e-01
-1.660401002506265655e+00 -3.695971810540131242e-01 1.288522708772855685e-01 -5.314840978318697839e-01 -9.660032684876870279e-01 -6.031705518033648739e-01 2.635167277404456762e-02 2.108580487704143636e-01 5.576536557163259689e-01 -3.114366169722724287e-01 8.754547180014817798e-01
-1.647869674185463706e+00 -4.174435608513972773e-01 1.440874491960429937e-01 -4.086203097962461395e-01 -8.796452354476511637e-01 -7.215573682386344778e-01 7.902864082784821775e-02 1.971309581418559109e-01 5.313146137016178105e-01 -3.686147231269447100e-01 8.928495422515874136e-01
-1.635338345864661758e+00 -4.485129287146474852e-01 1.747381794727863591e-01 -2.954456231855558945e-01 -7.919736796125496081e-01 -8.243355312549319747e-01 1.335560752418243902e-01 1.837087687041912831e-01 4.847456874992003284e-01 -4.144573010401624846e-01 9.114754535350063636e-01
-1.622807017543859587e+00 -4.682161036236057172e-01 2.175255557850887811e-01 -1.982387570167923052e-01 -7.128240666227749767e-01 -9.110263488015575284e-01 1.912136990434141759e-01 1.668715355298459602e-01 4.207062837321859372e-01 -4.427618475875098047e-01 9.242525189512170725e-01
-1.610275689223057638e+00 -4.790307903609633544e-01 2.649782548743287447e-01 -1.182599299037464663e-01 -6.441565921805862960e-01 -9.727145263038819989e-01 2.402848525056555939e-01 1.432290467243418908e-01 3.513126389368146918e-01 -4.513368100878901168e-01 9.154407659150856080e-01
-1.597744360902255689e+00 -4.864654992172713910e-01 3.123879589510967780e-01 -5.683949557943401149e-02 -5.910930807645006224e-01 -1.010543103568640078e+00 2.861819574672224142e-01 1.090269564480760567e-01 2.780870459895658509e-01 -4.432574638131829836e-01 8.877101950480548176e-01
-1.585213032581453740e+00 -4.940917210148085270e-01 3.591015081855042368e-01 -3.121239049872950866e-03 -5.588472441750863551e-01 -1.021827445029796833e+00 3.222354722191190790e-01 6.068497474724530993e-02 2.025564991201599108e-01 -4.228579392602214160e-01 8.356870537131367849e-01
-1.572681704260651792e+00 -5.098457507480184114e-01 3.954174918570055874e-01 4.804671960842198802e-02 -5.500774808357574708e-01 -1.004807980304511350e+00 3.456351077089580004e-01 -4.682823614565035167e-03 1.365211176958585348e-01 -3.914577871239083851e-01 7.576075512501262432e-01
-1.560150375939849621e+00 -5.296980532264209396e-01 4.197045591024677891e-01 1.014968308577602896e-01 -5.663547657745310326e-01 -9.529487337768239863e-01 3.557954666606510385e-01 -8.167834470242239797e-02 7.190425368368548453e-02 -3.576638876949380652e-01 6.603822790550707422e-01
-1.547619047619047672e+00 -5.613371136554543561e-01 4.235495007882615903e-01 1.665983130334397211e-01 -6.000980137111344703e-01 -8.779145677425859162e-01 3.482366073964585640e-01 -1.761271275773895195e-01 1.692116235572542829e-02 -3.298257067578408419e-01 5.481015981292457484e-01
-1.535087719298245723e+00 -6.069389760047526616e-01 4.073812888834522083e-01 2.418462667768907226e-01 -6.476684667134009477e-01 -7.728519138503616714e-01 3.319488963607730714e-01 -2.787064086854282308e-01 -2.981157150325223354e-02 -3.127453285527025950e-01 4.295164879328851049e-01
-1.522556390977443552e+00 -6.608818120816850605e-01 3.716889496081281496e-01 3.294241318689165587e-01 -6.938268661892409428e-01 -6.474926747404552430e-01 3.089090251281085830e-01 -3.869337461036959636e-01 -7.008020291140977520e-02 -3.167279811386577437e-01 3.115934337244262164e-01
-1.510025062656641603e+00 -7.207602336134129040e-01 3.125805396654410817e-01 4.268419032068925811e-01 -7.407604950878982075e-01 -5.095971635312862569e-01 2.772238805222881353e-01 -4.960804528019740478e-01 -1.056029250465234104e-01 -3.404247556982982759e-01 1.989198146373146459e-01
-1.497493734335839655e+00 -7.803696905481916080e-01 2.354333408226098046e-01 5.308355152644802510e-01 -7.695871768486126641e-01 -3.660322082841633295e-01 2.442338185230071845e-01 -6.034975139900548013e-01 -1.390736248892998073e-01 -3.860805001035964579e-01 9.518942641167901786e-02
-1.484962406015037706e+00 -8.393563885142764081e-01 1.429079397662425810e-01 6.334710926685230836e-01 -7.755073050435641324e-01 -2.331422379056457550e-01 2.137551509919557169e-01 -7.007134832701014115e-01 -1.687642572818195130e-01 -4.466787545623519540e-01 6.420065534604962702e-03
-1.472431077694235757e+00 -8.862043762600693153e-01 3.819972311387181269e-02 7.318861857007641358e-01 -7.511993897321755931e-01 -1.155499883340192768e-01 1.833837686698277236e-01 -7.818858686374456912e-01 -1.897649498596471751e-01 -5.215534366146314937e-01 -6.509811877214682907e-02
-1.459899749373433586e+00 -9.225746365606591892e-01 -7.403680745369674299e-02 8.194887356190206917e-01 -7.015302155056472033e-01 -2.449758684330867117e-02 1.568775119715638544e-01 -8.440085705620022916e-01 -2.030609735021739470e-01 -6.008004858069421195e-01 -1.205527639031501175e-01
-1.447368421052631637e+00 -9.411109323185949949e-01 -1.922420410354060694e-01 8.935372905651941533e-01 -6.238832430163203657e-01 3.386493100832357189e-02 1.310045626867394064e-01 -8.824306274632675029e-01 -2.004677636568895360e-01 -6.779687989360706490e-01 -1.612980380687279724e-01
-1.434837092731829689e+00 -9.376439835197080130e-01 -3.126687235674796006e-01 9.563278430312899259e-01 -5.263320897346748239e-01 6.062883504400770618e-02 1.004125227885689364e-01 -8.898226100137440753e-01 -1.817074484632106579e-01 -7.484552352495460470e-01 -1.861685078263086990e-01
-1.422305764411027518e+00 -9.169180758371597850e-01 -4.346098356073309632e-01 1.003136038179605283e+00 -4.218455555134753565e-01 5.789046181425205190e-02 6.514152576854133347e-02 -8.636595489222496091e-01 -1.363652610508660490e-01 -8.019629443487500398e-01 -1.985562431319215226e-01
-1.409774436090225569e+00 -8.773349801146973492e-01 -5.530252840734399822e-01 1.033705232547789787e+00 -3.102257708613099241e-01 2.481133650374415384e-02 2.880741208563237371e-02 -7.998878859989171364e-01 -7.160891911042635560e-02 -8.395953381602287990e-01 -1.951278517441170923e-01
-1.397243107769423620e+00 -8.196555044110692689e-01 -6.730480809879902937e-01 1.051240553674788636e+00 -2.049930571880782537e-01 -2.032582778780854874e-02 -1.332936539764447217e-02 -7.022243758906179245e-01 1.796061286341383775e-02 -8.514420388179814170e-01 -1.770366861149950677e-01
-1.384711779448621671e+00 -7.483097363852629913e-01 -7.852701091885160301e-01 1.056016090353009140e+00 -1.071218303559299811e-01 -7.475764714676502720e-02 -5.393970877899850747e-02 -5.767822218285426628e-01 1.231539752305541580e-01 -8.418978352391516262e-01 -1.500315554821590180e-01
-1.372180451127819723e+00 -6.628561189892812067e-01 -8.898706807444628497e-01 1.052137703025090687e+00 -2.532384827392613127e-02 -1.233872550691671871e-01 -8.510120714448525525e-02 -4.289533807601788595e-01 2.376532898174119612e-01 -8.079019720407177862e-01 -1.116255825688842046e-01
-1.359649122807017552e+00 -5.706785286463139650e-01 -9.855510772823390386e-01 1.033974548139359850e+00 4.909878554936599609e-02 -1.614789983046529820e-01 -1.045248546083170499e-01 -2.689384904220062933e-01 3.491273935114416194e-01 -7.525550931412012812e-01 -7.050835327101270811e-02
-1.347117794486215603e+00 -4.711429610026277026e-01 -1.064176686572158470e+00 1.005443162508006694e+00 1.127503217265799912e-01 -1.774297896479498371e-01 -1.056021400215699096e-01 -1.095346584746903634e-01 4.477348058435863254e-01 -6.848045043559990441e-01 -2.431827629207117952e-02
-1.334586466165413654e+00 -3.672255234342792218e-01 -1.126632995160977924e+00 9.720435855078266574e-01 1.733008917042971886e-01 -1.664413001776073042e-01 -8.543966396843594158e-02 4.380993659442873611e-02 5.258785989061192101e-01 -6.053856418130885153e-01 1.647367070622715590e-02
-1.322055137844611483e+00 -2.629710395466894890e-01 -1.165700077131938572e+00 9.323398968514018392e-01 2.380504620165531104e-01 -1.302639913984193210e-01 -4.590085078074498254e-02 1.789799318224340463e-01 5.723510920717226336e-01 -5.292304444503688199e-01 4.474104813406912934e-02
-1.309523809523809534e+00 -1.548818749149235563e-01 -1.183453359936844640e+00 8.919226769434800417e-01 3.062036798648619662e-01 -7.115409706234358811e-02 1.283160496419097699e-02 2.900886169745097720e-01 5.885641910094679963e-01 -4.552938721352711715e-01 6.579831666817907709e-02
-1.296992481203007586e+00 -4.767496121542913468e-02 -1.173965454569249278e+00 8.532500184137357113e-01 3.828481878151334672e-01 1.638441446263960710e-03 8.972101132410800761e-02 3.778343248603129867e-01 5.765573864102824242e-01 -3.975042609108224156e-01 6.513789864184024725e-02
-1.284461152882205637e+00 6.147151351971364558e-02 -1.141827695559474831e+00 8.182017528623490854e-01 4.643208027427970230e-01 7.658514047086686927e-02 1.756981756253911120e-01 4.338948636573980444e-01 5.441785395891096666e-01 -3.537075527276225539e-01 5.235720891709299413e-02
-1.271929824561403688e+00 1.711262498463993753e-01 -1.079854997071701073e+00 7.915970057749729394e-01 5.462630506073559156e-01 1.388406739058301587e-01 2.695184272197574393e-01 4.622880374970264050e-01 4.986467356968179998e-01 -3.271112529944809055e-01 2.572050780822365823e-02
-1.259398496240601517e+00 2.801938378853219835e-01 -9.970519977566409953e-01 7.710257294699820463e-01 6.208189785370701319e-01 1.794451285178196853e-01 3.631094124301625370e-01 4.659519212172951730e-01 4.546280849004097901e-01 -3.130743509680111725e-01 -6.884418681134069073e-03
